Code,Growth,SppType,Season,Month,Year,Site,Plot,Quad,Cover
BOBA2,A,G,3,September,2006,G,3,144,20
CHSES,A,H,3,September,2006,G,3,144,20
APRAH,P,H,3,September,2006,S,1a,6,1
CHSES,A,H,3,September,2006,S,1a,6,1
CHSE7,A,H,3,September,2006,S,1a,6,1
PLPA2,A,H,3,September,2006,S,1a,6,1
EUEX4,A,H,3,September,2006,S,1a,6,5
SCBR2,P,G,3,September,2006,S,1a,6,5
BOGR2,P,G,3,September,2006,S,1a,6,20
CHSES,A,H,3,September,2006,S,1a,8,1
CHSE7,A,H,3,September,2006,S,1a,8,1
ENDE,P,G,3,September,2006,S,1a,8,1
BOBA2,A,G,3,September,2006,S,1a,8,2
CHLA10,A,H,3,September,2006,S,1a,8,2
EUEX4,A,H,3,September,2006,S,1a,8,4
SCBR2,P,G,3,September,2006,S,1a,8,4
SATR12,A,H,3,September,2006,S,1a,8,8
BOER4,P,G,3,September,2006,S,1a,8,15
ASNU4,A,H,3,September,2006,S,1a,10,1
PLPA2,A,H,3,September,2006,S,1a,10,1
SATR12,A,H,3,September,2006,S,1a,10,1
MOSQ,A,G,3,September,2006,S,1a,10,2
ENDE,P,G,3,September,2006,S,1a,10,4
EUEX4,A,H,3,September,2006,S,1a,10,6
CHSE7,A,H,3,September,2006,S,1a,10,20
SCBR2,P,G,3,September,2006,S,1a,10,20
BOBA2,A,G,3,September,2006,S,1a,12,1
ENDE,P,G,3,September,2006,S,1a,12,1
PLPA2,A,H,3,September,2006,S,1a,12,1
ASNU4,A,H,3,September,2006,S,1a,12,2
SPCR,P,G,3,September,2006,S,1a,12,3
SCBR2,P,G,3,September,2006,S,1a,12,6
EUEX4,A,H,3,September,2006,S,1a,12,7
APRAH,P,H,3,September,2006,S,1a,18,1
BOBA2,A,G,3,September,2006,S,1a,18,1
ENDE,P,G,3,September,2006,S,1a,18,1
MOSQ,A,G,3,September,2006,S,1a,18,1
PLPA2,A,H,3,September,2006,S,1a,18,1
EUEX4,A,H,3,September,2006,S,1a,18,2
SCBR2,P,G,3,September,2006,S,1a,18,4
BOER4,P,G,3,September,2006,S,1a,18,20
MOSQ,A,G,3,September,2006,S,1a,20,1
KAPA,A,H,3,September,2006,S,1a,20,2
SCBR2,P,G,3,September,2006,S,1a,20,2
SPCR,P,G,3,September,2006,S,1a,20,2
ENDE,P,G,3,September,2006,S,1a,20,3
APRAH,P,H,3,September,2006,S,1a,20,4
EUEX4,A,H,3,September,2006,S,1a,20,20
BOBA2,A,G,3,September,2006,S,1a,22,2
APRAH,P,H,3,September,2006,S,1a,22,4
KAPA,A,H,3,September,2006,S,1a,22,4
SCBR2,P,G,3,September,2006,S,1a,22,5
EUEX4,A,H,3,September,2006,S,1a,22,7
MUAR,P,G,3,September,2006,S,1a,22,8
SATR12,A,H,3,September,2006,S,1a,22,8
MOSQ,A,G,3,September,2006,S,1a,24,2
APRAH,P,H,3,September,2006,S,1a,24,3
KAPA,A,H,3,September,2006,S,1a,24,4
SATR12,A,H,3,September,2006,S,1a,24,4
EUEX4,A,H,3,September,2006,S,1a,24,5
PLJA,P,G,3,September,2006,S,1a,24,6
SPCR,P,G,3,September,2006,S,1a,24,8
ASNU4,A,H,3,September,2006,S,1a,30,1
TILA2,A,H,3,September,2006,S,1a,30,1
PORT,A,H,3,September,2006,S,1a,30,2
APRAH,P,H,3,September,2006,S,1a,30,3
SATR12,A,H,3,September,2006,S,1a,30,5
KAPA,A,H,3,September,2006,S,1a,30,6
EUEX4,A,H,3,September,2006,S,1a,30,11
SCBR2,P,G,3,September,2006,S,1a,30,15
MOSQ,A,G,3,September,2006,S,1a,32,1
SATR12,A,H,3,September,2006,S,1a,32,2
APRAH,P,H,3,September,2006,S,1a,32,3
MUAR,P,G,3,September,2006,S,1a,32,4
EUEX4,A,H,3,September,2006,S,1a,32,10
SCBR2,P,G,3,September,2006,S,1a,32,15
PLPA2,A,H,3,September,2006,S,1a,34,1
KAPA,A,H,3,September,2006,S,1a,34,2
MOSQ,A,G,3,September,2006,S,1a,34,2
SPCR,P,G,3,September,2006,S,1a,34,5
APRAH,P,H,3,September,2006,S,1a,34,6
EUEX4,A,H,3,September,2006,S,1a,34,10
SCBR2,P,G,3,September,2006,S,1a,34,15
APRAH,P,H,3,September,2006,S,1a,36,1
ASNU4,A,H,3,September,2006,S,1a,36,1
BOBA2,A,G,3,September,2006,S,1a,36,2
MOSQ,A,G,3,September,2006,S,1a,36,2
SATR12,A,H,3,September,2006,S,1a,36,2
TILA2,A,H,3,September,2006,S,1a,36,2
EUEX4,A,H,3,September,2006,S,1a,36,5
PLJA,P,G,3,September,2006,S,1a,36,12
PLPA2,A,H,3,September,2006,S,1a,42,1
CHSES,A,H,3,September,2006,S,1a,42,2
CHLA10,A,H,3,September,2006,S,1a,42,4
SCBR2,P,G,3,September,2006,S,1a,42,4
EUEX4,A,H,3,September,2006,S,1a,42,6
BOGR2,P,G,3,September,2006,S,1a,42,40
CHSES,A,H,3,September,2006,S,1a,44,1
CHSE7,A,H,3,September,2006,S,1a,44,1
PLPA2,A,H,3,September,2006,S,1a,44,1
SATR12,A,H,3,September,2006,S,1a,44,1
EUEX4,A,H,3,September,2006,S,1a,44,3
SCBR2,P,G,3,September,2006,S,1a,44,4
BOGR2,P,G,3,September,2006,S,1a,44,6
BOER4,P,G,3,September,2006,S,1a,44,25
ASNU4,A,H,3,September,2006,S,1a,46,1
PLPA2,A,H,3,September,2006,S,1a,46,1
BOBA2,A,G,3,September,2006,S,1a,46,2
APRAH,P,H,3,September,2006,S,1a,46,3
SCBR2,P,G,3,September,2006,S,1a,46,4
MUAR,P,G,3,September,2006,S,1a,46,6
SATR12,A,H,3,September,2006,S,1a,46,6
SPCR,P,G,3,September,2006,S,1a,46,6
EUEX4,A,H,3,September,2006,S,1a,46,8
KAPA,A,H,3,September,2006,S,1a,46,9
TILA2,A,H,3,September,2006,S,1a,48,1
EUEX4,A,H,3,September,2006,S,1a,48,4
PLPA2,A,H,3,September,2006,S,1a,48,4
APRAH,P,H,3,September,2006,S,1a,48,6
MUAR,P,G,3,September,2006,S,1a,48,12
SATR12,A,H,3,September,2006,S,1a,48,12
BOBA2,A,G,3,September,2006,S,1a,48,15
KAPA,A,H,3,September,2006,S,1a,48,20
MOSQ,A,G,3,September,2006,S,1a,54,2
SATR12,A,H,3,September,2006,S,1a,54,2
APRAH,P,H,3,September,2006,S,1a,54,3
KAPA,A,H,3,September,2006,S,1a,54,4
BOBA2,A,G,3,September,2006,S,1a,54,5
SPCR,P,G,3,September,2006,S,1a,54,5
ENDE,P,G,3,September,2006,S,1a,54,15
APRAH,P,H,3,September,2006,S,1a,56,2
CHSES,A,H,3,September,2006,S,1a,56,2
TILA2,A,H,3,September,2006,S,1a,56,4
MUAR,P,G,3,September,2006,S,1a,56,6
SATR12,A,H,3,September,2006,S,1a,56,8
BOBA2,A,G,3,September,2006,S,1a,56,25
MOSQ,A,G,3,September,2006,S,1a,58,1
PLPA2,A,H,3,September,2006,S,1a,58,1
APRAH,P,H,3,September,2006,S,1a,58,2
ENDE,P,G,3,September,2006,S,1a,58,2
BOBA2,A,G,3,September,2006,S,1a,58,3
SCBR2,P,G,3,September,2006,S,1a,58,4
MUAR,P,G,3,September,2006,S,1a,58,8
EUEX4,A,H,3,September,2006,S,1a,58,20
KAPA,A,H,3,September,2006,S,1a,58,65
APRAH,P,H,3,September,2006,S,1a,60,1
ENDE,P,G,3,September,2006,S,1a,60,1
KAPA,A,H,3,September,2006,S,1a,60,2
POOL,A,H,3,September,2006,S,1a,60,2
PORT,A,H,3,September,2006,S,1a,60,2
SPCR,P,G,3,September,2006,S,1a,60,3
BOBA2,A,G,3,September,2006,S,1a,60,4
SATR12,A,H,3,September,2006,S,1a,60,10
SCBR2,P,G,3,September,2006,S,1a,60,15
SPWR,P,H,3,September,2006,S,1a,66,1
APRAH,P,H,3,September,2006,S,1a,66,3
KAPA,A,H,3,September,2006,S,1a,66,4
OPPH,P,C,3,September,2006,S,1a,66,4
SPCR,P,G,3,September,2006,S,1a,66,5
SCBR2,P,G,3,September,2006,S,1a,66,15
EUEX4,A,H,3,September,2006,S,1a,66,20
CHSES,A,H,3,September,2006,S,1a,68,1
CHSE7,A,H,3,September,2006,S,1a,68,1
ENDE,P,G,3,September,2006,S,1a,68,1
MOSQ,A,G,3,September,2006,S,1a,68,1
MUAR,P,G,3,September,2006,S,1a,68,2
BOBA2,A,G,3,September,2006,S,1a,68,4
SATR12,A,H,3,September,2006,S,1a,68,4
EUEX4,A,H,3,September,2006,S,1a,68,6
SPCR,P,G,3,September,2006,S,1a,68,8
SCBR2,P,G,3,September,2006,S,1a,68,15
KAPA,A,H,3,September,2006,S,1a,68,25
ENDE,P,G,3,September,2006,S,1a,70,1
PLPA2,A,H,3,September,2006,S,1a,70,2
MUAR,P,G,3,September,2006,S,1a,70,3
BOBA2,A,G,3,September,2006,S,1a,70,4
EUEX4,A,H,3,September,2006,S,1a,70,7
ASNU4,A,H,3,September,2006,S,1a,72,1
APRAH,P,H,3,September,2006,S,1a,72,2
BOGR2,P,G,3,September,2006,S,1a,72,2
CHSES,A,H,3,September,2006,S,1a,72,3
PLPA2,A,H,3,September,2006,S,1a,72,3
SCBR2,P,G,3,September,2006,S,1a,72,8
SPCR,P,G,3,September,2006,S,1a,72,10
APRAH,P,H,3,September,2006,S,1a,78,1
BOBA2,A,G,3,September,2006,S,1a,78,2
KAPA,A,H,3,September,2006,S,1a,78,5
EUEX4,A,H,3,September,2006,S,1a,78,6
BOGR2,P,G,3,September,2006,S,1a,78,40
CHSES,A,H,3,September,2006,S,1a,80,1
GACO5,P,H,3,September,2006,S,1a,80,1
SATR12,A,H,3,September,2006,S,1a,80,1
APRAH,P,H,3,September,2006,S,1a,80,2
CHSE7,A,H,3,September,2006,S,1a,80,2
PLPA2,A,H,3,September,2006,S,1a,80,2
BOBA2,A,G,3,September,2006,S,1a,80,3
KAPA,A,H,3,September,2006,S,1a,80,3
EUEX4,A,H,3,September,2006,S,1a,80,6
BOGR2,P,G,3,September,2006,S,1a,80,30
CYIMI,P,C,3,September,2006,S,1a,82,1
BOBA2,A,G,3,September,2006,S,1a,82,2
PLPA2,A,H,3,September,2006,S,1a,82,2
SATR12,A,H,3,September,2006,S,1a,82,2
MUAR,P,G,3,September,2006,S,1a,82,3
SPCR,P,G,3,September,2006,S,1a,82,4
ENDE,P,G,3,September,2006,S,1a,82,6
BOGR2,P,G,3,September,2006,S,1a,82,10
EUEX4,A,H,3,September,2006,S,1a,82,10
KAPA,A,H,3,September,2006,S,1a,82,25
NAHI,A,H,3,September,2006,S,1a,84,1
PLPA2,A,H,3,September,2006,S,1a,84,1
SCBR2,P,G,3,September,2006,S,1a,84,2
BOBA2,A,G,3,September,2006,S,1a,84,4
BOER4,P,G,3,September,2006,S,1a,84,4
EUEX4,A,H,3,September,2006,S,1a,84,4
APRAH,P,H,3,September,2006,S,1a,84,5
MUAR,P,G,3,September,2006,S,1a,90,2
PLPA2,A,H,3,September,2006,S,1a,90,3
SPCR,P,G,3,September,2006,S,1a,90,3
APRAH,P,H,3,September,2006,S,1a,90,4
SATR12,A,H,3,September,2006,S,1a,90,4
BOBA2,A,G,3,September,2006,S,1a,90,8
EUEX4,A,H,3,September,2006,S,1a,90,9
KAPA,A,H,3,September,2006,S,1a,90,15
PLPA2,A,H,3,September,2006,S,1a,92,2
BOBA2,A,G,3,September,2006,S,1a,92,3
SATR12,A,H,3,September,2006,S,1a,92,3
SPCO4,P,G,3,September,2006,S,1a,92,3
SPCR,P,G,3,September,2006,S,1a,92,3
APRAH,P,H,3,September,2006,S,1a,92,6
SOEL,P,H,3,September,2006,S,1a,92,6
EUEX4,A,H,3,September,2006,S,1a,92,8
KAPA,A,H,3,September,2006,S,1a,92,8
OPPH,P,C,3,September,2006,S,1a,92,12
SATR12,A,H,3,September,2006,S,1a,94,6
EUEX4,A,H,3,September,2006,S,1a,94,8
KAPA,A,H,3,September,2006,S,1a,94,12
SCBR2,P,G,3,September,2006,S,1a,94,20
APRAH,P,H,3,September,2006,S,1a,96,2
EUEX4,A,H,3,September,2006,S,1a,96,3
GUSA2,P,S,3,September,2006,S,1a,96,4
SATR12,A,H,3,September,2006,S,1a,96,4
KAPA,A,H,3,September,2006,S,1a,96,15
BOBA2,A,G,3,September,2006,S,1a,96,30
APRAH,P,H,3,September,2006,S,1a,102,1
CHSE7,A,H,3,September,2006,S,1a,102,2
EUEX4,A,H,3,September,2006,S,1a,102,2
SPCR,P,G,3,September,2006,S,1a,102,3
SOEL,P,H,3,September,2006,S,1a,102,10
BOER4,P,G,3,September,2006,S,1a,102,30
PLPA2,A,H,3,September,2006,S,1a,104,1
APRAH,P,H,3,September,2006,S,1a,104,2
CHSE7,A,H,3,September,2006,S,1a,104,2
DAPU7,P,G,3,September,2006,S,1a,104,4
KAPA,A,H,3,September,2006,S,1a,104,5
EUEX4,A,H,3,September,2006,S,1a,104,10
BOBA2,A,G,3,September,2006,S,1a,104,12
MOSQ,A,G,3,September,2006,S,1a,106,1
PLPA2,A,H,3,September,2006,S,1a,106,1
SATR12,A,H,3,September,2006,S,1a,106,2
CHSE7,A,H,3,September,2006,S,1a,106,5
BOBA2,A,G,3,September,2006,S,1a,106,15
EUEX4,A,H,3,September,2006,S,1a,106,15
KAPA,A,H,3,September,2006,S,1a,108,2
TILA2,A,H,3,September,2006,S,1a,108,2
SCBR2,P,G,3,September,2006,S,1a,108,5
HOGL2,P,H,3,September,2006,S,1a,108,6
EUEX4,A,H,3,September,2006,S,1a,108,8
BOER4,P,G,3,September,2006,S,1a,108,30
MOSQ,A,G,3,September,2006,S,1a,114,2
KAPA,A,H,3,September,2006,S,1a,114,3
SATR12,A,H,3,September,2006,S,1a,114,3
HOGL2,P,H,3,September,2006,S,1a,114,4
MUPO2,P,G,3,September,2006,S,1a,114,5
APRAH,P,H,3,September,2006,S,1a,114,6
BOBA2,A,G,3,September,2006,S,1a,114,8
EUEX4,A,H,3,September,2006,S,1a,114,9
APRAH,P,H,3,September,2006,S,1a,116,1
CHSES,A,H,3,September,2006,S,1a,116,1
MOSQ,A,G,3,September,2006,S,1a,116,1
HOGL2,P,H,3,September,2006,S,1a,116,2
PLPA2,A,H,3,September,2006,S,1a,116,2
SATR12,A,H,3,September,2006,S,1a,116,2
EUEX4,A,H,3,September,2006,S,1a,116,9
BOGR2,P,G,3,September,2006,S,1a,116,25
PLPA2,A,H,3,September,2006,S,1a,118,1
SATR12,A,H,3,September,2006,S,1a,118,1
APRAH,P,H,3,September,2006,S,1a,118,3
BOBA2,A,G,3,September,2006,S,1a,118,4
EUEX4,A,H,3,September,2006,S,1a,118,7
HOGL2,P,H,3,September,2006,S,1a,118,8
BOER4,P,G,3,September,2006,S,1a,118,30
PLPA2,A,H,3,September,2006,S,1a,120,1
APRAH,P,H,3,September,2006,S,1a,120,2
CHSE7,A,H,3,September,2006,S,1a,120,2
EUEX4,A,H,3,September,2006,S,1a,120,3
BOBA2,A,G,3,September,2006,S,1a,120,4
SPCO4,P,G,3,September,2006,S,1a,120,6
BOGR2,P,G,3,September,2006,S,1a,120,15
APRAH,P,H,3,September,2006,S,1a,126,1
MEMU3,P,H,3,September,2006,S,1a,126,1
NAHI,A,H,3,September,2006,S,1a,126,1
SPCR,P,G,3,September,2006,S,1a,126,1
ASNU4,A,H,3,September,2006,S,1a,126,2
CHSES,A,H,3,September,2006,S,1a,126,2
PLPA2,A,H,3,September,2006,S,1a,126,2
BOBA2,A,G,3,September,2006,S,1a,126,3
KAPA,A,H,3,September,2006,S,1a,126,3
CHSE7,A,H,3,September,2006,S,1a,126,8
EUEX4,A,H,3,September,2006,S,1a,126,30
OECAC2,P,H,3,September,2006,S,1a,128,1
PLPA2,A,H,3,September,2006,S,1a,128,1
BOBA2,A,G,3,September,2006,S,1a,128,3
MUPO2,P,G,3,September,2006,S,1a,128,15
SPCR,P,G,3,September,2006,S,1a,128,20
EUEX4,A,H,3,September,2006,S,1a,128,28
CHSE7,A,H,3,September,2006,S,1a,128,-999
APRAH,P,H,3,September,2006,S,1a,130,1
ENDE,P,G,3,September,2006,S,1a,130,1
CHSES,A,H,3,September,2006,S,1a,130,2
KAPA,A,H,3,September,2006,S,1a,130,4
AMPA,A,H,3,September,2006,S,1a,130,8
SPCO4,P,G,3,September,2006,S,1a,130,16
BOBA2,A,G,3,September,2006,S,1a,130,38
CHSES,A,H,3,September,2006,S,1a,132,2
CHSE7,A,H,3,September,2006,S,1a,132,2
EUEX4,A,H,3,September,2006,S,1a,132,3
SPCR,P,G,3,September,2006,S,1a,132,3
STPA4,P,H,3,September,2006,S,1a,132,8
BOER4,P,G,3,September,2006,S,1a,132,22
BOGR2,P,G,3,September,2006,S,1a,132,44
APRAH,P,H,3,September,2006,S,1a,138,1
BOBA2,A,G,3,September,2006,S,1a,138,1
CHSES,A,H,3,September,2006,S,1a,138,1
PLPA2,A,H,3,September,2006,S,1a,138,1
SPCR,P,G,3,September,2006,S,1a,138,1
MUAR,P,G,3,September,2006,S,1a,138,3
CHSE7,A,H,3,September,2006,S,1a,138,7
EUEX4,A,H,3,September,2006,S,1a,138,8
SCBR2,P,G,3,September,2006,S,1a,138,10
SOEL,P,H,3,September,2006,S,1a,138,16
BOER4,P,G,3,September,2006,S,1a,138,20
APRAH,P,H,3,September,2006,S,1a,140,1
ASNU4,A,H,3,September,2006,S,1a,140,1
BOBA2,A,G,3,September,2006,S,1a,140,1
ENDE,P,G,3,September,2006,S,1a,140,1
HYFIC,P,H,3,September,2006,S,1a,140,1
PLPA2,A,H,3,September,2006,S,1a,140,1
PLJA,P,G,3,September,2006,S,1a,140,1
MUAR,P,G,3,September,2006,S,1a,140,2
EUEX4,A,H,3,September,2006,S,1a,140,3
CHSE7,A,H,3,September,2006,S,1a,140,4
SPCR,P,G,3,September,2006,S,1a,140,4
CHSES,A,H,3,September,2006,S,1a,140,5
GUSA2,P,S,3,September,2006,S,1a,140,10
BOER4,P,G,3,September,2006,S,1a,140,12
ASNU4,A,H,3,September,2006,S,1a,142,1
BOBA2,A,G,3,September,2006,S,1a,142,2
CHSES,A,H,3,September,2006,S,1a,142,2
PLPA2,A,H,3,September,2006,S,1a,142,2
CHSE7,A,H,3,September,2006,S,1a,142,4
EUEX4,A,H,3,September,2006,S,1a,142,20
PLJA,P,G,3,September,2006,S,1a,142,20
APRAH,P,H,3,September,2006,S,1a,144,1
BOBA2,A,G,3,September,2006,S,1a,144,1
PLPA2,A,H,3,September,2006,S,1a,144,1
CHSES,A,H,3,September,2006,S,1a,144,3
PLJA,P,G,3,September,2006,S,1a,144,5
EUEX4,A,H,3,September,2006,S,1a,144,8
BOGR2,P,G,3,September,2006,S,1a,144,60
APRAH,P,H,3,September,2006,S,2,6,1
CHLA10,A,H,3,September,2006,S,2,6,1
ENDE,P,G,3,September,2006,S,2,6,1
OECAC2,P,H,3,September,2006,S,2,6,1
SATR12,A,H,3,September,2006,S,2,6,2
CHSE7,A,H,3,September,2006,S,2,6,3
DAPU7,P,G,3,September,2006,S,2,6,5
EUEX4,A,H,3,September,2006,S,2,6,6
MUAR2,P,G,3,September,2006,S,2,6,8
PLJA,P,G,3,September,2006,S,2,6,12
DAPU7,P,G,3,September,2006,S,2,8,1
ENDE,P,G,3,September,2006,S,2,8,1
MOSQ,A,G,3,September,2006,S,2,8,1
SATR12,A,H,3,September,2006,S,2,8,1
CHLA10,A,H,3,September,2006,S,2,8,2
EUEX4,A,H,3,September,2006,S,2,8,2
SPCR,P,G,3,September,2006,S,2,8,2
CHSES,A,H,3,September,2006,S,2,8,6
CHSE7,A,H,3,September,2006,S,2,8,12
SCBR2,P,G,3,September,2006,S,2,8,24
CHSES,A,H,3,September,2006,S,2,10,1
MOSQ,A,G,3,September,2006,S,2,10,1
PLPA2,A,H,3,September,2006,S,2,10,1
PLJA,P,G,3,September,2006,S,2,10,1
EUEX4,A,H,3,September,2006,S,2,10,3
BOGR2,P,G,3,September,2006,S,2,10,4
HOGL2,P,H,3,September,2006,S,2,10,20
BOER4,P,G,3,September,2006,S,2,10,52
ASNU4,A,H,3,September,2006,S,2,12,1
BOBA2,A,G,3,September,2006,S,2,12,1
PORT,A,H,3,September,2006,S,2,12,1
STPA4,P,H,3,September,2006,S,2,12,1
SPCR,P,G,3,September,2006,S,2,12,2
EUEX4,A,H,3,September,2006,S,2,12,3
MUAR2,P,G,3,September,2006,S,2,12,4
PLJA,P,G,3,September,2006,S,2,12,4
HOGL2,P,H,3,September,2006,S,2,12,10
BOER4,P,G,3,September,2006,S,2,12,12
SCBR2,P,G,3,September,2006,S,2,12,12
APRAH,P,H,3,September,2006,S,2,18,1
ASMIM,P,H,3,September,2006,S,2,18,1
PLPA2,A,H,3,September,2006,S,2,18,1
MUAR2,P,G,3,September,2006,S,2,18,4
CHSE7,A,H,3,September,2006,S,2,18,6
EUEX4,A,H,3,September,2006,S,2,18,8
BOER4,P,G,3,September,2006,S,2,18,10
APRAH,P,H,3,September,2006,S,2,20,1
HODR,P,H,3,September,2006,S,2,20,1
PLPA2,A,H,3,September,2006,S,2,20,1
SPLE,P,H,3,September,2006,S,2,20,1
CHSES,A,H,3,September,2006,S,2,20,2
EUEX4,A,H,3,September,2006,S,2,20,5
CHLA10,A,H,3,September,2006,S,2,20,8
CHSE7,A,H,3,September,2006,S,2,20,20
BOER4,P,G,3,September,2006,S,2,20,48
APRAH,P,H,3,September,2006,S,2,22,1
ASMIM,P,H,3,September,2006,S,2,22,1
CRCR3,A,H,3,September,2006,S,2,22,1
KAPA,A,H,3,September,2006,S,2,22,1
MOSQ,A,G,3,September,2006,S,2,22,1
PLPA2,A,H,3,September,2006,S,2,22,1
SATR12,A,H,3,September,2006,S,2,22,1
SPWR,P,H,3,September,2006,S,2,22,1
CHSES,A,H,3,September,2006,S,2,22,2
EUEX4,A,H,3,September,2006,S,2,22,4
CHSE7,A,H,3,September,2006,S,2,22,5
SPCO4,P,G,3,September,2006,S,2,22,16
GUSA2,P,S,3,September,2006,S,2,22,24
APRAH,P,H,3,September,2006,S,2,24,1
KAPA,A,H,3,September,2006,S,2,24,1
PLPA2,A,H,3,September,2006,S,2,24,1
SPCO4,P,G,3,September,2006,S,2,24,1
CHLA10,A,H,3,September,2006,S,2,24,10
CHSE7,A,H,3,September,2006,S,2,24,10
BOER4,P,G,3,September,2006,S,2,24,16
EUEX4,A,H,3,September,2006,S,2,24,16
OECAC2,P,H,3,September,2006,S,2,30,1
PLPA2,A,H,3,September,2006,S,2,30,1
CHSE7,A,H,3,September,2006,S,2,30,3
EUEX4,A,H,3,September,2006,S,2,30,3
SCBR2,P,G,3,September,2006,S,2,30,5
SPCO4,P,G,3,September,2006,S,2,30,9
BOER4,P,G,3,September,2006,S,2,30,54
GUSA2,P,S,3,September,2006,S,2,32,1
KAPA,A,H,3,September,2006,S,2,32,1
OECAC2,P,H,3,September,2006,S,2,32,1
PLPA2,A,H,3,September,2006,S,2,32,1
POOL,A,H,3,September,2006,S,2,32,1
ENDE,P,G,3,September,2006,S,2,32,2
EUEX4,A,H,3,September,2006,S,2,32,2
BOER4,P,G,3,September,2006,S,2,32,3
CHSES,A,H,3,September,2006,S,2,32,3
CHSE7,A,H,3,September,2006,S,2,32,4
SEDI3,P,H,3,September,2006,S,2,32,4
SPLE,P,H,3,September,2006,S,2,32,6
ASMIM,P,H,3,September,2006,S,2,34,1
MOSQ,A,G,3,September,2006,S,2,34,1
TILA2,A,H,3,September,2006,S,2,34,1
EUEX4,A,H,3,September,2006,S,2,34,3
CHSE7,A,H,3,September,2006,S,2,34,4
BOER4,P,G,3,September,2006,S,2,34,5
CHSES,A,H,3,September,2006,S,2,34,7
MUAR2,P,G,3,September,2006,S,2,34,13
CHLA10,A,H,3,September,2006,S,2,36,1
GLBI2,B,H,3,September,2006,S,2,36,1
OECAC2,P,H,3,September,2006,S,2,36,1
PLPA2,A,H,3,September,2006,S,2,36,1
TRRA,A,G,3,September,2006,S,2,36,1
CHSES,A,H,3,September,2006,S,2,36,2
BOER4,P,G,3,September,2006,S,2,36,3
EUEX4,A,H,3,September,2006,S,2,36,4
PLJA,P,G,3,September,2006,S,2,36,5
SCBR2,P,G,3,September,2006,S,2,36,12
APRAH,P,H,3,September,2006,S,2,42,1
CHSES,A,H,3,September,2006,S,2,42,2
EUEX4,A,H,3,September,2006,S,2,42,2
CHLA10,A,H,3,September,2006,S,2,42,4
SPCR,P,G,3,September,2006,S,2,42,4
CHSE7,A,H,3,September,2006,S,2,42,6
SPLE,P,H,3,September,2006,S,2,42,10
BOER4,P,G,3,September,2006,S,2,42,24
APRAH,P,H,3,September,2006,S,2,44,1
CHSES,A,H,3,September,2006,S,2,44,1
PLPA2,A,H,3,September,2006,S,2,44,1
EUEX4,A,H,3,September,2006,S,2,44,16
BOER4,P,G,3,September,2006,S,2,44,48
MAPIP,P,H,3,September,2006,S,2,46,1
PLPA2,A,H,3,September,2006,S,2,46,1
CHSES,A,H,3,September,2006,S,2,46,3
SPLE,P,H,3,September,2006,S,2,46,3
SCBR2,P,G,3,September,2006,S,2,46,6
EUEX4,A,H,3,September,2006,S,2,46,14
BOER4,P,G,3,September,2006,S,2,46,20
CHSES,A,H,3,September,2006,S,2,48,1
GUWR,A,H,3,September,2006,S,2,48,1
SAAB,A,H,3,September,2006,S,2,48,1
HOGL2,P,H,3,September,2006,S,2,48,4
EUEX4,A,H,3,September,2006,S,2,48,12
GUSA2,P,S,3,September,2006,S,2,48,28
BOER4,P,G,3,September,2006,S,2,48,32
CHSES,A,H,3,September,2006,S,2,54,1
EUEX4,A,H,3,September,2006,S,2,54,2
MUAR2,P,G,3,September,2006,S,2,54,2
SPLE,P,H,3,September,2006,S,2,54,2
CHSE7,A,H,3,September,2006,S,2,54,4
SPCR,P,G,3,September,2006,S,2,54,4
BOER4,P,G,3,September,2006,S,2,54,18
SEDI3,P,H,3,September,2006,S,2,54,26
GUWR,A,H,3,September,2006,S,2,56,1
TILA2,A,H,3,September,2006,S,2,56,1
APRAH,P,H,3,September,2006,S,2,56,2
CHSE7,A,H,3,September,2006,S,2,56,5
SCBR2,P,G,3,September,2006,S,2,56,6
BOER4,P,G,3,September,2006,S,2,56,10
CHLA10,A,H,3,September,2006,S,2,56,12
EUEX4,A,H,3,September,2006,S,2,56,18
APRAH,P,H,3,September,2006,S,2,58,1
GUWR,A,H,3,September,2006,S,2,58,1
MAPIP,P,H,3,September,2006,S,2,58,1
CHLA10,A,H,3,September,2006,S,2,58,2
SEDI3,P,H,3,September,2006,S,2,58,6
EUEX4,A,H,3,September,2006,S,2,58,12
BOER4,P,G,3,September,2006,S,2,58,24
APRAH,P,H,3,September,2006,S,2,60,1
CHSES,A,H,3,September,2006,S,2,60,1
MUAR2,P,G,3,September,2006,S,2,60,6
EUEX4,A,H,3,September,2006,S,2,60,8
SAAB,A,H,3,September,2006,S,2,60,8
SPWR,P,H,3,September,2006,S,2,60,12
BOGR2,P,G,3,September,2006,S,2,60,60
HODR,P,H,3,September,2006,S,2,66,1
SPCR,P,G,3,September,2006,S,2,66,1
BOER4,P,G,3,September,2006,S,2,66,2
EUEX4,A,H,3,September,2006,S,2,66,3
CHSE7,A,H,3,September,2006,S,2,66,7
OECAC2,P,H,3,September,2006,S,2,68,1
CHSES,A,H,3,September,2006,S,2,68,3
SCBR2,P,G,3,September,2006,S,2,68,3
ALIN,P,H,3,September,2006,S,2,68,10
ENDE,P,G,3,September,2006,S,2,68,12
BOER4,P,G,3,September,2006,S,2,68,13
KAPA,A,H,3,September,2006,S,2,68,14
EUEX4,A,H,3,September,2006,S,2,68,24
POOL,A,H,3,September,2006,S,2,70,1
