Year,Month,Day,Site,Line,Trap,Order,Family,Genus,Species,Count,Comments
2001,10,15,P,D,5,AR,GNA,ZEL,TUO,1,female
2001,10,15,P,C,3,SC,VAE,VAE,COA,4,na
2001,10,15,P,C,3,HE,ALY,STA,API,3,na
2001,10,15,P,C,3,HE,ALY,ALY,1,15,na
2001,10,15,P,C,3,OP,SCL,1,1,1,na
2001,10,15,P,C,3,MI,MAC,MES,1,5,na
2001,10,15,P,C,3,MI,MEI,MAC,AUR,8,na
2001,10,15,P,C,3,OR,GRY,GRY,NYM,40,na
2001,10,15,P,C,3,OR,GRY,GRY,1,1,na
2001,10,15,P,C,3,OR,ACR,ACR,NYM,1,na
2001,10,15,P,C,3,OR,MOG,CYC,COM,14,na
2001,10,15,P,C,3,OR,MOG,HOP,BOR,2,na
2001,10,15,P,C,3,OR,STE,STE,NYM,1,na
2001,10,15,P,C,3,OR,ACR,TRI,1,1,na
2001,10,15,P,C,3,CO,TEN,ARA,DEC,1,na
2001,10,15,P,C,3,CO,TEN,ELE,LON,3,na
2001,10,15,P,C,3,CO,TEN,MEG,1,2,na
2001,10,15,P,C,3,CO,TEN,STE,1,3,na
2001,10,15,P,C,3,AR,THE,EUR,SCR,2,sunmales
2001,10,15,P,C,3,AR,COR,CAS,1,1,female
2001,10,15,P,C,3,SO,ERE,ERE,1,1,small nymph
2001,10,15,P,C,3,AR,GNA,GNA,NYM,2,na
2001,10,15,P,C,3,AR,LYC,LYC,NYM,1,na
2001,10,15,P,C,3,AR,CLU,1,1,1,submale
2001,10,15,P,C,3,AR,GNA,DRA,DRO,1,female
2001,10,15,P,D,3,HE,ALY,ALY,1,5,na
2001,10,15,P,D,3,HE,ALY,STA,API,6,na
2001,10,15,P,D,3,SC,VAE,VAE,COA,1,na
2001,10,15,P,D,3,MI,MAC,MES,1,3,na
2001,10,15,P,D,3,MI,MEI,MAC,AUR,4,na
2001,10,15,P,D,3,CO,TEN,ELE,LON,1,na
2001,10,15,P,D,3,CO,TEN,MEL,1,2,na
2001,10,15,P,D,3,CO,CUR,CUR,1,1,na
2001,10,15,P,D,3,OR,ACR,ACR,NYM,1,na
2001,10,15,P,D,3,OR,ACR,PSO,1,1,na
2001,10,15,P,D,3,OR,ACR,MEL,1,1,na
2001,10,15,P,D,3,OR,ACR,TRI,1,1,na
2001,10,15,P,D,3,OR,MOG,CYC,COM,5,na
2001,10,15,P,D,3,OR,MOG,HOP,BOR,12,na
2001,10,15,P,D,3,OR,MOG,MOG,NYM,1,na
2001,10,15,P,D,3,OR,GRY,GRY,1,20,na
2001,10,15,P,D,3,OR,STE,STE,NYM,1,na
2001,10,15,P,D,3,OR,STE,STE,1,2,na
2001,10,15,P,D,3,OR,RHA,CEU,NYM,7,na
2001,10,15,P,D,3,OR,RHA,CEU,1,14,na
2001,10,15,P,D,3,AR,GNA,GNA,NYM,8,na
2001,10,15,P,D,3,AR,LYC,PAR,ORO,1,female
2001,10,15,P,D,3,AR,GNA,DRA,DRO,1,male
2001,10,15,P,D,3,AR,SAL,SAL,NYM,1,na
2001,10,15,P,D,3,AR,GNA,ZEL,TUO,1,female
2001,10,15,P,E,3,HE,ALY,ALY,1,43,na
2001,10,15,P,E,3,HE,ALY,STA,API,44,na
2001,10,15,P,E,3,MI,MAC,MES,1,31,na
2001,10,15,P,E,3,MI,1,1,1,6,na
2001,10,15,P,E,3,CO,CAR,CYM,PUN,1,na
2001,10,15,P,E,3,CO,TEN,ELE,LON,2,na
2001,10,15,P,E,3,CO,TEN,STE,1,4,na
2001,10,15,P,E,3,CO,TEN,ELE,HIS,1,na
2001,10,15,P,E,3,OR,ACR,LEP,INT,3,na
2001,10,15,P,E,3,OR,ACR,MEL,1,1,na
2001,10,15,P,E,3,OR,ACR,CIB,1,1,na
2001,10,15,P,E,3,OR,MOG,CYC,COM,29,na
2001,10,15,P,E,3,OR,ACR,PSO,1,1,na
2001,10,15,P,E,3,OR,RHA,CEU,1,1,na
2001,10,15,P,E,3,OR,RHA,CEU,NYM,1,na
2001,10,15,P,E,3,OR,ACR,ACR,NYM,1,na
2001,10,15,P,E,3,OR,ACR,ARP,CON,1,na
2001,10,15,P,E,3,OR,ACR,TRI,1,1,na
2001,10,15,P,E,3,OR,GRY,GRY,NYM,3,na
2001,10,15,P,E,3,AR,SAL,SAL,NYM,1,na
2001,10,15,P,E,3,AR,LYC,LYC,NYM,2,na
2001,10,15,P,E,3,AR,PHI,THA,COL,1,immature
2001,10,15,P,E,3,AR,GNA,DRD,NYM,1,na
2001,10,15,P,E,3,AR,THE,EUR,SCR,1,immature
2001,10,15,P,A,5,MI,MAC,MES,1,3,na
2001,10,15,P,A,5,MA,MAN,YER,SOL,1,na
2001,10,15,P,A,5,HE,CYD,1,1,2,na
2001,10,15,P,A,5,CO,TEN,ELE,LON,1,na
2001,10,15,P,A,5,OP,SCL,1,1,1,na
2001,10,15,P,A,5,MI,MEI,MAC,AUR,6,na
2001,10,15,P,A,5,MI,1,1,1,3,na
2001,10,15,P,A,5,OR,STE,STE,NYM,2,na
2001,10,15,P,A,5,OR,STE,STE,1,3,na
2001,10,15,P,A,5,OR,GRY,GRY,NYM,4,na
2001,10,15,P,A,5,OR,RHA,CEU,NYM,1,na
2001,10,15,P,A,5,OR,RHA,CEU,1,1,na
2001,10,15,P,A,5,OR,MOG,CYC,COM,6,na
2001,10,15,P,A,5,OR,MOG,HOP,BOR,7,na
2001,10,15,P,A,5,OR,MOG,MOG,NYM,2,na
2001,10,15,P,A,5,OR,ACR,TRI,1,3,na
2001,10,15,P,A,5,AR,GNA,DRA,DRO,2,males
2001,10,15,P,A,5,AR,GNA,DRA,ORG,3,females
2001,10,15,P,A,5,AR,GNA,ZEL,NYM,1,na
2001,10,15,P,E,5,HE,ALY,ALY,1,1,na
2001,10,15,P,E,5,MI,MAC,MES,1,7,na
2001,10,15,P,E,5,MI,1,1,1,2,na
2001,10,15,P,E,5,CO,TEN,ELE,HIS,1,na
2001,10,15,P,E,5,CO,CUR,1,1,1,na
2001,10,15,P,E,5,OR,ACR,TRI,1,2,na
2001,10,15,P,E,5,OR,GRY,GRY,NYM,3,na
2001,10,15,P,E,5,OR,MOG,CYC,COM,2,na
2001,10,15,P,E,5,AR,LYC,LYC,NYM,2,na
2001,10,15,P,E,5,AR,LYC,PAR,ORO,1,female
2001,10,15,P,E,5,AR,GNA,ZEL,NYM,1,immature
2001,10,15,P,E,5,AR,GNA,DRD,NYM,1,na
2001,10,15,P,E,5,AR,GNA,DRA,DRO,1,male
2001,10,15,P,E,1,NS,NS,NS,NS,-888,na
2001,10,15,P,B,5,HE,ALY,ALY,1,12,na
2001,10,15,P,B,5,HE,ALY,STA,API,11,na
2001,10,15,P,B,5,MA,MAN,YER,SOL,1,na
2001,10,15,P,B,5,OR,THE,MAS,GIG,5,na
2001,10,15,P,B,5,MI,MAC,MES,1,6,na
2001,10,15,P,B,5,MI,1,1,1,9,na
2001,10,15,P,B,5,MI,MEI,MAC,AUR,11,na
2001,10,15,P,B,5,OR,MOG,CYC,COM,5,na
2001,10,15,P,B,5,OR,MOG,HOP,BOR,3,na,
2001,10,15,P,B,5,OR,GRY,GRY,NYM,20,na,
2001,10,15,P,B,5,OR,GRY,GRY,1,2,na,
2001,10,15,P,B,5,OR,ACR,PSO,1,1,na,
2001,10,15,P,B,5,OR,STE,STE,1,1,na,
2001,10,15,P,B,5,OR,RHA,CEU,1,3,na,
2001,10,15,P,B,5,OR,RHA,CEU,NYM,3,na,
2001,10,15,P,B,5,OR,RHA,DAI,NYM,1,na,
2001,10,15,P,B,5,OR,ACR,TRI,1,3,na,
2001,10,15,P,B,5,AR,LYC,LYC,NYM,2,na,
2001,10,15,P,B,5,AR,LYC,ALO,KOC,1,immature,
2001,10,15,P,B,5,AR,LYC,PAR,ORO,3,1 male, 2 females
2001,10,15,P,B,5,AR,CLU,1,1,1,female,
2001,10,15,P,B,5,AR,SAL,HAB,CLY,4,2 submales, 2 immatures
2001,10,15,P,B,5,AR,GNA,ZEL,LAS,1,female,
2001,10,15,P,B,5,AR,GNA,ZEL,NYM,2,na,
2001,10,15,P,C,1,CO,TEN,ARA,DEC,1,na
2001,10,15,P,C,1,CO,TEN,ELE,LON,2,na
2001,10,15,P,C,1,MA,MAN,LIT,MIN,1,na
2001,10,15,P,C,1,HE,ALY,ALY,1,6,na
2001,10,15,P,C,1,HE,ALY,STA,API,2,na
2001,10,15,P,C,1,SC,VAE,VAE,COA,4,na
2001,10,15,P,C,1,MI,MAC,MES,1,5,na
2001,10,15,P,C,1,MI,MEI,MAC,AUR,1,na
2001,10,15,P,C,1,OR,GRY,GRY,NYM,33,na
2001,10,15,P,C,1,OR,MOG,CYC,COM,11,na
2001,10,15,P,C,1,OR,MOG,HOP,BOR,2,na
2001,10,15,P,C,1,OR,ACR,PSO,1,2,na
2001,10,15,P,C,1,OR,RHA,CEU,1,8,na
2001,10,15,P,C,1,OR,RHA,CEU,NYM,4,na
2001,10,15,P,C,1,OR,STE,STE,1,2,na
2001,10,15,P,C,1,OR,ACR,TRI,1,4,na
2001,10,15,P,C,1,OR,ACR,TRA,1,1,na,,
2001,10,15,P,C,1,AR,THE,EUR,SCR,3,1 male, 1 submale, 1 immature
2001,10,15,P,C,1,AR,LYC,LYC,NYM,2,na,,
2001,10,15,P,C,1,AR,GNA,GNA,NYM,3,na,,
2001,10,15,P,C,1,AR,SAL,HAB,CLY,2,1 submale, 1 immature,
2001,10,15,P,C,1,AR,GNA,DRA,ORG,1,female,,
2001,10,15,P,C,1,AR,GNA,DRA,CER,2,1 male, 1 female,
2001,10,15,P,D,1,HE,ALY,STA,API,135,na,,
2001,10,15,P,D,1,MI,MAC,MES,1,2,na,,
2001,10,15,P,D,1,MI,MEI,MAC,AUR,8,na,,
2001,10,15,P,D,1,LI,LIT,1,1,1,na,,
2001,10,15,P,D,1,SC,VAE,VAE,COA,1,na,,
2001,10,15,P,D,1,CO,TEN,ELE,HIS,1,na,,
2001,10,15,P,D,1,OR,GRY,GRY,1,1,na,,
2001,10,15,P,D,1,OR,GRY,GRY,NYM,8,na,,
2001,10,15,P,D,1,OR,RHA,CEU,1,12,na,,
2001,10,15,P,D,1,OR,RHA,CEU,NYM,11,na,
2001,10,15,P,D,1,OR,MOG,CYC,COM,35,na,
2001,10,15,P,D,1,OR,ACR,ACR,NYM,2,na,
2001,10,15,P,D,1,OR,ACR,PSO,1,2,na,
2001,10,15,P,D,1,OR,ACR,TRA,1,1,na,
2001,10,15,P,D,1,HE,ALY,ALY,1,157,na,
2001,10,15,P,D,1,OR,ACR,TRI,1,1,na,
2001,10,15,P,D,1,OR,ACR,LEP,INT,1,na,
2001,10,15,P,D,1,OR,ACR,CIB,PAR,2,na,
2001,10,15,P,D,1,OR,ACR,ACR,1,1,na,
2001,10,15,P,D,1,SO,ERE,ERE,1,3,2 adults, 1 small nymph
2001,10,15,P,D,1,AR,LYC,PAR,ORO,2,1 female, 1 immature
2001,10,15,P,D,1,AR,SAL,SAL,NYM,2,na,
2001,10,15,P,D,1,AR,PHI,APO,TEX,1,immature,
2001,10,15,P,D,1,AR,GNA,GNA,NYM,1,na,
2001,12,14,P,A,1,OR,ACR,1,1,1,na,
2001,12,14,P,A,1,MI,MAC,MES,1,1,na,
2001,12,14,P,A,1,MI,MEI,MAC,AUR,1,na,
2001,12,14,P,A,1,HE,ALY,STA,API,1,na,
2001,12,14,P,A,1,OP,SCL,1,1,1,na,
2001,12,14,P,A,1,AR,GNA,GNA,NYM,1,Haplodrassus,
2001,12,14,P,A,5,OR,GRY,GRY,1,1,na,
2001,12,14,P,A,5,CO,CAR,CYM,PUN,2,na,
2001,12,14,P,A,5,AR,DIC,CIC,1,3,2 males, 1 female
2001,12,14,P,A,3,CO,TEN,ELE,LON,1,na,
2001,12,14,P,A,3,OR,GRY,GRY,NYM,1,na,
2001,12,14,P,A,3,AR,LYC,ALO,KOK,1,Female,
2001,12,14,P,A,3,AR,ANY,ANY,NYM,1,na,
2001,12,14,P,A,3,MI,MEI,MAC,AUR,2,na,
2001,12,14,P,B,1,CO,TEN,STE,1,1,na,
2001,12,14,P,B,1,OR,STE,STE,1,1,na,
2001,12,14,P,B,1,AR,THE,EUR,SCR,1,na,
2001,12,14,P,B,1,HE,ALY,STA,API,1,na
2001,12,14,P,B,1,OR,RHA,CEU,1,14,na
2001,12,14,P,B,1,OR,GRY,GRY,NYM,2,na
2001,12,14,P,B,1,AR,ANY,ANY,NYM,1,na
2001,12,14,P,B,1,OR,MOG,CYC,COM,1,na
2001,12,14,P,B,3,OR,GRY,GRY,NYM,8,na
2001,12,14,P,B,3,OR,MOG,HOP,BOR,1,na
2001,12,14,P,B,3,AR,THE,EUR,SCR,1,na
2001,12,14,P,B,3,AR,MIT,SYS,1,1,male
2001,12,14,P,B,3,AR,DIC,CIC,1,1,male
2001,12,14,P,B,3,AR,PHI,PHI,NYM,1,na
2001,12,14,P,B,3,AR,LYC,LYC,NYM,1,na
2001,12,14,P,B,5,OR,GRY,GRY,NYM,6,na
2001,12,14,P,B,5,AR,MIT,SYS,1,1,na
2001,12,14,P,B,5,AR,LYC,ALO,KOK,1,male
2001,12,14,P,C,1,OR,GRY,GRY,NYM,5,na
2001,12,14,P,C,3,NS,NS,NS,NS,-888,na
2001,12,14,P,C,5,MI,MAC,MES,1,1,na
2001,12,14,P,C,5,OR,GRY,GRY,NYM,3,na
2001,12,14,P,C,5,OR,MOG,HOP,BOR,1,na
2001,12,14,P,C,5,HE,ALY,STA,API,9,na
2001,12,14,P,C,5,OR,RHA,CEU,1,4,na
2001,12,14,P,C,5,AR,LYC,LYC,NYM,3,na
2001,12,14,P,C,5,AR,MIT,SYS,1,1,male
2001,12,14,P,C,5,AR,DIC,CIC,1,1,male
2001,12,14,P,D,1,OR,ACR,TRI,1,2,na
2001,12,14,P,D,1,MI,MAC,MES,1,1,na
2001,12,14,P,D,1,HE,ALY,STA,API,9,na
2001,12,14,P,D,1,OR,MOG,HOP,BOR,1,na
2001,12,14,P,D,1,OR,RHA,CEU,1,5,na
2001,12,14,P,D,1,OR,RHA,CEU,NYM,2,na
2001,12,14,P,D,1,AR,LYC,ALO,KOK,2,Female
2001,12,14,P,D,1,AR,DIC,CIC,1,1,male
2001,12,14,P,D,1,AR,GNA,GNA,NYM,1,Haplodrassus
2001,12,14,P,D,1,CO,CAR,HAR,1,10,na
2001,12,14,P,D,3,OR,MOG,HOP,BOR,2,na
2001,12,14,P,D,3,MI,MAC,MES,1,1,na
2001,12,14,P,D,3,MI,MEI,MAC,AUR,2,na
2001,12,14,P,D,3,OR,GRY,GRY,NYM,3,na
2001,12,14,P,D,3,OR,RHA,CEU,1,2,na
2001,12,14,P,D,3,OR,RHA,CEU,NYM,1,na
2001,12,14,P,D,3,HE,ALY,STA,API,7,na
2001,12,14,P,D,3,AR,LYC,ALO,KOK,1,male
2001,12,14,P,D,3,AR,GNA,GNA,1,1,small nymph
2001,12,14,P,D,5,OR,STE,STE,1,1,na
2001,12,14,P,D,5,OR,ACR,TRI,1,2,na
2001,12,14,P,D,5,OR,ACR,LEP,1,1,na
2001,12,14,P,D,5,OR,MOG,HOP,BOR,1,na
2001,12,14,P,D,5,OR,GRY,GRY,NYM,7,na,
2001,12,14,P,D,5,HE,ALY,STA,API,2,na,
2001,12,14,P,D,5,MI,MAC,MES,1,1,na,
2001,12,14,P,D,5,CO,CAR,CYM,PUN,2,na,
2001,12,14,P,D,5,AR,GNA,GNA,1,1,Haplodrassus,
2001,12,14,P,D,5,AR,DIC,CIC,1,1,male,
2001,12,14,P,E,1,OR,RHA,CEU,NYM,1,na,
2001,12,14,P,E,1,OR,ACR,TRI,1,1,na,
2001,12,14,P,E,1,OR,ACR,ARP,CON,1,na,
2001,12,14,P,E,1,OR,ACR,ACR,NYM,1,na,
2001,12,14,P,E,1,MI,MAC,MES,1,4,na,
2001,12,14,P,E,1,HE,ALY,STA,API,5,na,
2001,12,14,P,E,1,HE,ALY,ALY,1,4,na,
2001,12,14,P,E,1,SL,SCO,SCO,POL,2,na,
2001,12,14,P,E,1,AR,LYC,ALO,KOC,3,2 males, 1 nym
2001,12,14,P,E,1,AR,PHI,PHI,NYM,1,Thanatus,
2001,12,14,P,E,1,AR,GNA,GNA,NYM,3,Haplodrassus,
2001,12,14,P,E,1,CO,CAR,HAR,1,2,na,
2001,12,14,P,E,3,OR,ACR,TRI,1,1,na,
2001,12,14,P,E,3,OR,GRY,GRY,NYM,1,na,
2001,12,14,P,E,3,HE,ALY,ALY,1,1,na,
2001,12,14,P,E,3,HE,ALY,STA,API,2,na,
2001,12,14,P,E,3,CO,CAR,CYM,PUN,1,na,
2001,12,14,P,E,3,AR,LYC,PAR,NYM,1,na,
2001,12,14,P,E,3,AR,DIC,CIC,1,1,male,
2001,12,14,P,E,3,AR,GNA,GNA,NYM,3,Zelotes, Haplodrassus
2001,12,14,P,E,5,OR,GRY,GRY,NYM,1,na,
2001,12,14,P,E,5,OR,ACR,LEP,1,1,na,
2002,2,15,B,A,1,AR,GNA,-888,-888,1,na,
2002,2,15,B,A,1,AR,PHI,-888,-888,2,na,
2002,2,15,B,A,3,AR,DIC,-888,-888,1,na,
2002,2,15,B,A,3,AR,PHO,-888,-888,1,na,
2002,2,15,B,A,5,AR,GNA,-888,-888,1,na
2002,2,15,B,A,5,AR,PHI,-888,-888,2,na
2002,2,15,B,A,5,AR,PHO,-888,-888,1,na
2002,2,15,B,B,1,AR,PHI,-888,-888,1,na
2002,2,15,B,B,1,HE,ALY,-888,-888,1,na
2002,2,15,B,B,3,AR,LYC,-888,-888,2,na
2002,2,15,B,B,5,AR,GNA,-888,-888,1,na
2002,2,15,B,B,5,AR,LYC,-888,-888,1,na
2002,2,15,B,B,5,AR,PHI,-888,-888,1,na
2002,2,15,B,C,1,AR,PHI,-888,-888,1,na
2002,2,15,B,C,1,CO,TEN,-888,-888,1,na
2002,2,15,B,C,3,AR,GNA,-888,-888,2,na
2002,2,15,B,C,3,AR,LYC,-888,-888,1,na
2002,2,15,B,C,3,AR,PHI,-888,-888,4,na
2002,2,15,B,C,5,AR,LYC,-888,-888,1,na
2002,2,15,B,C,5,AR,PHI,-888,-888,1,na
2002,2,15,B,C,5,CO,CUR,-888,-888,1,na
2002,2,15,B,D,1,AR,PHI,-888,-888,1,na
2002,2,15,B,D,3,-888,-888,-888,-888,-888,no target taxa
2002,2,15,B,D,5,-888,-888,-888,-888,-888,no target taxa
2002,2,15,B,E,1,AR,PHI,-888,-888,2,na
2002,2,15,B,E,3,AR,GNA,-888,-888,2,na
2002,2,15,B,E,3,AR,LYC,-888,-888,1,na
2002,2,15,B,E,3,AR,PHO,-888,-888,1,na
2002,2,15,B,E,3,AR,THE,-888,-888,1,na
2002,2,15,B,E,3,LI,LIT,-888,-888,1,na
2002,2,15,B,E,5,AR,PHI,-888,-888,1,na
2002,2,15,B,E,5,AR,THO,-888,-888,1,na
2002,2,15,C,A,1,-888,-888,-888,-888,-888,na
2002,2,15,C,A,5,HE,LYG,-888,-888,5,na
2002,2,15,C,A,5,AR,PHI,-888,-888,1,na
2002,2,15,C,A,3,OR,ACR,-888,-888,1,na
2002,2,15,C,A,3,AR,GNA,-888,-888,1,na,
2002,2,15,C,A,3,AR,PHI,-888,-888,1,na,
2002,2,15,C,B,1,-888,-888,-888,-888,-888,na,
2002,2,15,C,B,3,-888,-888,-888,-888,-888,na,
2002,2,15,C,B,5,AR,THO,-888,-888,2,na,
2002,2,15,C,C,5,OR,RHA,-888,-888,1,na,
2002,2,15,C,C,5,AR,THO,-888,-888,1,na,
2002,2,15,C,C,3,-888,-888,-888,-888,-888,na,
2002,2,15,C,C,1,AR,THO,-888,-888,2,na,
2002,2,15,C,C,1,AR,GNA,-888,-888,1,na,
2002,2,15,C,D,1,AR,THO,-888,-888,1,submale,
2002,2,15,C,D,5,-888,-888,-888,-888,-888,na,
2002,2,15,C,D,3,AR,THO,-888,-888,2,female, nym
2002,2,15,C,D,3,AR,GNA,-888,-888,1,male,
2002,2,15,C,E,3,CO,TEN,-888,-888,1,na,
2002,2,15,C,E,3,HE,LYG,-888,-888,1,na,
2002,2,15,C,E,3,AR,LYC,-888,-888,2,1 male, 1 female
2002,2,15,C,E,5,-888,-888,-888,-888,-888,na,
2002,2,15,G,A,1,LI,LIT,-888,-888,1,na,
2002,2,15,G,A,1,OR,ACR,-888,-888,1,na,
2002,2,15,G,A,1,AR,GNA,-888,-888,1,na,
2002,2,15,G,A,1,AR,LYC,-888,-888,1,na,
2002,2,15,G,A,1,AR,PHI,-888,-888,1,male,
2002,2,15,G,A,3,CO,TEN,-888,-888,1,na,
2002,2,15,G,A,3,OR,ACR,-888,-888,1,na,
2002,2,15,G,A,3,HE,LYG,-888,-888,2,na,
2002,2,15,G,A,5,MI,MAC,-888,-888,1,na,
2002,2,15,G,A,5,OR,ACR,-888,-888,1,na,
2002,2,15,G,A,5,AR,LYC,-888,-888,1,male,
2002,2,15,G,B,3,OR,RHA,-888,-888,1,na,
2002,2,15,G,B,3,AR,LYC,-888,-888,1,na,
2002,2,15,G,B,5,OR,RHA,-888,-888,1,na,
2002,2,15,G,B,5,HE,LYG,-888,-888,1,na,
2002,2,15,G,B,5,AR,PHI,-888,-888,1,male,
2002,2,15,G,B,1,-888,-888,-888,-888,-888,na,
2002,2,15,G,C,5,HE,LYG,-888,-888,2,na,
2002,2,15,G,C,5,OR,RHA,-888,-888,1,na,
2002,2,15,G,C,5,AR,LYC,-888,-888,1,male,
2002,2,15,G,C,1,HE,LYG,-888,-888,1,na,
2002,2,15,G,C,1,HE,LYG,-888,-888,2,na,
2002,2,15,G,C,1,AR,PHI,-888,-888,1,na,
2002,2,15,G,C,3,AR,LYC,-888,-888,1,na,
2002,2,15,G,D,5,HE,LYG,-888,-888,1,na,
2002,2,15,G,D,5,CO,TEN,-888,-888,1,na,
2002,2,15,G,D,5,AR,LYC,-888,-888,2,1 male, 1 female
2002,2,15,G,D,3,AR,PHI,-888,-888,1,na,
2002,2,15,G,D,1,-888,-888,-888,-888,-888,na,
2002,2,15,G,E,1,CO,CUR,-888,-888,1,na,
2002,2,15,G,E,5,AR,LYC,-888,-888,1,male
2002,2,15,G,E,3,HE,ALY,-888,-888,1,na
2002,2,15,G,E,3,OR,RHA,-888,-888,1,na
2002,2,15,G,E,3,AR,LYC,-888,-888,2,male
2002,2,15,G,E,3,AR,PHI,-888,-888,1,male
2002,2,15,G,E,3,AR,THO,-888,-888,1,na
2002,2,15,G,E,3,AR,GNA,-888,-888,1,Female
2002,4,15,B,A,1,AR,GNA,-888,-888,8,na
2002,4,15,B,A,1,AR,LYC,-888,-888,1,na
2002,4,15,B,A,1,AR,PHI,-888,-888,1,na
2002,4,15,B,A,1,AR,PHO,-888,-888,1,na
2002,4,15,B,A,1,AR,THO,-888,-888,1,na
2002,4,15,B,A,1,CO,CUR,-888,-888,1,na
2002,4,15,B,A,1,CO,TEN,-888,-888,7,na
2002,4,15,B,A,1,OR,ACR,-888,-888,6,na
2002,4,15,B,A,3,AR,GNA,-888,-888,1,na
2002,4,15,B,A,3,AR,OXY,-888,-888,1,na
2002,4,15,B,A,3,CO,TEN,-888,-888,9,na
2002,4,15,B,A,3,OR,ACR,-888,-888,2,na
2002,4,15,B,A,3,OR,GRY,-888,-888,1,na
2002,4,15,B,A,5,AR,GNA,-888,-888,3,na
2002,4,15,B,A,5,AR,PHO,-888,-888,1,na
2002,4,15,B,A,5,AR,THO,-888,-888,1,na
2002,4,15,B,A,5,CO,CUR,-888,-888,3,na
2002,4,15,B,A,5,CO,TEN,-888,-888,32,na
2002,4,15,B,A,5,OR,ACR,-888,-888,7,na
2002,4,15,B,A,5,SO,ERE,-888,-888,1,na
2002,4,15,B,B,1,AR,GNA,-888,-888,5,na
2002,4,15,B,B,1,AR,OXY,-888,-888,1,na
2002,4,15,B,B,1,AR,PHI,-888,-888,1,na
2002,4,15,B,B,1,AR,THO,-888,-888,2,na
2002,4,15,B,B,1,CO,CUR,-888,-888,2,na
2002,4,15,B,B,1,CO,TEN,-888,-888,8,na
2002,4,15,B,B,1,OR,ACR,-888,-888,3,na
2002,4,15,B,B,1,SO,ERE,-888,-888,2,na
2002,4,15,B,B,3,AR,GNA,-888,-888,1,na
2002,4,15,B,B,3,AR,LYC,-888,-888,1,na
2002,4,15,B,B,3,AR,OXY,-888,-888,1,na
2002,4,15,B,B,3,AR,THE,-888,-888,1,na
2002,4,15,B,B,3,AR,THO,-888,-888,2,na
2002,4,15,B,B,3,CO,CUR,-888,-888,1,na
2002,4,15,B,B,3,CO,TEN,-888,-888,1,na
2002,4,15,B,B,3,OR,ACR,-888,-888,1,na
2002,4,15,B,B,3,SO,ERE,-888,-888,1,na
2002,4,15,B,B,5,AR,DIC,-888,-888,2,na
2002,4,15,B,B,5,AR,GNA,-888,-888,1,na
2002,4,15,B,B,5,CO,CUR,-888,-888,2,na
2002,4,15,B,B,5,CO,TEN,-888,-888,6,na
2002,4,15,B,B,5,OR,ACR,-888,-888,5,na
2002,4,15,B,C,3,AR,PHO,-888,-888,2,na
2002,4,15,B,C,3,CO,TEN,-888,-888,2,na
2002,4,15,B,C,3,OR,ACR,-888,-888,7,na
2002,4,15,B,C,3,OR,GRY,-888,-888,1,na
2002,4,15,B,C,3,SO,ERE,-888,-888,1,na
2002,4,15,B,C,5,AR,GNA,-888,-888,4,na
2002,4,15,B,C,5,AR,THE,-888,-888,1,na
2002,4,15,B,C,5,AR,THO,-888,-888,1,na
2002,4,15,B,C,5,CO,CUR,-888,-888,2,na
2002,4,15,B,C,5,CO,TEN,-888,-888,2,na
2002,4,15,B,C,5,OR,ACR,-888,-888,6,na
2002,4,15,B,C,1,-888,-888,-888,-888,0,no target taxa ???
2002,4,15,B,D,1,AR,GNA,-888,-888,3,na
2002,4,15,B,D,1,AR,PHO,-888,-888,3,na
2002,4,15,B,D,1,AR,THE,-888,-888,2,na
2002,4,15,B,D,1,OR,ACR,-888,-888,4,na
2002,4,15,B,D,1,OR,GRY,-888,-888,1,na
2002,4,15,B,D,3,AR,GNA,-888,-888,5,na
2002,4,15,B,D,3,AR,PHO,-888,-888,2,na
2002,4,15,B,D,3,AR,THO,-888,-888,1,na
2002,4,15,B,D,3,CO,CUR,-888,-888,2,na
2002,4,15,B,D,3,CO,TEN,-888,-888,2,na
2002,4,15,B,D,3,HE,LYG ,-888,-888,2,na
2002,4,15,B,D,3,LI,LIT,-888,-888,1,na
2002,4,15,B,D,3,OR,ACR,-888,-888,6,na
2002,4,15,B,D,3,SO,ERE,-888,-888,2,na
2002,4,15,B,D,5,AR,DIC,-888,-888,1,na
2002,4,15,B,D,5,AR,GNA,-888,-888,3,na
2002,4,15,B,D,5,AR,SAL,-888,-888,1,na
2002,4,15,B,D,5,AR,THO,-888,-888,1,na
2002,4,15,B,D,5,OR,ACR,-888,-888,8,na
2002,4,15,B,E,1,AR,LYC,-888,-888,1,na
2002,4,15,B,E,1,AR,PHO,-888,-888,1,na
2002,4,15,B,E,1,AR,SAL,-888,-888,1,na
2002,4,15,B,E,1,AR,THO,-888,-888,2,na
2002,4,15,B,E,1,CO,CUR,-888,-888,1,na
2002,4,15,B,E,1,CO,TEN,-888,-888,7,na
2002,4,15,B,E,1,OR,ACR,-888,-888,9,na
2002,4,15,B,E,1,SO,ERE,-888,-888,1,na
2002,4,15,B,E,3,AR,LYC,-888,-888,1,na
2002,4,15,B,E,3,AR,THO,-888,-888,2,na
2002,4,15,B,E,3,CO,TEN,-888,-888,6,na
2002,4,15,B,E,3,OR,ACR,-888,-888,7,na
2002,4,15,B,E,3,OR,GRY,-888,-888,3,na
2002,4,15,B,E,3,SO,ERE,-888,-888,1,na
