global_id,og_id,portal_id,file_id,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,conv_access,pop_data,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,site_metadata,notes,linked,data_obj_count,api_file
,,,499_EML_AK_CiPEHR_foliarCN_2009-2011.txt,BNZ,"Eight Mile Lake Research Watershed, Carbon in Permafrost Experimental Heating Research (CiPEHR): Foliar CN at peak biomass, 2009-2011.",NA,"Taylor,Lee",0,1,0,1/1/09,1/1/11,,0,0,1,,low,plant,nutrients; biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=499,,1,,
,,knb-lter-bnz.500.9,500_EML_AK_CiPEHR_senescent_CN_2009-2010.txt,BNZ,"Eight Mile Lake Research Watershed, Carbon in Permafrost Experimental Heating Research (CiPEHR): CN from senescent leaves, 2009-2010.",NA,"Feierabend,Dashiell",0,1,0,1/1/09,1/1/10,,0,0,1,,low,plant,nutrients; biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=500,,1,,
,,knb-lter-bnz.501.11,501_EML_AK_CiPEHR_biomass_2009-2013.txt,BNZ,"Eight Mile Lake Research Watershed, Carbon in Permafrost Experimental Heating Research (CiPEHR): Aboveground plant biomass, 2009-2013.",NA,"Taylor,Lee",0,1,0,1/1/09,1/1/13,,0,0,1,,low,plant,above_biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=501,,1,,
,,knb-lter-bnz.502.9,502_EML_AK_DryPEHR_biomass_2011.txt,BNZ,"Eight Mile Lake Research Watershed, Carbon in Permafrost Experimental Heating and Drying Research (DryPEHR): Aboveground plant biomass, 2011.",NA,"Hollingsworth,Jamie",0,1,0,1/1/11,12/31/11,,0,0,1,,low,plant,above_biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=502,,1,,
,,,594_RAF_PercentcoverbyFT_2013.txt,BNZ,Effects of permafrost thaw on nitrogen availability and plant-soil interactions in a boreal Alaskan lowland: I - Percent Cover Data 2013,NA,"Finger, Rebecca",1,0,1,6/1/13,10/1/13,,0,1,1,,low,plant,per_cover,,obs,,1,1,,,,,,,,no,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=594,,1,"Low quality population data b/c it is per_cov. Is population data, so need to come back and figure out the population data fields once I can open the R file. ",
,,knb-lter-bnz.510.6,510_Snowshoe_Hare_Mortality.txt,BNZ,Known-fate survival information for radio-tagged snowshoe hares captured in Bonanza Creek Experimental Forest from June 2008 to November 2012¾,NA,"Hollingsworth,Jamie",0,0,0,12/20/01,11/21/12,,0,1,1,day,low,mammal,mark-recapture,,obs,,0,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=510,,1,,
,,,35_BNZ_Beetles_Werner_1975-2012.txt,BNZ,Bonanza Creek Experimental Forest Beetles Per Trap 1975-2012 - Werner,NA,"Werner,Richard",0,1,0,1/1/75,12/31/12,,0,1,1,yr,low,,count,,obs,3,1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=35,,1,,
,,knb-lter-bnz.505.6,37_BNZ_Defoliating_Insects_Werner_1975_2012.txt,BNZ,Bonanza Creek Experimental Forest Defoliating Insect Population Levels Per Leaf 1975-2012 - Werner¾,NA,"Hollingsworth,Jamie",0,1,0,1/1/75,12/31/12,,0,1,1,yr ,high,arthropod,density ,,obs,8,1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=37,,1,,
,,,504_BNZ_Beetles_Kruse_1975-2013.txt,BNZ,Bonanza Creek Experimental Forest Beetles Per Trap Beginning in 1975 - Kruse¾,NA,"Yarie,John",0,1,0,1/1/75,8/13/13,,0,1,1,yr,high,arthropod,count,,obs,13,1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=504,,1,"This data set and the one beneath (312 & 313) are more detailed data on studies listed previously in this  data sheet, rows 137-139.",
,,,505_BNZ_Defoliating_Insects_Kruse_1975_2014.txt,BNZ,Bonanza Creek Experimental Forest Defoliating Insect Population Levels Per Leaf Beginning in 1975 - Kruse¾,NA,"Yarie,John",0,1,0,1/1/75,7/29/14,,0,1,1,yr,low,arthropod,count,,obs,23,1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=505,,1,^,
,,,28_LTER_Spruce_Seedling_Data_2010.txt,BNZ,Spruce Seedling Data Bonanza Creek Experimental Forest Floodplain Inside and Outside of the Moose Exclosures¾,NA,"Schuur,Edward",0,1,0,1/1/03,12/31/10,,1,1,1,,low,plant,above_biomass; env,soil_char; temp,exp,1,0,0,,,,,,,,0,,1,habitat,maintained,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=28,,1,,
,,,29_BNZ_BeetleCounts_2001-2009.txt,BNZ,Bonanza Creek Experimental Forest Beetle Population Counts¾,NA,"Johnstone,Jill",0,0,0,6/10/01,8/20/09,,0,1,1,month:yr,high,arthropod,count,,obs,8,1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=29,,1,This data set is a more detailed version of one listed earlier in the LTER. Bonanza Creek Experimental Forest Defoliating Insect Population Levels Per Trap: 1975 - 2002,
,,,33_ChugachBeetleCollections_1996-2009.txt,BNZ,Chugach National Forest Beetle Population Counts¾,NA,"Johnstone,Jill",0,0,0,6/7/99,8/17/09,,0,1,1,month:yr,low,arthropod,count,,obs,10,1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=33,,1,,
,,,198_1641_CPCRW_vegcov.txt,BNZ,"Tree regeneration after fire: Effects of burn severity, CPCRW vegetative cover analysis¾",NA,"Johnstone,Jill",0,1,0,1/1/00,1/1/02,,0,0,1,yr,low,plant,per_cover,,exp,19,1,0,,,,,,,,0,,4,fire,pulse,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=41,,1,Treatment = the different species that were introduced at different burn severity levels,
,,,198_1642_Delta_vegcov.txt,BNZ,"Tree regeneration after fire: Effects of burn severity, Delta vegetative cover analysis¾",NA,"Johnstone,Jill",0,1,0,1/1/00,1/1/02,,0,0,1,yr,low,plant,per_cover,,exp,19,1,0,,,,,,,,0,,4,fire,pulse,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=43,,1,"""",
,,,198_1643_seedlings.txt,BNZ,"Tree regeneration after fire: Effects of burn severity, seedling germination analysis¾",NA,"Johnstone,Jill",1,0,1,8/1/99,10/31/01,,0,0,1,yr,low,plant,count,,exp,4,1,0,,,,,,,,0,,4,fire,pulse,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=44,,1,Not really sure what to categorize this data as Ä presence/absence data? I'm thinking we may need some types and descriptors. Decided to go with count. ,
,,,162_1551_Morel_productivity.txt,BNZ,Morel Productivity and numbers from post fire analysis¾,NA,"Johnstone,Jill",0,0,0,6/18/02,7/9/05,,0,0,1,season:yr,low,fungi,count,,obs,1,0,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=77,,1,,
,,,91_ReserveWest2009.txt,BNZ,Reserve West Seedling Establishment and Growth after Fire 1988 - 2009¾,NA,"Johnstone,Jill",0,1,0,1/1/83,1/1/03,,0,1,1,yr,low,plant,count,,obs,1,0,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=91,,1,"I believe that these tree regeneration studies should be classified as population dynamics data sets, but because they are not arthropod data, I'm classifying them as low quality",
,,,177_1578_Seedl_counts.txt,BNZ,"Tree regeneration after fire: Delta 1994 burn surveys, live seedling counts, by species¾",NA,"Kasischke,Eric",1,0,1,1/1/78,12/31/02,,0,0,1,,low,plant,count,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=98,,1,Need to come back and check this one out; it is population data but I'm having some trouble looking through the file,
,,,551_YRB_Fire_PF_Vegetation_Data.txt,BNZ,Yukon River Basin Fire and Permafrost Study: Plant species cover in burned and unburned evergreen stands (2012)¾,NA,"Yarie,John",1,0,1,8/1/12,9/15/12,,0,1,1,,low,plant,per_cover,,obs,"86, plus other measurements (pure soil, litter, etc)",1,0,,,,,,,,0,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=551,,1,I believe that this is population data (of low quality) because it consists of percent cover measurements. Need to come back and record temporal int,
,,,556_Alexander_DenGrad_CanopyCover_Siberia_12_17_13.txt,BNZ,Far northeastern Siberia boreal forest data: Canopy cover across a larch forest density gradient¾,NA,"McGuire,A.",1,0,1,6/1/12,8/1/13,,0,0,1,,low,,canopy_cover,,obs,,1,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=556,,1,,
,,,24_invbiomass.txt,BNZ,Biomass of stream macroinvertebrates and benthic organic material in CPCRW¾,NA,"Yarie,John",0,0,0,6/19/95,6/29/96,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=24,,1,"The definitions for thelabel of biomass in our metadata are above ground/root etc, and that doesnêt really apply to microorganisms. Not sure, therefore, if this counts as biomass data and should be counted as population dynamics data ",
,,,77_root_allsites.txt,BNZ,Fine root and coarse root biomass in Bonaza Creek Experimental Forest: 1990-1991¾,NA,"Ruess,Roger",0,0,0,6/1/90,9/1/91,,0,0,1,,low,,root_biomass,,obs,NA,1,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=57,,1,,
,,,211_SeedlingCountData.txt,BNZ,White Spruce Seedling Counts at Bonanza Creek Experimental Forest Vegetation Plots (4-sq meters)¾,NA,"Ruess,Roger",0,0,0,6/9/75,6/16/04,,0,1,1,season:yr,low,plant,count; demo; per_cover,height,exp,2,1,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=211,,1,Low quality because is not classified as arthropodÄ Not quite sure how to describe the treatments in the experiment; highlighted those in red,
,,,400_WhiteSpruceDensityAndBasalArea.txt,BNZ,White Spruce NPP: Tree density and basal area by diameter sizeclass in upland and floodplain mid- and late-successional stands: 1989-2008¾,NA,"Verbyla,Dave",0,1,0,1/1/89,1/1/08,,0,1,1,,low ,plant,density,,obs,1,0,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=400,,1,"Density units are trees/haÄ In regards to the number of treatments, etc Ä I'm wondering if there even is a treatment. The metadata didn't give much information in regards to this. Can come back later and try to find the data set that this data set is summarized from",
,,,418_BirchDensityAndBasalArea.txt,BNZ,Birch NPP: Tree density and basal area by diameter sizeclass in upland and flooplain mid- and late-successional stands: 1989-2008¾,NA,"Kane,Evan",0,1,0,1/1/93,1/1/08,,0,1,1,4 yrs ?,low,plant,density,,obs,1,0,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=418,,1,Not sure what temporal interval to list; is looks like the data are collected every 4 years,
,,,422_PoplarDensityAndBasalArea.txt,BNZ,Balsam Poplar NPP: Tree density and basal area by diameter sizeclass in upland and flooplain mid- and late-successional stands: 1989-2008¾,NA,"Kane,Evan",0,1,0,1/1/93,1/1/08,,0,1,1,,low ,plant,density,,obs,1,0,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=422,,1,,
,,,15_treesum.txt,BNZ,Tree stand structure summary at Bonanza Creek Experimental Forest LTER sites¾,NA,"Alexander,Heather",0,1,0,1/1/89,1/1/97,,0,1,1,,low,plant,density,,obs,6,1,0,,,,,,,,0,,0,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=15,,1,,
,,,158_1972_spruce_chronologies.csv,BNZ,"Standardized ring-width chronologies for white and black spruce at three sites in the southern Brooks Range, Alaska¾",NA,"Jones,Jeremy",0,1,0,1/1/1809,1/1/01,,0,1,1,,low,plant,density,,obs,2,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=85,,1,"I'm pretty sure that this is population data, but should check up on it; classified as low because not an arthropod as high quality is",
,,,158_2051_tree_recruitment_2005.txt,BNZ,"Recruitment of black and white spruce in the Brooks Range, Alaska¾",NA,"Chapin,F.S.",0,1,0,1/1/1800,1/1/10,,0,0,1,,low,plant,density,,obs,2,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=86,,1,"This data set is linked to the one right before it. I believe that since they are taking recruitment data of the spruce, that would be population data Ä but want to verify ",
,,,158_1734_tree_density_2002.txt,BNZ,"Tree densities of black and white spruce in the Brooks Range, Alaska¾",NA,"Myers-Smith,Isla",1,0,1,6/1/03,9/30/03,,0,0,1,,low,plant,density,,obs,2,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=87,,1,"Again, part of the study described in the two previous data sets",
,,,158_1732_latitudinal_composition_trends.txt,BNZ,"Population dynamics across latitudes of black spruce at its northern limit in the Brooks Range, Alaska¾",NA,"Hollingsworth,Jamie",1,0,1,6/1/03,9/30/03,,0,1,1,,low,plant,per_cover,,obs,2,1,0,,,,,,,,0,,0,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=88,,1,"I believe this is per_cover, may want to examine just to be sure. Haven't worked on this project for a long time. ",
,,,157_1569_tree_density_1600_2000.csv,BNZ,Estimates of White Spruce density at two elevations from 1600-present¾,NA,"Ruess,Roger",0,1,0,1/1/1600,1/1/00,,0,1,1,,low,plant,density,,obs,1,0,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=90,,1,The units of density were given as NA in the metadata,
,,,138_pcqbs_ht_diam.txt,BNZ,"Point-center quarter method black spruce heights, diameter, and location for 150 mature black spruce sites in interior Alaska¾",NA,"Johnstone,Jill",1,0,1,4/1/04,10/1/04,,0,0,1,,low,plant,density; demo,height; diameter,obs,1,0,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=138,,1,,
,,,542_CoarseWoodyDebris_IntMat.txt,BNZ,Coarse Woody Debris (CWD) biomass across a compositional gradient of intermediate-aged and mature forest stands within Interior Alaska collected 2008-2011.¾,NA,"Kielland,Knut",1,0,1,6/1/08,6/1/11,,0,1,1,,low,,above_biomass,,obs,7,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=542,,1,I'm going to count woody biomass (what this set measures as above ground biomass),
,,,543_FineWoodyDebris_IntMat.txt,BNZ,Fine Woody Debris (FWD) biomass across a compositional gradient of intermediate-aged and mature forest stands within Interior Alaska collected 2008-2011.¾,NA,"Kielland,Knut",1,0,1,6/1/08,6/1/11,,0,1,1,,low,,above_biomass,,obs,NA,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=543,,1,"Although this is biomass, I'm not sure that this is population data bc species is not specified",
,,,545_Snags_IntMat.txt,BNZ,Snag size and composition across a compositional gradient of intermediate-aged and mature forest stands within Interior Alaska collected 2008-2011.¾,NA,"Kielland,Knut",1,0,1,6/1/08,6/1/11,,0,1,1,,low,,above_biomass,,obs,8,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=545,,1,,
,,,23_invabund.txt,BNZ,Abundance of stream macroinvertebrates and benthic organic material in CPCRW¾,NA,"Wagner,Diane",0,0,0,6/19/95,6/6/96,,0,1,1,,high,arthropod,biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=23,,1,"Had to calculate dates from the Julian dates given in the dataset; classified this as high quality because they are arthropods, it follows a span of ~1 year (enough life cycles I hope?) and there seem to be quite a few species to look at here",
,,,bugs.txt,BNZ,Riparian clearing in CPCRW: Macroinvertebrate and CPOM data; 1982 - 1986¾,NA,"Wagner,Diane",0,0,0,7/14/82,10/10/86,,0,0,1,,high,arthropod,biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=145,,1,,
,,,398_JFSP_seedlings_2008.txt,BNZ,Post-fire recovery in the 2004 burns of interior Alaska: Densities of tree seedlings measured in 2008 by Joint Fire Science Program¾,NA,"Hollingsworth,Teresa",1,0,1,6/9/08,6/15/08,,0,0,1,,low,plant,density,,obs,3,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=398,,1,,
,,,590_Walker_XJ_AlaskaYukon_postfire_environment_2012.txt,BNZ,"Environmental and stand data for 88 sites located in the 2004 burns off the Steese, Taylor, and Dalton Highways, and for the 2005 burn near Eagle Plains, Yukon.¾",NA,"Bernhardt,Emily",1,0,1,6/1/12,7/20/13,,0,0,1,,low,plant,density; env,soil_char,obs,3,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=590,,1,,
,,,55_Hare_Data_2012.txt,BNZ,Snowshoe hare physical data in Bonanza Creek Experimental Forest: 1999-Present¾,NA,"Brown,Dana",0,0,0,11/26/98,9/14/12,,0,1,1,,low,mammal,density,,obs,1,0,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=55,,1,,
,,,133_1445_Hare_densities_1999_2002.txt,BNZ,Densities of snowshoe hares at Bonanza Creek Experimental Forest¾,NA,"Euskirchen,Eugenie",0,0,0,3/1/99,3/1/02,,0,0,1,,low ,mammal,density,,obs,1,0,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=54,,1,,
,,,148_ectomyco.txt,BNZ,"Effects of mammal browsing on salicaceous fine root biomass, and mycorrhizal colonization¾",NA,"Euskirchen,Eugenie",1,0,1,8/20/92,8/21/92,,0,1,1,,low,plant,biomass,,exp,1,0,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=148,,1,"Isn't REALLY population data but is still an experiment on effects that other animals have on plant biomass, so I'm going to count it as low quality population data because I figure that biomass data could potentially be used for a population dynamics study",
,,,136_veg_spec_adund.txt,BNZ,Vegetation and plant community composition for 150 extensive mature black spruce sites in interior Alaska¾,NA,"Churchill,Amber",0,1,0,1/1/00,1/1/02,,0,0,1,,low,plant,ground_cover,,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=136,,1,,
,,,137_Braun_Blanquet_tables.pdf,BNZ,Braun-Blanquet sorted vegetation tables for 150 extensive mature black spruce sites in interior Alaska¾,NA,"Churchill,Amber",1,0,1,4/1/04,10/1/04,,0,1,1,,low,plant,count,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=137,,1,,
,,,174_VegplotPercentCover_2009.csv,BNZ,Vegetation Plots of the Bonanza Creek LTER Control Plots: Species Percent Cover (1975 - 2009)¾,NA,"Churchill,Amber",0,0,0,6/9/75,7/23/09,,0,1,1,,low,plant,per_cover,,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=174,,1,,
,,,220_2041_vegplot_count_94_04.txt,BNZ,Vegetation Plots of the Bonanza Creek LTER Control Plots: Species Count (1975 - 2004)¾,NA,"Churchill,Amber",1,0,0,6/9/75,8/13/03,,0,0,1,,low,plant,"per_cover, count, demo",height,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=175,,1,Couldn't get the data set in a workable form to be able to pull the dates. ,
,,,219_WickVegCoverLAVplots.csv,BNZ,"Vegetation cover: Wickersham fire sites (at the Viereck thaw probe locations), 1977-2004¾",NA,"Churchill,Amber",0,0,0,7/7/77,8/24/04,,0,1,1,,low,plant,per_cover,,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=219,,1,,
,,,343_BernhardtSpeciesAbundance.txt,BNZ,Pre-fire and Post-re species abundance (Braun-blaunquet abundance methods) for 14 sites from 2001-2006.¾,NA,"McConnell,Nicole",0,1,0,1/1/01,1/1/06,,0,1,1,,low,plant,per_cover,,obs,R,1,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=343,,1,"These data come from percent cover data, so I am going to label them as percent cover and we can fix it later",
,,,353_Panarctic-vegetation-map.txt,BNZ,Energy feedbacks of northern high-latitude ecosystems to the climate system due to reduced snow cover during 20th century warming-III¾,NA,"McConnell,Nicole",1,0,1,7/1/07,7/31/07,,0,1,1,,low,plant,per_cover,,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=353,,1,,
,,,370_alder_community_summary.txt,BNZ,Summary of plant community structure of thinleaf alder sites along the Tanana River floodplains from 2006.¾,NA,"McConnell,Nicole",1,0,1,6/1/06,9/15/06,,0,1,1,,low,plant,count,,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=370,,1,,
,,,468_ChurchillAPEX_SpeciesAbundance.txt,BNZ,Alaskan Peatland Experiment: Community structure and productivity data for 2007-2010 II - Species Abundance¾,NA,"Mack,Michelle",0,1,0,1/1/07,1/1/09,,0,1,1,,low,plant,above_biomass,,exp,R,1,0,,,,,,,,1,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=468,,1,,
,,,469_ChurchillAPEX_UnderstoryBiomass.txt,BNZ,Alaskan Peatland Experiment: Community structure and productivity data for 2007-2010 III - Understory Biomass¾,NA,"Hollingsworth,Teresa",0,1,0,1/1/09,1/1/09,,0,1,1,,low,plant,above_biomass,,exp,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=469,,1,,
,,,472_ChurchillAPEX_TreeBiomassAndNPP.txt,BNZ,Alaskan Peatland Experiment: Community structure and productivity data for 2007-2010 VI - Tree Biomass and NPP¾,NA,"Alexander,Heather",0,0,0,10/7/10,10/7/10,,0,1,1,,low,,above_biomass; NPP,,exp,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=472,,1,,
,,,474_ChurchillAPEX_VGA.txt,BNZ,Alaskan Peatland Experiment: Community structure and productivity data for 2007-2010 VIII - VGA¾,NA,"Schuur,Edward",0,0,0,6/9/09,8/26/10,,0,1,1,,low,,basal_cover,,exp,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=474,,1,this is a data set about vascular green area; am categorizing it at basal_cover,
,,,475_ChurchillAPEX_StemDensity.txt,BNZ,Alaskan Peatland Experiment: Community structure and productivity data for 2007-2010 IX - Stem Density¾,NA,"Schuur,Edward",0,0,0,6/23/08,8/25/10,,0,1,1,,low,,density,,exp,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=475,,1,Units are m-2,
,,,485_Root_Biomass_2009_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2009 All sites Root Biomass data taken during peak biomass (late July)¾,NA,"Harms,Tamara",0,1,0,1/1/09,1/1/09,,0,1,1,,low,plant,root_biomass,,exp,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=485,,1,,
,,,486_Root_Biomass_2010_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2010 Alpha Root Biomass data taken during peak biomass (late July)¾,NA,"Jones,Jeremy",0,0,0,7/21/10,7/21/10,,0,1,1,,low,plant,root_biomass,,exp,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=486,,1,,
,,,487_Root_Biomass_2011_Gradient_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2011 Gradient Root Biomass data taken during peak biomass (late July)¾,NA,"Jones,Jeremy",0,0,0,7/27/11,7/27/11,,0,1,1,,low,plant,root_biomass,,exp,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=487,,1,,
,,,488_Root_Biomass_2011_BetaGamma_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2011 Beta Root Biomass data taken during peak biomass (late July)¾,NA,"Fjare,Dana",0,0,0,3/11/08,3/11/08,,0,1,1,,low,plant,root_biomass,,exp,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=488,,1,,
,,,489_Root_Respiration_experiment_rootfluxes_2010-2011_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2010-2011 Root Respiration Experiment Root Fluxes¾,NA,"McConnell,Nicole",0,1,0,1/1/10,1/1/11,,0,1,1,,low,plant,root_biomass; env,soil_char,exp,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=489,,1,Need a descriptor to relate that the data set includes root respiration data,
,,,490_Root_Respiration_experiment_Aboveground_Biomass_2010-2011_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2010-2011 Root Respiration Experiment Aboveground biomass¾,NA,"McConnell,Nicole",0,0,0,7/21/10,7/27/11,,0,1,1,,low,plant,above_biomass,,exp,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=490,,1,,
,,,492_Root_Respiration_experiment_Percent_Cover_2010-2011_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2010-2011 Root Respiration Experiment Percent Cover¾,NA,"McConnell,Nicole",0,0,0,7/1/10,7/22/11,,0,1,1,,low,plant,per_cover,,exp,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=492,,1,,
,,,494_Root_Respiration_experiment_VGA_2010-2011_NicoleMcConnell.csv,BNZ,Alaska Peatland Experiment: 2010-2011 Root Respiration Experiment Vascular Green Area¾,NA,"McConnell,Nicole",0,0,0,1/1/10,1/1/11,,0,1,1,,low,,basal_cover,,exp,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=494,,1,,
,,,530_ShrubSeedlingSaplingDensity_2015.txt,BNZ,"Shrub, Seedling and Sapling Density at Bonanza Creek LTER Research Sites (1975-Present)¾",NA,"Hollingsworth, Teresa",0,0,0,6/9/75,8/13/15,,1,1,1,,low,plant,density,,obs,R,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=530,,1,density in #/ha,
