Bee_Species,SiteRepSeason,bees
HALAS00CF,S1FA08,0
HALAS007F,S1FA08,0
HALAS012F,S1FA08,0
HALAS015F,S1FA08,1
HALAS017F,S1FA08,0
HALAS018F,S1FA08,0
HALAS019F,S1FA08,0
HALAS020F,S1FA08,0
HALAS021F,S1FA08,0
HALASODDF,S1FA08,0
HALASEV1F,S1FA08,0
HALASEV2F,S1FA08,0
HALASEV3F,S1FA08,0
HALASEV4F,S1FA08,0
HALASEV5F,S1FA08,1
HALASEV6F,S1FA08,0
HALASNOCF,S1FA08,0
HANOMTRIF,S1FA08,0
HASPH001F,S1FA08,0
HASPH002F,S1FA08,0
MEANTEMAF,S1FA08,0
MEANTPORF,S1FA08,0
MEASHBIGF,S1FA08,0
MEASHMELF,S1FA08,0
MEDIACURF,S1FA08,0
MEDIAIMPF,S1FA08,0
MEDIOPACF,S1FA08,0
MEDIOPOMF,S1FA08,0
MEHOP003F,S1FA08,0
MELITAPIF,S1FA08,0
MEMEGSIDF,S1FA08,0
MEMEGUMAF,S1FA08,0
MEOSMCERF,S1FA08,0
MEOSMLATF,S1FA08,0
MEOSMLIOF,S1FA08,0
MEOSMPRUF,S1FA08,0
MEOSMTITF,S1FA08,0
MEOSMWATF,S1FA08,0
ANANDCAPF,S1FA08,0
ANANDCREF,S1FA08,0
ANANDHELF,S1FA08,0
ANANDILLF,S1FA08,0
ANANDMON,S1FA08,0
ANANDPRFF,S1FA08,0
ANANDPRIF,S1FA08,0
ANHETPERF,S1FA08,0
ANHET002F,S1FA08,1
ANCAL001F,S1FA08,0
ANPER001F,S1FA08,0
ANPER002F,S1FA08,0
ANPER003F,S1FA08,0
ANPER005F,S1FA08,0
ANPER006F,S1FA08,0
ANPER009F,S1FA08,0
ANPER012F,S1FA08,0
ANPER014F,S1FA08,0
ANPER015F,S1FA08,0
ANPER016F,S1FA08,0
ANPER018F,S1FA08,0
ANPERALBF,S1FA08,0
ANPERAST,S1FA08,0
ANPERCALF,S1FA08,4
ANPERCORF,S1FA08,0
ANPERDOLF,S1FA08,0
ANPERFALF,S1FA08,0
ANPERIGNF,S1FA08,0
ANPERMENF,S1FA08,0
ANPERPULF,S1FA08,1
ANPERVERF,S1FA08,0
APANDCOMF,S1FA08,0
APANPCOMF,S1FA08,0
APANTAFFF,S1FA08,0
APANTCALF,S1FA08,0
APANTLESF,S1FA08,0
APANTMONF,S1FA08,0
APANTPHEF,S1FA08,0
APANTPORF,S1FA08,0
APAPIMELF,S1FA08,1
APBOMHUNF,S1FA08,0
APBOMPENF,S1FA08,1
APCERACAF,S1FA08,0
APCERNANF,S1FA08,0
APDIAAUSF,S1FA08,0
APDIADIMF,S1FA08,0
APDIAENAF,S1FA08,0
APDIAMEGF,S1FA08,0
APDIAOCHF,S1FA08,0
APDIARINF,S1FA08,11
APDIASPHF,S1FA08,0
APDIAVALF,S1FA08,0
APEUCLYCF,S1FA08,0
APEUCTERF,S1FA08,0
APEXOSOLF,S1FA08,1
APHABMORF,S1FA08,0
APHABNS1F,S1FA08,0
APHOLCALF,S1FA08,0
APMELBOHF,S1FA08,0
APMELPACF,S1FA08,0
APMESAGIF,S1FA08,5
APMESCOLF,S1FA08,1
APMESCOMF,S1FA08,0
APMESHUMF,S1FA08,1
APMESMENF,S1FA08,0
APMESPARF,S1FA08,1
APMESSUBF,S1FA08,0
APMESTHEF,S1FA08,2
APMESTRIF,S1FA08,3
APMESTRIM,S1FA08,0
APMESVERF,S1FA08,0
APNEOVIGF,S1FA08,0
APNOM001F,S1FA08,0
APPEPPRU,S1FA08,0
APSVAHELF,S1FA08,0
APSVAMACF,S1FA08,0
APSVAOBLF,S1FA08,1
APTETALBF,S1FA08,0
APTETSPIF,S1FA08,0
APXYLCALF,S1FA08,0
COHYLMESF,S1FA08,0
HAHALTRIF,S1SP09,4
HAAGAANGF,S1SP09,25
HAAGAFEMF,S1SP09,28
HAAGAMELF,S1SP09,9
HAAGASPLF,S1SP09,0
HAAUGAURF,S1SP09,0
HADUFMARF,S1SP09,0
HADUF001F,S1SP09,0
HAHALCONF,S1SP09,0
HAHALLIGF,S1SP09,2
HAHALPARF,S1SP09,0
HALASPRUF,S1SP09,74
HALASCOAF,S1SP09,0
HALASHUDF,S1SP09,3
HALASPARF,S1SP09,0
HALASPERF,S1SP09,2
HALASPOTF,S1SP09,0
HALASSISF,S1SP09,3
HALAS00CF,S1SP09,3
HALAS007F,S1SP09,1
HALAS012F,S1SP09,0
HALAS015F,S1SP09,15
HALAS017F,S1SP09,1
HALAS018F,S1SP09,0
HALAS019F,S1SP09,0
HALAS020F,S1SP09,0
HALAS021F,S1SP09,0
HALASODDF,S1SP09,1
HALASEV1F,S1SP09,0
HALASEV2F,S1SP09,0
HALASEV3F,S1SP09,0
HALASEV4F,S1SP09,0
HALASEV5F,S1SP09,13
HALASEV6F,S1SP09,0
HALASNOCF,S1SP09,0
HANOMTRIF,S1SP09,0
HASPH001F,S1SP09,0
HASPH002F,S1SP09,2
MEANTEMAF,S1SP09,0
MEANTPORF,S1SP09,0
MEASHBIGF,S1SP09,0
MEASHMELF,S1SP09,0
MEDIACURF,S1SP09,0
MEDIAIMPF,S1SP09,0
MEDIOPACF,S1SP09,0
MEDIOPOMF,S1SP09,0
MEHOP003F,S1SP09,0
MELITAPIF,S1SP09,0
MEMEGSIDF,S1SP09,0
MEMEGUMAF,S1SP09,0
MEOSMCERF,S1SP09,1
MEOSMLATF,S1SP09,0
MEOSMLIOF,S1SP09,1
MEOSMPRUF,S1SP09,1
MEOSMTITF,S1SP09,0
MEOSMWATF,S1SP09,0
ANANDCAPF,S1SP09,0
ANANDCREF,S1SP09,0
ANANDHELF,S1SP09,0
ANANDILLF,S1SP09,0
ANANDMON,S1SP09,0
ANANDPRFF,S1SP09,0
ANANDPRIF,S1SP09,0
ANHETPERF,S1SP09,0
ANHET002F,S1SP09,0
ANCAL001F,S1SP09,0
ANPER001F,S1SP09,0
ANPER002F,S1SP09,0
ANPER003F,S1SP09,0
ANPER005F,S1SP09,0
ANPER006F,S1SP09,0
ANPER009F,S1SP09,0
ANPER012F,S1SP09,0
ANPER014F,S1SP09,0
ANPER015F,S1SP09,0
ANPER016F,S1SP09,0
ANPER018F,S1SP09,0
ANPERALBF,S1SP09,0
ANPERAST,S1SP09,0
ANPERCALF,S1SP09,2
ANPERCORF,S1SP09,0
ANPERDOLF,S1SP09,0
ANPERFALF,S1SP09,0
ANPERIGNF,S1SP09,0
ANPERMENF,S1SP09,0
ANPERPULF,S1SP09,0
ANPERVERF,S1SP09,0
APANDCOMF,S1SP09,0
APANPCOMF,S1SP09,0
APANTAFFF,S1SP09,0
APANTCALF,S1SP09,0
APANTLESF,S1SP09,0
APANTMONF,S1SP09,1
APANTPHEF,S1SP09,0
APANTPORF,S1SP09,0
APAPIMELF,S1SP09,0
APBOMHUNF,S1SP09,0
APBOMPENF,S1SP09,1
APCERACAF,S1SP09,0
APCERNANF,S1SP09,0
APDIAAUSF,S1SP09,3
APDIADIMF,S1SP09,0
APDIAENAF,S1SP09,0
APDIAMEGF,S1SP09,0
APDIAOCHF,S1SP09,1
APDIARINF,S1SP09,6
APDIASPHF,S1SP09,0
APDIAVALF,S1SP09,0
APEUCLYCF,S1SP09,2
APEUCTERF,S1SP09,0
APEXOSOLF,S1SP09,0
APHABMORF,S1SP09,1
APHABNS1F,S1SP09,0
APHOLCALF,S1SP09,0
APMELBOHF,S1SP09,1
APMELPACF,S1SP09,0
APMESAGIF,S1SP09,0
APMESCOLF,S1SP09,0
APMESCOMF,S1SP09,1
APMESHUMF,S1SP09,0
APMESMENF,S1SP09,0
APMESPARF,S1SP09,1
APMESSUBF,S1SP09,0
APMESTHEF,S1SP09,1
APMESTRIF,S1SP09,27
APMESTRIM,S1SP09,0
APMESVERF,S1SP09,0
APNEOVIGF,S1SP09,0
APNOM001F,S1SP09,0
APPEPPRU,S1SP09,0
APSVAHELF,S1SP09,0
APSVAMACF,S1SP09,0
APSVAOBLF,S1SP09,0
APTETALBF,S1SP09,0
APTETSPIF,S1SP09,0
APXYLCALF,S1SP09,0
COHYLMESF,S1SP09,0
HAHALTRIF,S1FA09,0
HAAGAANGF,S1FA09,4
HAAGAFEMF,S1FA09,5
HAAGAMELF,S1FA09,1
HAAGASPLF,S1FA09,0
HAAUGAURF,S1FA09,0
HADUFMARF,S1FA09,0
HADUF001F,S1FA09,0
HAHALCONF,S1FA09,0
HAHALLIGF,S1FA09,2
HAHALPARF,S1FA09,1
HALASPRUF,S1FA09,4
HALASCOAF,S1FA09,0
HALASHUDF,S1FA09,1
HALASPARF,S1FA09,0
HALASPERF,S1FA09,0
HALASPOTF,S1FA09,0
HALASSISF,S1FA09,0
HALAS00CF,S1FA09,0
HALAS007F,S1FA09,0
HALAS012F,S1FA09,0
HALAS015F,S1FA09,1
HALAS017F,S1FA09,0
HALAS018F,S1FA09,0
HALAS019F,S1FA09,0
HALAS020F,S1FA09,0
HALAS021F,S1FA09,0
HALASODDF,S1FA09,0
HALASEV1F,S1FA09,0
HALASEV2F,S1FA09,0
HALASEV3F,S1FA09,0
HALASEV4F,S1FA09,0
HALASEV5F,S1FA09,1
HALASEV6F,S1FA09,0
HALASNOCF,S1FA09,0
HANOMTRIF,S1FA09,0
HASPH001F,S1FA09,0
HASPH002F,S1FA09,0
MEANTEMAF,S1FA09,0
MEANTPORF,S1FA09,0
MEASHBIGF,S1FA09,0
MEASHMELF,S1FA09,0
MEDIACURF,S1FA09,0
MEDIAIMPF,S1FA09,0
MEDIOPACF,S1FA09,0
MEDIOPOMF,S1FA09,0
MEHOP003F,S1FA09,0
MELITAPIF,S1FA09,0
MEMEGSIDF,S1FA09,0
MEMEGUMAF,S1FA09,0
MEOSMCERF,S1FA09,0
MEOSMLATF,S1FA09,0
MEOSMLIOF,S1FA09,0
MEOSMPRUF,S1FA09,0
MEOSMTITF,S1FA09,0
MEOSMWATF,S1FA09,0
ANANDCAPF,S1FA09,0
ANANDCREF,S1FA09,0
ANANDHELF,S1FA09,0
ANANDILLF,S1FA09,0
ANANDMON,S1FA09,0
ANANDPRFF,S1FA09,0
ANANDPRIF,S1FA09,0
ANHETPERF,S1FA09,0
ANHET002F,S1FA09,0
ANCAL001F,S1FA09,0
ANPER001F,S1FA09,0
ANPER002F,S1FA09,0
ANPER003F,S1FA09,0
ANPER005F,S1FA09,0
ANPER006F,S1FA09,0
ANPER009F,S1FA09,0
ANPER012F,S1FA09,0
ANPER014F,S1FA09,0
ANPER015F,S1FA09,0
ANPER016F,S1FA09,0
ANPER018F,S1FA09,0
ANPERALBF,S1FA09,0
ANPERAST,S1FA09,0
ANPERCALF,S1FA09,70
ANPERCORF,S1FA09,0
ANPERDOLF,S1FA09,0
ANPERFALF,S1FA09,0
ANPERIGNF,S1FA09,0
ANPERMENF,S1FA09,0
ANPERPULF,S1FA09,3
ANPERVERF,S1FA09,0
APANDCOMF,S1FA09,0
APANPCOMF,S1FA09,0
APANTAFFF,S1FA09,0
APANTCALF,S1FA09,0
APANTLESF,S1FA09,0
APANTMONF,S1FA09,0
APANTPHEF,S1FA09,0
APANTPORF,S1FA09,0
APAPIMELF,S1FA09,0
APBOMHUNF,S1FA09,0
APBOMPENF,S1FA09,0
APCERACAF,S1FA09,0
APCERNANF,S1FA09,0
APDIAAUSF,S1FA09,0
APDIADIMF,S1FA09,0
APDIAENAF,S1FA09,0
APDIAMEGF,S1FA09,0
APDIAOCHF,S1FA09,1
APDIARINF,S1FA09,7
APDIASPHF,S1FA09,0
APDIAVALF,S1FA09,0
APEUCLYCF,S1FA09,0
APEUCTERF,S1FA09,0
APEXOSOLF,S1FA09,0
APHABMORF,S1FA09,0
APHABNS1F,S1FA09,0
APHOLCALF,S1FA09,0
APMELBOHF,S1FA09,0
APMELPACF,S1FA09,0
APMESAGIF,S1FA09,2
APMESCOLF,S1FA09,0
APMESCOMF,S1FA09,1
APMESHUMF,S1FA09,0
APMESMENF,S1FA09,0
APMESPARF,S1FA09,0
APMESSUBF,S1FA09,0
APMESTHEF,S1FA09,6
APMESTRIF,S1FA09,10
APMESTRIM,S1FA09,1
APMESVERF,S1FA09,0
APNEOVIGF,S1FA09,0
APNOM001F,S1FA09,0
APPEPPRU,S1FA09,0
APSVAHELF,S1FA09,0
APSVAMACF,S1FA09,0
APSVAOBLF,S1FA09,0
APTETALBF,S1FA09,0
APTETSPIF,S1FA09,0
APXYLCALF,S1FA09,0
COHYLMESF,S1FA09,0
HAHALTRIF,S1SP10,3
HAAGAANGF,S1SP10,9
HAAGAFEMF,S1SP10,11
HAAGAMELF,S1SP10,0
HAAGASPLF,S1SP10,0
HAAUGAURF,S1SP10,1
HADUFMARF,S1SP10,0
HADUF001F,S1SP10,1
HAHALCONF,S1SP10,0
HAHALLIGF,S1SP10,2
HAHALPARF,S1SP10,0
HALASPRUF,S1SP10,12
HALASCOAF,S1SP10,0
HALASHUDF,S1SP10,1
HALASPARF,S1SP10,1
HALASPERF,S1SP10,2
HALASPOTF,S1SP10,0
HALASSISF,S1SP10,0
HALAS00CF,S1SP10,0
HALAS007F,S1SP10,1
HALAS012F,S1SP10,0
HALAS015F,S1SP10,2
HALAS017F,S1SP10,0
HALAS018F,S1SP10,2
HALAS019F,S1SP10,1
HALAS020F,S1SP10,0
HALAS021F,S1SP10,0
HALASODDF,S1SP10,1
HALASEV1F,S1SP10,0
HALASEV2F,S1SP10,0
HALASEV3F,S1SP10,0
HALASEV4F,S1SP10,0
HALASEV5F,S1SP10,3
HALASEV6F,S1SP10,0
HALASNOCF,S1SP10,0
HANOMTRIF,S1SP10,0
HASPH001F,S1SP10,0
HASPH002F,S1SP10,0
MEANTEMAF,S1SP10,0
MEANTPORF,S1SP10,0
MEASHBIGF,S1SP10,0
MEASHMELF,S1SP10,0
MEDIACURF,S1SP10,0
MEDIAIMPF,S1SP10,0
MEDIOPACF,S1SP10,0
MEDIOPOMF,S1SP10,0
MEHOP003F,S1SP10,0
MELITAPIF,S1SP10,0
MEMEGSIDF,S1SP10,0
MEMEGUMAF,S1SP10,0
MEOSMCERF,S1SP10,0
MEOSMLATF,S1SP10,0
MEOSMLIOF,S1SP10,0
MEOSMPRUF,S1SP10,0
MEOSMTITF,S1SP10,0
MEOSMWATF,S1SP10,0
ANANDCAPF,S1SP10,0
ANANDCREF,S1SP10,0
ANANDHELF,S1SP10,0
ANANDILLF,S1SP10,0
ANANDMON,S1SP10,0
ANANDPRFF,S1SP10,0
ANANDPRIF,S1SP10,0
ANHETPERF,S1SP10,0
ANHET002F,S1SP10,0
ANCAL001F,S1SP10,0
ANPER001F,S1SP10,0
ANPER002F,S1SP10,0
ANPER003F,S1SP10,0
ANPER005F,S1SP10,0
ANPER006F,S1SP10,0
ANPER009F,S1SP10,0
ANPER012F,S1SP10,0
ANPER014F,S1SP10,0
ANPER015F,S1SP10,0
ANPER016F,S1SP10,0
ANPER018F,S1SP10,0
ANPERALBF,S1SP10,0
ANPERAST,S1SP10,0
ANPERCALF,S1SP10,0
ANPERCORF,S1SP10,2
ANPERDOLF,S1SP10,0
ANPERFALF,S1SP10,0
ANPERIGNF,S1SP10,0
ANPERMENF,S1SP10,0
ANPERPULF,S1SP10,0
ANPERVERF,S1SP10,0
APANDCOMF,S1SP10,0
APANPCOMF,S1SP10,0
APANTAFFF,S1SP10,0
APANTCALF,S1SP10,0
APANTLESF,S1SP10,0
APANTMONF,S1SP10,0
APANTPHEF,S1SP10,0
APANTPORF,S1SP10,2
APAPIMELF,S1SP10,1
APBOMHUNF,S1SP10,0
APBOMPENF,S1SP10,0
APCERACAF,S1SP10,0
APCERNANF,S1SP10,0
APDIAAUSF,S1SP10,3
APDIADIMF,S1SP10,0
APDIAENAF,S1SP10,0
APDIAMEGF,S1SP10,0
APDIAOCHF,S1SP10,0
APDIARINF,S1SP10,19
APDIASPHF,S1SP10,0
APDIAVALF,S1SP10,1
APEUCLYCF,S1SP10,0
APEUCTERF,S1SP10,0
APEXOSOLF,S1SP10,0
APHABMORF,S1SP10,0
APHABNS1F,S1SP10,0
APHOLCALF,S1SP10,0
APMELBOHF,S1SP10,0
APMELPACF,S1SP10,0
APMESAGIF,S1SP10,0
APMESCOLF,S1SP10,0
APMESCOMF,S1SP10,4
APMESHUMF,S1SP10,0
APMESMENF,S1SP10,0
APMESPARF,S1SP10,5
APMESSUBF,S1SP10,0
APMESTHEF,S1SP10,0
APMESTRIF,S1SP10,4
APMESTRIM,S1SP10,0
APMESVERF,S1SP10,0
APNEOVIGF,S1SP10,0
APNOM001F,S1SP10,0
APPEPPRU,S1SP10,0
APSVAHELF,S1SP10,0
APSVAMACF,S1SP10,0
APSVAOBLF,S1SP10,0
APTETALBF,S1SP10,0
APTETSPIF,S1SP10,0
APXYLCALF,S1SP10,0
COHYLMESF,S1SP10,0
HAHALTRIF,S1FA10,0
HAAGAANGF,S1FA10,0
HAAGAFEMF,S1FA10,0
HAAGAMELF,S1FA10,0
HAAGASPLF,S1FA10,0
HAAUGAURF,S1FA10,0
HADUFMARF,S1FA10,0
HADUF001F,S1FA10,0
HAHALCONF,S1FA10,0
HAHALLIGF,S1FA10,0
HAHALPARF,S1FA10,1
HALASPRUF,S1FA10,2
HALASCOAF,S1FA10,0
HALASHUDF,S1FA10,0
HALASPARF,S1FA10,0
HALASPERF,S1FA10,0
HALASPOTF,S1FA10,0
HALASSISF,S1FA10,0
HALAS00CF,S1FA10,0
HALAS007F,S1FA10,0
HALAS012F,S1FA10,0
HALAS015F,S1FA10,0
HALAS017F,S1FA10,0
HALAS018F,S1FA10,1
HALAS019F,S1FA10,0
HALAS020F,S1FA10,0
HALAS021F,S1FA10,0
HALASODDF,S1FA10,0
HALASEV1F,S1FA10,0
HALASEV2F,S1FA10,0
HALASEV3F,S1FA10,0
HALASEV4F,S1FA10,0
HALASEV5F,S1FA10,0
HALASEV6F,S1FA10,0
HALASNOCF,S1FA10,0
HANOMTRIF,S1FA10,0
HASPH001F,S1FA10,0
HASPH002F,S1FA10,0
MEANTEMAF,S1FA10,0
MEANTPORF,S1FA10,0
MEASHBIGF,S1FA10,0
MEASHMELF,S1FA10,0
MEDIACURF,S1FA10,0
MEDIAIMPF,S1FA10,0
MEDIOPACF,S1FA10,0
MEDIOPOMF,S1FA10,0
MEHOP003F,S1FA10,0
MELITAPIF,S1FA10,0
MEMEGSIDF,S1FA10,0
MEMEGUMAF,S1FA10,0
MEOSMCERF,S1FA10,0
MEOSMLATF,S1FA10,0
MEOSMLIOF,S1FA10,0
MEOSMPRUF,S1FA10,0
MEOSMTITF,S1FA10,0
MEOSMWATF,S1FA10,0
ANANDCAPF,S1FA10,0
ANANDCREF,S1FA10,0
ANANDHELF,S1FA10,0
ANANDILLF,S1FA10,0
ANANDMON,S1FA10,0
ANANDPRFF,S1FA10,0
ANANDPRIF,S1FA10,0
ANHETPERF,S1FA10,0
ANHET002F,S1FA10,1
ANCAL001F,S1FA10,0
ANPER001F,S1FA10,0
ANPER002F,S1FA10,0
ANPER003F,S1FA10,0
ANPER005F,S1FA10,0
ANPER006F,S1FA10,0
ANPER009F,S1FA10,0
ANPER012F,S1FA10,0
ANPER014F,S1FA10,0
ANPER015F,S1FA10,0
ANPER016F,S1FA10,0
ANPER018F,S1FA10,0
ANPERALBF,S1FA10,0
ANPERAST,S1FA10,0
ANPERCALF,S1FA10,0
ANPERCORF,S1FA10,0
ANPERDOLF,S1FA10,0
ANPERFALF,S1FA10,0
ANPERIGNF,S1FA10,0
ANPERMENF,S1FA10,0
ANPERPULF,S1FA10,0
ANPERVERF,S1FA10,0
APANDCOMF,S1FA10,0
APANPCOMF,S1FA10,0
APANTAFFF,S1FA10,0
APANTCALF,S1FA10,0
APANTLESF,S1FA10,0
APANTMONF,S1FA10,0
APANTPHEF,S1FA10,0
APANTPORF,S1FA10,0
APAPIMELF,S1FA10,0
APBOMHUNF,S1FA10,0
APBOMPENF,S1FA10,0
APCERACAF,S1FA10,0
APCERNANF,S1FA10,0
APDIAAUSF,S1FA10,0
APDIADIMF,S1FA10,1
APDIAENAF,S1FA10,0
APDIAMEGF,S1FA10,1
APDIAOCHF,S1FA10,0
APDIARINF,S1FA10,5
APDIASPHF,S1FA10,0
APDIAVALF,S1FA10,0
APEUCLYCF,S1FA10,0
APEUCTERF,S1FA10,0
APEXOSOLF,S1FA10,0
APHABMORF,S1FA10,0
APHABNS1F,S1FA10,0
APHOLCALF,S1FA10,0
APMELBOHF,S1FA10,0
APMELPACF,S1FA10,0
APMESAGIF,S1FA10,2
APMESCOLF,S1FA10,0
APMESCOMF,S1FA10,0
APMESHUMF,S1FA10,1
APMESMENF,S1FA10,0
APMESPARF,S1FA10,0
APMESSUBF,S1FA10,0
APMESTHEF,S1FA10,8
APMESTRIF,S1FA10,2
APMESTRIM,S1FA10,1
APMESVERF,S1FA10,0
APNEOVIGF,S1FA10,0
APNOM001F,S1FA10,0
APPEPPRU,S1FA10,0
APSVAHELF,S1FA10,0
APSVAMACF,S1FA10,0
APSVAOBLF,S1FA10,0
APTETALBF,S1FA10,0
APTETSPIF,S1FA10,0
APXYLCALF,S1FA10,0
COHYLMESF,S1FA10,0
HAHALTRIF,S2SP08,3
HAAGAANGF,S2SP08,26
HAAGAFEMF,S2SP08,50
HAAGAMELF,S2SP08,3
HAAGASPLF,S2SP08,0
HAAUGAURF,S2SP08,0
HADUFMARF,S2SP08,0
HADUF001F,S2SP08,0
HAHALCONF,S2SP08,0
HAHALLIGF,S2SP08,5
HAHALPARF,S2SP08,2
HALASPRUF,S2SP08,28
HALASCOAF,S2SP08,0
HALASHUDF,S2SP08,5
HALASPARF,S2SP08,1
HALASPERF,S2SP08,3
HALASPOTF,S2SP08,0
HALASSISF,S2SP08,3
HALAS00CF,S2SP08,0
HALAS007F,S2SP08,0
HALAS012F,S2SP08,0
HALAS015F,S2SP08,3
HALAS017F,S2SP08,1
HALAS018F,S2SP08,1
HALAS019F,S2SP08,0
HALAS020F,S2SP08,0
HALAS021F,S2SP08,0
HALASODDF,S2SP08,1
HALASEV1F,S2SP08,1
HALASEV2F,S2SP08,0
HALASEV3F,S2SP08,0
HALASEV4F,S2SP08,0
HALASEV5F,S2SP08,2
HALASEV6F,S2SP08,0
HALASNOCF,S2SP08,0
HANOMTRIF,S2SP08,0
HASPH001F,S2SP08,0
HASPH002F,S2SP08,0
MEANTEMAF,S2SP08,0
MEANTPORF,S2SP08,0
MEASHBIGF,S2SP08,0
MEASHMELF,S2SP08,0
MEDIACURF,S2SP08,0
MEDIAIMPF,S2SP08,0
MEDIOPACF,S2SP08,1
MEDIOPOMF,S2SP08,0
MEHOP003F,S2SP08,0
MELITAPIF,S2SP08,0
MEMEGSIDF,S2SP08,0
MEMEGUMAF,S2SP08,0
MEOSMCERF,S2SP08,2
MEOSMLATF,S2SP08,0
MEOSMLIOF,S2SP08,0
MEOSMPRUF,S2SP08,1
MEOSMTITF,S2SP08,0
MEOSMWATF,S2SP08,0
ANANDCAPF,S2SP08,0
ANANDCREF,S2SP08,0
ANANDHELF,S2SP08,0
ANANDILLF,S2SP08,0
ANANDMON,S2SP08,1
ANANDPRFF,S2SP08,3
ANANDPRIF,S2SP08,0
ANHETPERF,S2SP08,0
ANHET002F,S2SP08,0
ANCAL001F,S2SP08,0
ANPER001F,S2SP08,0
ANPER002F,S2SP08,0
ANPER003F,S2SP08,0
ANPER005F,S2SP08,0
ANPER006F,S2SP08,0
ANPER009F,S2SP08,0
ANPER012F,S2SP08,0
ANPER014F,S2SP08,0
ANPER015F,S2SP08,0
ANPER016F,S2SP08,0
ANPER018F,S2SP08,0
ANPERALBF,S2SP08,0
ANPERAST,S2SP08,0
ANPERCALF,S2SP08,0
ANPERCORF,S2SP08,0
ANPERDOLF,S2SP08,0
ANPERFALF,S2SP08,0
ANPERIGNF,S2SP08,0
ANPERMENF,S2SP08,0
ANPERPULF,S2SP08,0
ANPERVERF,S2SP08,0
APANDCOMF,S2SP08,0
APANPCOMF,S2SP08,0
APANTAFFF,S2SP08,1
APANTCALF,S2SP08,1
APANTLESF,S2SP08,0
APANTMONF,S2SP08,0
APANTPHEF,S2SP08,0
APANTPORF,S2SP08,0
APAPIMELF,S2SP08,0
APBOMHUNF,S2SP08,0
APBOMPENF,S2SP08,0
APCERACAF,S2SP08,0
APCERNANF,S2SP08,0
APDIAAUSF,S2SP08,1
APDIADIMF,S2SP08,0
APDIAENAF,S2SP08,0
APDIAMEGF,S2SP08,0
APDIAOCHF,S2SP08,0
APDIARINF,S2SP08,3
APDIASPHF,S2SP08,0
APDIAVALF,S2SP08,0
APEUCLYCF,S2SP08,2
APEUCTERF,S2SP08,0
APEXOSOLF,S2SP08,0
APHABMORF,S2SP08,0
APHABNS1F,S2SP08,0
APHOLCALF,S2SP08,0
APMELBOHF,S2SP08,0
APMELPACF,S2SP08,0
APMESAGIF,S2SP08,0
APMESCOLF,S2SP08,0
APMESCOMF,S2SP08,1
APMESHUMF,S2SP08,0
APMESMENF,S2SP08,0
APMESPARF,S2SP08,0
APMESSUBF,S2SP08,0
APMESTHEF,S2SP08,0
APMESTRIF,S2SP08,21
APMESTRIM,S2SP08,0
APMESVERF,S2SP08,0
APNEOVIGF,S2SP08,0
APNOM001F,S2SP08,0
APPEPPRU,S2SP08,0
APSVAHELF,S2SP08,0
APSVAMACF,S2SP08,0
APSVAOBLF,S2SP08,0
APTETALBF,S2SP08,0
APTETSPIF,S2SP08,0
APXYLCALF,S2SP08,0
COHYLMESF,S2SP08,0
HAHALTRIF,S2FA08,0
HAAGAANGF,S2FA08,3
HAAGAFEMF,S2FA08,1
HAAGAMELF,S2FA08,0
HAAGASPLF,S2FA08,0
HAAUGAURF,S2FA08,0
HADUFMARF,S2FA08,0
HADUF001F,S2FA08,0
HAHALCONF,S2FA08,0
HAHALLIGF,S2FA08,1
HAHALPARF,S2FA08,1
HALASPRUF,S2FA08,0
HALASCOAF,S2FA08,0
HALASHUDF,S2FA08,0
HALASPARF,S2FA08,0
HALASPERF,S2FA08,0
HALASPOTF,S2FA08,0
HALASSISF,S2FA08,0
HALAS00CF,S2FA08,0
HALAS007F,S2FA08,0
HALAS012F,S2FA08,0
HALAS015F,S2FA08,0
HALAS017F,S2FA08,0
HALAS018F,S2FA08,0
HALAS019F,S2FA08,1
HALAS020F,S2FA08,0
HALAS021F,S2FA08,0
HALASODDF,S2FA08,0
HALASEV1F,S2FA08,0
HALASEV2F,S2FA08,0
HALASEV3F,S2FA08,0
HALASEV4F,S2FA08,0
HALASEV5F,S2FA08,1
HALASEV6F,S2FA08,0
HALASNOCF,S2FA08,0
HANOMTRIF,S2FA08,0
HASPH001F,S2FA08,0
HASPH002F,S2FA08,0
MEANTEMAF,S2FA08,0
MEANTPORF,S2FA08,0
MEASHBIGF,S2FA08,0
MEASHMELF,S2FA08,0
MEDIACURF,S2FA08,2
MEDIAIMPF,S2FA08,0
MEDIOPACF,S2FA08,0
MEDIOPOMF,S2FA08,0
MEHOP003F,S2FA08,0
MELITAPIF,S2FA08,0
MEMEGSIDF,S2FA08,0
MEMEGUMAF,S2FA08,0
MEOSMCERF,S2FA08,0
MEOSMLATF,S2FA08,0
MEOSMLIOF,S2FA08,0
MEOSMPRUF,S2FA08,0
MEOSMTITF,S2FA08,0
MEOSMWATF,S2FA08,0
ANANDCAPF,S2FA08,0
ANANDCREF,S2FA08,0
ANANDHELF,S2FA08,0
ANANDILLF,S2FA08,0
ANANDMON,S2FA08,0
ANANDPRFF,S2FA08,0
ANANDPRIF,S2FA08,0
ANHETPERF,S2FA08,0
ANHET002F,S2FA08,0
ANCAL001F,S2FA08,0
ANPER001F,S2FA08,0
ANPER002F,S2FA08,0
ANPER003F,S2FA08,0
ANPER005F,S2FA08,0
