"Code","Growth","SppType","Season","Month","Year","Site","Plot","Quad","Cover","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","month_num","site_plot"
"EUEX4","A","H",3,"September",2006,"G","3",70,2,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",70,2,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",70,3,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"UNGR",NA,"G",3,"September",2006,"G","3",70,3,NA,NA,NA,NA,9,"G3"
"CHLA10","A","H",3,"September",2006,"G","3",70,4,"Plantae","Euphorbiaceae","Chamaesyce","lata",9,"G3"
"ARAD","A","G",3,"September",2006,"G","3",70,5,"Plantae","Poaceae","Aristida","adscensionis",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",70,5,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"DAPU7","P","G",3,"September",2006,"G","3",70,5,"Plantae","Poaceae","Dasyochloa","pulchella",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",72,1,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",72,1,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",72,1,NA,NA,NA,NA,9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",72,2,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",72,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"UNGR",NA,"G",3,"September",2006,"G","3",72,2,NA,NA,NA,NA,9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",72,3,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",72,3,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",72,10,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"KAPA","A","H",3,"September",2006,"G","3",78,1,"Plantae","Zygophyllaceae","Kallstroemia","parviflora",9,"G3"
"PEAN","A","H",3,"September",2006,"G","3",78,1,"Plantae","Asteraceae","Pectis","angustifolia",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",78,1,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",78,2,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",78,2,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"SPCR","P","G",3,"September",2006,"G","3",78,3,"Plantae","Poaceae","Sporobolus","cryptandrus",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",78,6,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",78,15,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",80,1,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",80,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",80,3,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",80,3,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",80,8,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",82,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",82,1,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",82,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",82,2,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"MUAR2","P","G",3,"September",2006,"G","3",82,2,"Plantae","Poaceae","Muhlenbergia","arenicola",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",82,2,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",82,4,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",82,5,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",82,10,NA,NA,NA,NA,9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",84,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",84,1,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",84,1,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"ARAD","A","G",3,"September",2006,"G","3",84,2,"Plantae","Poaceae","Aristida","adscensionis",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",84,2,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",84,2,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",84,2,NA,NA,NA,NA,9,"G3"
"SEDI3","P","H",3,"September",2006,"G","3",84,5,"Plantae","Nyctaginaceae","Selinocarpus","diffusus",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",84,15,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",90,1,NA,NA,NA,NA,9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",90,20,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",92,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",92,2,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",92,2,NA,NA,NA,NA,9,"G3"
"ARAD","A","G",3,"September",2006,"G","3",92,3,"Plantae","Poaceae","Aristida","adscensionis",9,"G3"
"SPIC",NA,NA,3,"September",2006,"G","3",92,3,NA,NA,NA,NA,9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",92,4,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",92,4,NA,NA,NA,NA,9,"G3"
"UNGR",NA,"G",3,"September",2006,"G","3",92,6,NA,NA,NA,NA,9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",92,10,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",92,10,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"TILA2","A","H",3,"September",2006,"G","3",92,15,"Plantae","Amaranthaceae","Tidestromia","lanuginosa",9,"G3"
"ASMIM","P","H",3,"September",2006,"G","3",94,1,"Plantae","Fabaceae","Astragalus","missouriensis",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",94,1,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",94,1,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",94,1,NA,NA,NA,NA,9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",94,2,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",94,2,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",94,10,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",94,10,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",96,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",96,1,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",96,1,NA,NA,NA,NA,9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",96,2,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",96,2,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"SPIC",NA,NA,3,"September",2006,"G","3",96,3,NA,NA,NA,NA,9,"G3"
"ARPUP6","P","G",3,"September",2006,"G","3",96,5,NA,NA,NA,NA,9,"G3"
"DAPU7","P","G",3,"September",2006,"G","3",96,6,"Plantae","Poaceae","Dasyochloa","pulchella",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",102,1,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",102,1,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",102,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",102,2,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",102,2,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",102,3,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",102,4,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",102,6,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",102,6,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",104,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",104,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"POOL","A","H",3,"September",2006,"G","3",104,1,"Plantae","Portulacaceae","Portulaca","oleracea",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",104,1,NA,NA,NA,NA,9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",104,2,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"ALIN","P","H",3,"September",2006,"G","3",104,6,"Plantae","Nyctaginaceae","Allionia","incarnata",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",104,8,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",104,65,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",106,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",106,1,NA,NA,NA,NA,9,"G3"
"SEDI3","P","H",3,"September",2006,"G","3",106,1,"Plantae","Nyctaginaceae","Selinocarpus","diffusus",9,"G3"
"CHLA10","A","H",3,"September",2006,"G","3",106,2,"Plantae","Euphorbiaceae","Chamaesyce","lata",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",106,2,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",106,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",106,3,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",106,5,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",106,5,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",106,8,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",106,22,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",108,1,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",108,1,NA,NA,NA,NA,9,"G3"
"BOCU","P","G",3,"September",2006,"G","3",108,2,"Plantae","Poaceae","Bouteloua","curtipendula",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",108,4,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"GACO5","P","H",3,"September",2006,"G","3",108,4,"Plantae","Onagraceae","Gaura","coccinea",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",108,16,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"EPTO","P","S",3,"September",2006,"G","3",108,50,"Plantae","Ephedraceae","Ephedra","torreyana",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",114,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"BOSP","A","H",3,"September",2006,"G","3",114,1,"Plantae","Nyctaginaceae","Boerhavia","spicata",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",114,1,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",114,1,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",114,1,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"GUWR","A","H",3,"September",2006,"G","3",114,1,NA,NA,NA,NA,9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",114,1,NA,NA,NA,NA,9,"G3"
"OECAC2","P","H",3,"September",2006,"G","3",114,1,"Plantae","Onagraceae","Oenothera","caespitosa",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",114,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"POOL","A","H",3,"September",2006,"G","3",114,1,"Plantae","Portulacaceae","Portulaca","oleracea",9,"G3"
"TILA2","A","H",3,"September",2006,"G","3",114,1,"Plantae","Amaranthaceae","Tidestromia","lanuginosa",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",114,1,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",114,2,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",114,2,NA,NA,NA,NA,9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",114,3,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",114,4,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",114,5,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",116,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",116,1,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",116,1,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"POOL","A","H",3,"September",2006,"G","3",116,1,"Plantae","Portulacaceae","Portulaca","oleracea",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",116,2,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",116,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",116,3,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",116,4,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",116,6,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",116,8,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",116,14,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",118,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",118,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",118,1,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"PACA6","A","G",3,"September",2006,"G","3",118,2,"Plantae","Poaceae","Panicum","capillare",9,"G3"
"SPWR","P","H",3,"September",2006,"G","3",118,3,"Plantae","Malvaceae","Sphaeralcea","wrightii",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",118,4,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",118,8,NA,NA,NA,NA,9,"G3"
"ALIN","P","H",3,"September",2006,"G","3",118,12,"Plantae","Nyctaginaceae","Allionia","incarnata",9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",118,12,NA,NA,NA,NA,9,"G3"
"PLJA","P","G",3,"September",2006,"G","3",118,12,"Plantae","Poaceae","Pleuraphis","jamesii",9,"G3"
"POOL","A","H",3,"September",2006,"G","3",118,12,"Plantae","Portulacaceae","Portulaca","oleracea",9,"G3"
"SATR12","A","H",3,"September",2006,"G","3",118,16,"Plantae","Chenopodiaceae","Salsola","tragus",9,"G3"
"SPCR","P","G",3,"September",2006,"G","3",118,16,"Plantae","Poaceae","Sporobolus","cryptandrus",9,"G3"
"KAPA","A","H",3,"September",2006,"G","3",118,20,"Plantae","Zygophyllaceae","Kallstroemia","parviflora",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",120,1,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"ERCI","A","G",3,"September",2006,"G","3",120,1,"Plantae","Poaceae","Eragrostis","cilianensis",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",120,1,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"GUWR","A","H",3,"September",2006,"G","3",120,1,NA,NA,NA,NA,9,"G3"
"SAAB","A","H",3,"September",2006,"G","3",120,1,"Plantae","Asteraceae","Sanvitalia","abertii",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",120,1,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",120,3,NA,NA,NA,NA,9,"G3"
"MUPO2","P","G",3,"September",2006,"G","3",120,8,"Plantae","Poaceae","Muhlenbergia","porteri",9,"G3"
"KAPA","A","H",3,"September",2006,"G","3",120,12,"Plantae","Zygophyllaceae","Kallstroemia","parviflora",9,"G3"
"SPWR","P","H",3,"September",2006,"G","3",120,12,"Plantae","Malvaceae","Sphaeralcea","wrightii",9,"G3"
"THME","P","H",3,"September",2006,"G","3",120,12,"Plantae","Asteraceae","Thelesperma","megapotamicum",9,"G3"
"ATCA2","P","S",3,"September",2006,"G","3",120,24,"Plantae","Chenopodiaceae","Atriplex","canescens",9,"G3"
"BOCU","P","G",3,"September",2006,"G","3",120,24,"Plantae","Poaceae","Bouteloua","curtipendula",9,"G3"
"POFE","P","G",3,"September",2006,"G","3",120,24,"Plantae","Poaceae","Poa","fendleriana",9,"G3"
"BELY","P","H",3,"September",2006,"G","3",120,28,"Plantae","Asteraceae","Berlandiera","lyrata",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",126,1,NA,NA,NA,NA,9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",126,2,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",126,2,NA,NA,NA,NA,9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",126,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",126,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",126,3,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",126,4,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",126,6,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",126,15,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",128,1,NA,NA,NA,NA,9,"G3"
"SEDI3","P","H",3,"September",2006,"G","3",128,1,"Plantae","Nyctaginaceae","Selinocarpus","diffusus",9,"G3"
"SPCR","P","G",3,"September",2006,"G","3",128,1,"Plantae","Poaceae","Sporobolus","cryptandrus",9,"G3"
"SPFL2","P","G",3,"September",2006,"G","3",128,1,"Plantae","Poaceae","Sporobolus","flexuosus",9,"G3"
"TILA2","A","H",3,"September",2006,"G","3",128,1,"Plantae","Amaranthaceae","Tidestromia","lanuginosa",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",128,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",128,2,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",128,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"GACO5","P","H",3,"September",2006,"G","3",128,9,"Plantae","Onagraceae","Gaura","coccinea",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",128,12,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",128,13,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",128,32,NA,NA,NA,NA,9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",130,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",130,1,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"SPWR","P","H",3,"September",2006,"G","3",130,1,"Plantae","Malvaceae","Sphaeralcea","wrightii",9,"G3"
"BOCU","P","G",3,"September",2006,"G","3",130,2,"Plantae","Poaceae","Bouteloua","curtipendula",9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",130,3,NA,NA,NA,NA,9,"G3"
"PLJA","P","G",3,"September",2006,"G","3",130,4,"Plantae","Poaceae","Pleuraphis","jamesii",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",130,6,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"GUSA2","P","S",3,"September",2006,"G","3",130,10,"Plantae","Asteraceae","Gutierrezia","sarothrae",9,"G3"
"KAPA","A","H",3,"September",2006,"G","3",130,78,"Plantae","Zygophyllaceae","Kallstroemia","parviflora",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",132,1,NA,NA,NA,NA,9,"G3"
"TECO","P","H",3,"September",2006,"G","3",132,1,"Plantae","Verbenaceae","Tetraclea","coulteri",9,"G3"
"BOAR","A","G",3,"September",2006,"G","3",132,2,"Plantae","Poaceae","Bouteloua","aristidoides",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",132,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",132,3,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"SPFL2","P","G",3,"September",2006,"G","3",132,3,"Plantae","Poaceae","Sporobolus","flexuosus",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",132,4,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"MOSQ","A","G",3,"September",2006,"G","3",132,4,NA,NA,NA,NA,9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",132,6,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"CHSE7","A","H",3,"September",2006,"G","3",132,8,"Plantae","Euphorbiaceae","Chamaesyce","serrula",9,"G3"
"SPCO4","P","G",3,"September",2006,"G","3",132,8,"Plantae","Poaceae","Sporobolus","contractus",9,"G3"
"MUPO2","P","G",3,"September",2006,"G","3",132,12,"Plantae","Poaceae","Muhlenbergia","porteri",9,"G3"
"ARAD","A","G",3,"September",2006,"G","3",132,15,"Plantae","Poaceae","Aristida","adscensionis",9,"G3"
"KAPA","A","H",3,"September",2006,"G","3",132,15,"Plantae","Zygophyllaceae","Kallstroemia","parviflora",9,"G3"
"TILA2","A","H",3,"September",2006,"G","3",132,40,"Plantae","Amaranthaceae","Tidestromia","lanuginosa",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",138,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",138,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",138,2,NA,NA,NA,NA,9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",138,3,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"ENDE","P","G",3,"September",2006,"G","3",138,8,"Plantae","Poaceae","Enneapogon","desvauxii",9,"G3"
"KAPA","A","H",3,"September",2006,"G","3",138,12,"Plantae","Zygophyllaceae","Kallstroemia","parviflora",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",138,30,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",138,35,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",140,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
"EUEX4","A","H",3,"September",2006,"G","3",140,1,"Plantae","Euphorbiaceae","Euphorbia","exstipulata",9,"G3"
"PEAN","A","H",3,"September",2006,"G","3",140,1,"Plantae","Asteraceae","Pectis","angustifolia",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",140,1,NA,NA,NA,NA,9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",140,2,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",140,2,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"PLPA2","A","H",3,"September",2006,"G","3",140,2,"Plantae","Plantaginaceae","Plantago","patagonica",9,"G3"
"CHSES","A","H",3,"September",2006,"G","3",140,4,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia",9,"G3"
"TRRA","A","G",3,"September",2006,"G","3",140,6,"Plantae","Poaceae","Tragus","racemosus",9,"G3"
"BOER4","P","G",3,"September",2006,"G","3",140,8,"Plantae","Poaceae","Bouteloua","eriopoda",9,"G3"
"PLJA","P","G",3,"September",2006,"G","3",140,20,"Plantae","Poaceae","Pleuraphis","jamesii",9,"G3"
"ASNU4","A","H",3,"September",2006,"G","3",142,1,"Plantae","Fabaceae","Astragalus","nuttallianus",9,"G3"
"BOBA2","A","G",3,"September",2006,"G","3",142,1,"Plantae","Poaceae","Bouteloua","barbata",9,"G3"
"PORT","A","H",3,"September",2006,"G","3",142,1,NA,NA,NA,NA,9,"G3"
"APRAH","P","H",3,"September",2006,"G","3",142,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",9,"G3"
