"year","fire","ws","block","trt","plot","spnum","Taxa_genus","Taxa_species","cover","Taxa_kingdom","Taxa_family"
2010,4,"n4d","B",1,6,139,"verbena","stricta",0.25,"Plantae",NA
2010,4,"n4d","B",1,6,140,"vernonia","baldwinii",4.75,"Plantae",NA
2010,4,"n4d","B",1,6,147,"viola","pedatifida",0.25,"Plantae",NA
2010,4,"n4d","B",1,7,2,"andropogon","gerardii",75,"Plantae",NA
2010,4,"n4d","B",1,7,4,"bouteloua","curtipendula",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",1,7,14,"dichanthelium","oligosanthes",10,"Plantae",NA
2010,4,"n4d","B",1,7,17,"poa","pratensis",14.25,"Plantae",NA
2010,4,"n4d","B",1,7,18,"sorghastrum","nutans",7.5,"Plantae",NA
2010,4,"n4d","B",1,7,21,"sporobolus","asper",4.75,"Plantae","Lamiaceae"
2010,4,"n4d","B",1,7,31,"carex","brevior",1.5,"Plantae",NA
2010,4,"n4d","B",1,7,33,"carex","heliophila",0.5,"Plantae",NA
2010,4,"n4d","B",1,7,34,"carex","meadii",4.75,"Plantae",NA
2010,4,"n4d","B",1,7,40,"amorpha","canescens",1,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",1,7,46,"ambrosia","psilostachya",3.5,"Plantae",NA
2010,4,"n4d","B",1,7,52,"artemisia","ludoviciana",10.5,"Plantae","Orobanchaceae"
2010,4,"n4d","B",1,7,55,"asclepias","verticillata",0.25,"Plantae","Apiaceae"
2010,4,"n4d","B",1,7,82,"hedeoma","hispidum",0.25,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",1,7,86,"kuhnia","eupatorioides",3.5,"Plantae","Asteraceae"
2010,4,"n4d","B",1,7,92,"linum","sulcatum",0.75,"Plantae",NA
2010,4,"n4d","B",1,7,102,"oxalis","stricta",2.25,"Plantae",NA
2010,4,"n4d","B",1,7,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2010,4,"n4d","B",1,7,122,"schrankia","nuttallii",0.5,"Plantae",NA
2010,4,"n4d","B",1,7,140,"vernonia","baldwinii",2.25,"Plantae",NA
2010,4,"n4d","B",1,7,150,"agrostis","hyemalis",25,"Plantae",NA
2010,4,"n4d","B",1,7,551,"Heart-shaped mustard","",1.75,"Plantae",NA
2010,4,"n4d","B",1,8,2,"andropogon","gerardii",88.75,"Plantae",NA
2010,4,"n4d","B",1,8,3,"andropogon","scoparius",1,"Plantae","Fabaceae"
2010,4,"n4d","B",1,8,4,"bouteloua","curtipendula",1,"Plantae","Poaceae"
2010,4,"n4d","B",1,8,5,"bouteloua","gracilis",2.5,"Plantae","Poaceae"
2010,4,"n4d","B",1,8,9,"elymus","canadensis",0.5,"Plantae","Asteraceae"
2010,4,"n4d","B",1,8,11,"eragrostis","spectabilis",1.75,"Plantae",NA
2010,4,"n4d","B",1,8,14,"dichanthelium","oligosanthes",9.25,"Plantae",NA
2010,4,"n4d","B",1,8,17,"poa","pratensis",2,"Plantae",NA
2010,4,"n4d","B",1,8,18,"sorghastrum","nutans",8.25,"Plantae",NA
2010,4,"n4d","B",1,8,21,"sporobolus","asper",3.75,"Plantae","Lamiaceae"
2010,4,"n4d","B",1,8,31,"carex","brevior",2,"Plantae",NA
2010,4,"n4d","B",1,8,33,"carex","heliophila",2.5,"Plantae",NA
2010,4,"n4d","B",1,8,34,"carex","meadii",6.25,"Plantae",NA
2010,4,"n4d","B",1,8,40,"amorpha","canescens",6.25,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",1,8,46,"ambrosia","psilostachya",4.75,"Plantae",NA
2010,4,"n4d","B",1,8,52,"artemisia","ludoviciana",8,"Plantae","Orobanchaceae"
2010,4,"n4d","B",1,8,58,"aster","ericoides",7.25,"Plantae","Asteraceae"
2010,4,"n4d","B",1,8,71,"conyza","canadensis",0.25,"Plantae","Asteraceae"
2010,4,"n4d","B",1,8,79,"euphorbia","spathulata",0.5,"Plantae",NA
2010,4,"n4d","B",1,8,82,"hedeoma","hispidum",1,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",1,8,86,"kuhnia","eupatorioides",0.75,"Plantae","Asteraceae"
2010,4,"n4d","B",1,8,92,"linum","sulcatum",1.25,"Plantae",NA
2010,4,"n4d","B",1,8,102,"oxalis","stricta",2.5,"Plantae",NA
2010,4,"n4d","B",1,8,111,"physalis","pumila",0.75,"Plantae","Polemoniaceae"
2010,4,"n4d","B",1,8,114,"plantago","rhodosperma",1.5,"Plantae",NA
2010,4,"n4d","B",1,8,139,"verbena","stricta",0.75,"Plantae",NA
2010,4,"n4d","B",1,8,140,"vernonia","baldwinii",1,"Plantae",NA
2010,4,"n4d","B",1,8,338,"plantago","patagonica",0.5,"Plantae","Plantaginaceae"
2010,4,"n4d","B",2,1,2,"andropogon","gerardii",73.75,"Plantae",NA
2010,4,"n4d","B",2,1,3,"andropogon","scoparius",2.75,"Plantae","Fabaceae"
2010,4,"n4d","B",2,1,9,"elymus","canadensis",1,"Plantae","Asteraceae"
2010,4,"n4d","B",2,1,11,"eragrostis","spectabilis",4.25,"Plantae",NA
2010,4,"n4d","B",2,1,14,"dichanthelium","oligosanthes",11.75,"Plantae",NA
2010,4,"n4d","B",2,1,17,"poa","pratensis",20.25,"Plantae",NA
2010,4,"n4d","B",2,1,18,"sorghastrum","nutans",23,"Plantae",NA
2010,4,"n4d","B",2,1,21,"sporobolus","asper",3.75,"Plantae","Lamiaceae"
2010,4,"n4d","B",2,1,25,"bromus","japonicus",0.75,"Plantae",NA
2010,4,"n4d","B",2,1,27,"festuca","octoflora",0.25,"Plantae","Poaceae"
2010,4,"n4d","B",2,1,28,"hordeum","pusillum",0.5,"Plantae",NA
2010,4,"n4d","B",2,1,31,"carex","brevior",4.25,"Plantae",NA
2010,4,"n4d","B",2,1,33,"carex","heliophila",0.25,"Plantae",NA
2010,4,"n4d","B",2,1,34,"carex","meadii",4.75,"Plantae",NA
2010,4,"n4d","B",2,1,40,"amorpha","canescens",4.75,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",2,1,43,"symphoricarpos","orbiculatus",0.5,"Plantae",NA
2010,4,"n4d","B",2,1,46,"ambrosia","psilostachya",2,"Plantae",NA
2010,4,"n4d","B",2,1,52,"artemisia","ludoviciana",4,"Plantae","Orobanchaceae"
2010,4,"n4d","B",2,1,58,"aster","ericoides",6,"Plantae","Asteraceae"
2010,4,"n4d","B",2,1,71,"conyza","canadensis",1,"Plantae","Asteraceae"
2010,4,"n4d","B",2,1,82,"hedeoma","hispidum",1,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",2,1,86,"kuhnia","eupatorioides",1.75,"Plantae","Asteraceae"
2010,4,"n4d","B",2,1,89,"lepidium","densiflorum",1,"Plantae","Brassicaceae"
2010,4,"n4d","B",2,1,92,"linum","sulcatum",0.5,"Plantae",NA
2010,4,"n4d","B",2,1,99,"oenothera","speciosa",0.5,"Plantae","Asclepiadaceae"
2010,4,"n4d","B",2,1,102,"oxalis","stricta",1.75,"Plantae",NA
2010,4,"n4d","B",2,1,114,"plantago","rhodosperma",4.25,"Plantae",NA
2010,4,"n4d","B",2,1,118,"ratibida","columnifera",3.25,"Plantae","Asteraceae"
2010,4,"n4d","B",2,1,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2010,4,"n4d","B",2,1,121,"salvia","azurea",3.5,"Plantae",NA
2010,4,"n4d","B",2,1,124,"silene","antirrhina",0.5,"Plantae","Caryophyllaceae"
2010,4,"n4d","B",2,1,125,"sisyrinchium","campestre",1.25,"Plantae",NA
2010,4,"n4d","B",2,1,127,"solidago","canadensis",25.75,"Plantae","Asteraceae"
2010,4,"n4d","B",2,1,130,"solidago","rigida",7.75,"Plantae",NA
2010,4,"n4d","B",2,1,132,"spermolepis","inermis",0.25,"Plantae",NA
2010,4,"n4d","B",2,1,136,"triodanis","leptocarpa",1,"Plantae",NA
2010,4,"n4d","B",2,1,137,"triodanis","perfoliata",0.75,"Plantae",NA
2010,4,"n4d","B",2,1,139,"verbena","stricta",1,"Plantae",NA
2010,4,"n4d","B",2,1,140,"vernonia","baldwinii",2.5,"Plantae",NA
2010,4,"n4d","B",2,1,150,"agrostis","hyemalis",1.25,"Plantae",NA
2010,4,"n4d","B",2,1,300,"euphorbia","nutans",0.25,"Plantae",NA
2010,4,"n4d","B",2,1,338,"plantago","patagonica",0.25,"Plantae","Plantaginaceae"
2010,4,"n4d","B",2,1,551,"Heart-shaped mustard","",0.5,"Plantae",NA
2010,4,"n4d","B",2,3,2,"andropogon","gerardii",65,"Plantae",NA
2010,4,"n4d","B",2,3,5,"bouteloua","gracilis",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,3,9,"elymus","canadensis",0.25,"Plantae","Asteraceae"
2010,4,"n4d","B",2,3,11,"eragrostis","spectabilis",2.25,"Plantae",NA
2010,4,"n4d","B",2,3,12,"koeleria","pyramidata",0.75,"Plantae",NA
2010,4,"n4d","B",2,3,14,"dichanthelium","oligosanthes",9,"Plantae",NA
2010,4,"n4d","B",2,3,17,"poa","pratensis",7.5,"Plantae",NA
2010,4,"n4d","B",2,3,18,"sorghastrum","nutans",20,"Plantae",NA
2010,4,"n4d","B",2,3,21,"sporobolus","asper",4.5,"Plantae","Lamiaceae"
2010,4,"n4d","B",2,3,25,"bromus","japonicus",6.25,"Plantae",NA
2010,4,"n4d","B",2,3,27,"festuca","octoflora",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,3,28,"hordeum","pusillum",0.5,"Plantae",NA
2010,4,"n4d","B",2,3,30,"schedonnardus","paniculatus",0.5,"Plantae",NA
2010,4,"n4d","B",2,3,31,"carex","brevior",1.25,"Plantae",NA
2010,4,"n4d","B",2,3,32,"carex","gravida",0.25,"Plantae",NA
2010,4,"n4d","B",2,3,33,"carex","heliophila",3,"Plantae",NA
2010,4,"n4d","B",2,3,34,"carex","meadii",1,"Plantae",NA
2010,4,"n4d","B",2,3,36,"cyperus","lupulinus",0.5,"Plantae",NA
2010,4,"n4d","B",2,3,40,"amorpha","canescens",0.25,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",2,3,46,"ambrosia","psilostachya",2.75,"Plantae",NA
2010,4,"n4d","B",2,3,52,"artemisia","ludoviciana",1.5,"Plantae","Orobanchaceae"
2010,4,"n4d","B",2,3,58,"aster","ericoides",3,"Plantae","Asteraceae"
2010,4,"n4d","B",2,3,69,"callirhoe","involucrata",0.5,"Plantae",NA
2010,4,"n4d","B",2,3,71,"conyza","canadensis",0.75,"Plantae","Asteraceae"
2010,4,"n4d","B",2,3,77,"erigeron","strigosus",1,"Plantae",NA
2010,4,"n4d","B",2,3,82,"hedeoma","hispidum",1.25,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",2,3,86,"kuhnia","eupatorioides",0.25,"Plantae","Asteraceae"
2010,4,"n4d","B",2,3,89,"lepidium","densiflorum",0.25,"Plantae","Brassicaceae"
2010,4,"n4d","B",2,3,92,"linum","sulcatum",0.75,"Plantae",NA
2010,4,"n4d","B",2,3,102,"oxalis","stricta",1.25,"Plantae",NA
2010,4,"n4d","B",2,3,106,"dalea","candida",0.75,"Plantae","Fabaceae"
2010,4,"n4d","B",2,3,111,"physalis","pumila",0.75,"Plantae","Polemoniaceae"
2010,4,"n4d","B",2,3,114,"plantago","rhodosperma",1.5,"Plantae",NA
2010,4,"n4d","B",2,3,118,"ratibida","columnifera",1.25,"Plantae","Asteraceae"
2010,4,"n4d","B",2,3,120,"ruellia","humilis",1.25,"Plantae","Loasaceae"
2010,4,"n4d","B",2,3,121,"salvia","azurea",9.25,"Plantae",NA
2010,4,"n4d","B",2,3,125,"sisyrinchium","campestre",1,"Plantae",NA
2010,4,"n4d","B",2,3,130,"solidago","rigida",19.25,"Plantae",NA
2010,4,"n4d","B",2,3,136,"triodanis","leptocarpa",0.5,"Plantae",NA
2010,4,"n4d","B",2,3,137,"triodanis","perfoliata",0.75,"Plantae",NA
2010,4,"n4d","B",2,3,140,"vernonia","baldwinii",1.5,"Plantae",NA
2010,4,"n4d","B",2,3,150,"agrostis","hyemalis",0.25,"Plantae",NA
2010,4,"n4d","B",2,3,206,"viola","pratincola",0.75,"Plantae",NA
2010,4,"n4d","B",2,3,338,"plantago","patagonica",0.75,"Plantae","Plantaginaceae"
2010,4,"n4d","B",2,4,2,"andropogon","gerardii",26,"Plantae",NA
2010,4,"n4d","B",2,4,3,"andropogon","scoparius",5.5,"Plantae","Fabaceae"
2010,4,"n4d","B",2,4,4,"bouteloua","curtipendula",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,4,5,"bouteloua","gracilis",5.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,4,11,"eragrostis","spectabilis",2,"Plantae",NA
2010,4,"n4d","B",2,4,12,"koeleria","pyramidata",2.25,"Plantae",NA
2010,4,"n4d","B",2,4,14,"dichanthelium","oligosanthes",15.25,"Plantae",NA
2010,4,"n4d","B",2,4,17,"poa","pratensis",11,"Plantae",NA
2010,4,"n4d","B",2,4,18,"sorghastrum","nutans",33.25,"Plantae",NA
2010,4,"n4d","B",2,4,21,"sporobolus","asper",4.5,"Plantae","Lamiaceae"
2010,4,"n4d","B",2,4,25,"bromus","japonicus",12,"Plantae",NA
2010,4,"n4d","B",2,4,27,"festuca","octoflora",1,"Plantae","Poaceae"
2010,4,"n4d","B",2,4,28,"hordeum","pusillum",13.75,"Plantae",NA
2010,4,"n4d","B",2,4,30,"schedonnardus","paniculatus",1.25,"Plantae",NA
2010,4,"n4d","B",2,4,31,"carex","brevior",9,"Plantae",NA
2010,4,"n4d","B",2,4,33,"carex","heliophila",1.25,"Plantae",NA
2010,4,"n4d","B",2,4,34,"carex","meadii",2.5,"Plantae",NA
2010,4,"n4d","B",2,4,36,"cyperus","lupulinus",1,"Plantae",NA
2010,4,"n4d","B",2,4,43,"symphoricarpos","orbiculatus",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,44,"achillea","millefolium",2.75,"Plantae",NA
2010,4,"n4d","B",2,4,46,"ambrosia","psilostachya",30,"Plantae",NA
2010,4,"n4d","B",2,4,52,"artemisia","ludoviciana",2.25,"Plantae","Orobanchaceae"
2010,4,"n4d","B",2,4,55,"asclepias","verticillata",0.5,"Plantae","Apiaceae"
2010,4,"n4d","B",2,4,56,"asclepias","viridis",5,"Plantae","Poaceae"
2010,4,"n4d","B",2,4,58,"aster","ericoides",5.75,"Plantae","Asteraceae"
2010,4,"n4d","B",2,4,71,"conyza","canadensis",1,"Plantae","Asteraceae"
2010,4,"n4d","B",2,4,77,"erigeron","strigosus",0.75,"Plantae",NA
2010,4,"n4d","B",2,4,82,"hedeoma","hispidum",1,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",2,4,89,"lepidium","densiflorum",0.5,"Plantae","Brassicaceae"
2010,4,"n4d","B",2,4,90,"lespedeza","capitata",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,92,"linum","sulcatum",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,102,"oxalis","stricta",1,"Plantae",NA
2010,4,"n4d","B",2,4,103,"oxalis","violacea",0.25,"Plantae","Oxalidaceae"
2010,4,"n4d","B",2,4,114,"plantago","rhodosperma",2.25,"Plantae",NA
2010,4,"n4d","B",2,4,118,"ratibida","columnifera",2.5,"Plantae","Asteraceae"
2010,4,"n4d","B",2,4,120,"ruellia","humilis",0.5,"Plantae","Loasaceae"
2010,4,"n4d","B",2,4,124,"silene","antirrhina",0.25,"Plantae","Caryophyllaceae"
2010,4,"n4d","B",2,4,125,"sisyrinchium","campestre",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,127,"solidago","canadensis",3,"Plantae","Asteraceae"
2010,4,"n4d","B",2,4,128,"solidago","missouriensis",0.5,"Plantae","Fabaceae"
2010,4,"n4d","B",2,4,130,"solidago","rigida",12.5,"Plantae",NA
2010,4,"n4d","B",2,4,132,"spermolepis","inermis",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,136,"triodanis","leptocarpa",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,139,"verbena","stricta",0.25,"Plantae",NA
2010,4,"n4d","B",2,4,140,"vernonia","baldwinii",1.75,"Plantae",NA
2010,4,"n4d","B",2,4,146,"juncus","interior",1.5,"Plantae",NA
2010,4,"n4d","B",2,4,150,"agrostis","hyemalis",15.75,"Plantae",NA
2010,4,"n4d","B",2,4,154,"comandra","umbellata",1,"Plantae",NA
2010,4,"n4d","B",2,4,186,"melilotus","officinalis",0.5,"Plantae","Fabaceae"
2010,4,"n4d","B",2,4,338,"plantago","patagonica",5.25,"Plantae","Plantaginaceae"
2010,4,"n4d","B",2,4,551,"Heart-shaped mustard","",0.25,"Plantae",NA
2010,4,"n4d","B",2,5,1,"agropyron","smithii",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,5,2,"andropogon","gerardii",26.75,"Plantae",NA
2010,4,"n4d","B",2,5,3,"andropogon","scoparius",0.25,"Plantae","Fabaceae"
2010,4,"n4d","B",2,5,5,"bouteloua","gracilis",9,"Plantae","Poaceae"
2010,4,"n4d","B",2,5,8,"chloris","verticillata",1.75,"Plantae","Apiaceae"
2010,4,"n4d","B",2,5,9,"elymus","canadensis",3.75,"Plantae","Asteraceae"
2010,4,"n4d","B",2,5,11,"eragrostis","spectabilis",4.75,"Plantae",NA
2010,4,"n4d","B",2,5,12,"koeleria","pyramidata",4.5,"Plantae",NA
2010,4,"n4d","B",2,5,14,"dichanthelium","oligosanthes",28.25,"Plantae",NA
2010,4,"n4d","B",2,5,15,"panicum","virgatum",1.25,"Plantae",NA
2010,4,"n4d","B",2,5,17,"poa","pratensis",18.5,"Plantae",NA
2010,4,"n4d","B",2,5,18,"sorghastrum","nutans",13,"Plantae",NA
2010,4,"n4d","B",2,5,21,"sporobolus","asper",3,"Plantae","Lamiaceae"
2010,4,"n4d","B",2,5,22,"sporobolus","cryptandrus",2.25,"Plantae","Poaceae"
2010,4,"n4d","B",2,5,25,"bromus","japonicus",21,"Plantae",NA
2010,4,"n4d","B",2,5,27,"festuca","octoflora",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,5,28,"hordeum","pusillum",3.5,"Plantae",NA
2010,4,"n4d","B",2,5,30,"schedonnardus","paniculatus",1.25,"Plantae",NA
2010,4,"n4d","B",2,5,31,"carex","brevior",4.75,"Plantae",NA
2010,4,"n4d","B",2,5,33,"carex","heliophila",3.5,"Plantae",NA
2010,4,"n4d","B",2,5,34,"carex","meadii",2.25,"Plantae",NA
2010,4,"n4d","B",2,5,36,"cyperus","lupulinus",1.75,"Plantae",NA
2010,4,"n4d","B",2,5,40,"amorpha","canescens",3.5,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",2,5,42,"rosa","arkansana",1,"Plantae",NA
2010,4,"n4d","B",2,5,43,"symphoricarpos","orbiculatus",0.5,"Plantae",NA
2010,4,"n4d","B",2,5,44,"achillea","millefolium",4.25,"Plantae",NA
2010,4,"n4d","B",2,5,46,"ambrosia","psilostachya",7.5,"Plantae",NA
2010,4,"n4d","B",2,5,52,"artemisia","ludoviciana",8.25,"Plantae","Orobanchaceae"
2010,4,"n4d","B",2,5,54,"asclepias","stenophylla",0.75,"Plantae",NA
2010,4,"n4d","B",2,5,56,"asclepias","viridis",0.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,5,58,"aster","ericoides",2.5,"Plantae","Asteraceae"
2010,4,"n4d","B",2,5,69,"callirhoe","involucrata",1.75,"Plantae",NA
2010,4,"n4d","B",2,5,71,"conyza","canadensis",0.5,"Plantae","Asteraceae"
2010,4,"n4d","B",2,5,75,"draba","reptans",0.25,"Plantae",NA
2010,4,"n4d","B",2,5,77,"erigeron","strigosus",2,"Plantae",NA
2010,4,"n4d","B",2,5,82,"hedeoma","hispidum",0.5,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",2,5,85,"hymenopappus","scabiosaeus",0.75,"Plantae",NA
2010,4,"n4d","B",2,5,86,"kuhnia","eupatorioides",0.5,"Plantae","Asteraceae"
2010,4,"n4d","B",2,5,89,"lepidium","densiflorum",0.5,"Plantae","Brassicaceae"
2010,4,"n4d","B",2,5,92,"linum","sulcatum",4,"Plantae",NA
2010,4,"n4d","B",2,5,102,"oxalis","stricta",1.5,"Plantae",NA
2010,4,"n4d","B",2,5,109,"dalea","purpurea",0.25,"Plantae","Poaceae"
2010,4,"n4d","B",2,5,111,"physalis","pumila",0.25,"Plantae","Polemoniaceae"
2010,4,"n4d","B",2,5,114,"plantago","rhodosperma",2.5,"Plantae",NA
2010,4,"n4d","B",2,5,118,"ratibida","columnifera",3,"Plantae","Asteraceae"
2010,4,"n4d","B",2,5,120,"ruellia","humilis",1.75,"Plantae","Loasaceae"
2010,4,"n4d","B",2,5,124,"silene","antirrhina",0.25,"Plantae","Caryophyllaceae"
2010,4,"n4d","B",2,5,125,"sisyrinchium","campestre",1,"Plantae",NA
2010,4,"n4d","B",2,5,128,"solidago","missouriensis",0.5,"Plantae","Fabaceae"
2010,4,"n4d","B",2,5,130,"solidago","rigida",0.25,"Plantae",NA
2010,4,"n4d","B",2,5,132,"spermolepis","inermis",1.5,"Plantae",NA
2010,4,"n4d","B",2,5,136,"triodanis","leptocarpa",0.25,"Plantae",NA
2010,4,"n4d","B",2,5,139,"verbena","stricta",0.5,"Plantae",NA
2010,4,"n4d","B",2,5,140,"vernonia","baldwinii",5.75,"Plantae",NA
2010,4,"n4d","B",2,5,216,"euphorbia","serpens",0.25,"Plantae",NA
2010,4,"n4d","B",2,5,338,"plantago","patagonica",1.5,"Plantae","Plantaginaceae"
2010,4,"n4d","B",2,6,2,"andropogon","gerardii",63.75,"Plantae",NA
2010,4,"n4d","B",2,6,3,"andropogon","scoparius",5,"Plantae","Fabaceae"
2010,4,"n4d","B",2,6,4,"bouteloua","curtipendula",3,"Plantae","Poaceae"
2010,4,"n4d","B",2,6,5,"bouteloua","gracilis",12.5,"Plantae","Poaceae"
2010,4,"n4d","B",2,6,8,"chloris","verticillata",0.5,"Plantae","Apiaceae"
2010,4,"n4d","B",2,6,12,"koeleria","pyramidata",1.5,"Plantae",NA
2010,4,"n4d","B",2,6,14,"dichanthelium","oligosanthes",17.5,"Plantae",NA
2010,4,"n4d","B",2,6,17,"poa","pratensis",19.25,"Plantae",NA
2010,4,"n4d","B",2,6,18,"sorghastrum","nutans",17.25,"Plantae",NA
2010,4,"n4d","B",2,6,21,"sporobolus","asper",5,"Plantae","Lamiaceae"
2010,4,"n4d","B",2,6,25,"bromus","japonicus",22,"Plantae",NA
2010,4,"n4d","B",2,6,27,"festuca","octoflora",1.25,"Plantae","Poaceae"
2010,4,"n4d","B",2,6,28,"hordeum","pusillum",14.25,"Plantae",NA
2010,4,"n4d","B",2,6,30,"schedonnardus","paniculatus",1,"Plantae",NA
2010,4,"n4d","B",2,6,31,"carex","brevior",3,"Plantae",NA
2010,4,"n4d","B",2,6,32,"carex","gravida",0.25,"Plantae",NA
2010,4,"n4d","B",2,6,33,"carex","heliophila",1,"Plantae",NA
2010,4,"n4d","B",2,6,34,"carex","meadii",3.25,"Plantae",NA
2010,4,"n4d","B",2,6,40,"amorpha","canescens",6,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",2,6,42,"rosa","arkansana",2.25,"Plantae",NA
2010,4,"n4d","B",2,6,43,"symphoricarpos","orbiculatus",0.25,"Plantae",NA
2010,4,"n4d","B",2,6,44,"achillea","millefolium",2.5,"Plantae",NA
2010,4,"n4d","B",2,6,46,"ambrosia","psilostachya",6.75,"Plantae",NA
2010,4,"n4d","B",2,6,52,"artemisia","ludoviciana",4.5,"Plantae","Orobanchaceae"
2010,4,"n4d","B",2,6,58,"aster","ericoides",4,"Plantae","Asteraceae"
2010,4,"n4d","B",2,6,69,"callirhoe","involucrata",2,"Plantae",NA
2010,4,"n4d","B",2,6,71,"conyza","canadensis",0.5,"Plantae","Asteraceae"
2010,4,"n4d","B",2,6,75,"draba","reptans",0.25,"Plantae",NA
2010,4,"n4d","B",2,6,77,"erigeron","strigosus",2,"Plantae",NA
2010,4,"n4d","B",2,6,79,"euphorbia","spathulata",0.5,"Plantae",NA
2010,4,"n4d","B",2,6,82,"hedeoma","hispidum",0.75,"Plantae","Hydrophyllaceae"
2010,4,"n4d","B",2,6,86,"kuhnia","eupatorioides",2,"Plantae","Asteraceae"
2010,4,"n4d","B",2,6,89,"lepidium","densiflorum",0.25,"Plantae","Brassicaceae"
2010,4,"n4d","B",2,6,92,"linum","sulcatum",1.75,"Plantae",NA
2010,4,"n4d","B",2,6,102,"oxalis","stricta",1.5,"Plantae",NA
2010,4,"n4d","B",2,6,106,"dalea","candida",0.5,"Plantae","Fabaceae"
2010,4,"n4d","B",2,6,111,"physalis","pumila",1,"Plantae","Polemoniaceae"
2010,4,"n4d","B",2,6,114,"plantago","rhodosperma",1.25,"Plantae",NA
2010,4,"n4d","B",2,6,118,"ratibida","columnifera",2.5,"Plantae","Asteraceae"
2010,4,"n4d","B",2,6,120,"ruellia","humilis",1,"Plantae","Loasaceae"
2010,4,"n4d","B",2,6,121,"salvia","azurea",2,"Plantae",NA
2010,4,"n4d","B",2,6,124,"silene","antirrhina",0.25,"Plantae","Caryophyllaceae"
2010,4,"n4d","B",2,6,125,"sisyrinchium","campestre",1.25,"Plantae",NA
2010,4,"n4d","B",2,6,128,"solidago","missouriensis",1.25,"Plantae","Fabaceae"
2010,4,"n4d","B",2,6,130,"solidago","rigida",1.25,"Plantae",NA
2010,4,"n4d","B",2,6,132,"spermolepis","inermis",0.75,"Plantae",NA
2010,4,"n4d","B",2,6,136,"triodanis","leptocarpa",0.5,"Plantae",NA
2010,4,"n4d","B",2,6,139,"verbena","stricta",1,"Plantae",NA
2010,4,"n4d","B",2,6,140,"vernonia","baldwinii",5,"Plantae",NA
2010,4,"n4d","B",2,6,148,"prunus","americana",2,"Plantae",NA
2010,4,"n4d","B",2,6,216,"euphorbia","serpens",0.25,"Plantae",NA
2010,4,"n4d","B",2,6,338,"plantago","patagonica",7,"Plantae","Plantaginaceae"
2010,4,"n4d","B",2,7,2,"andropogon","gerardii",35.5,"Plantae",NA
2010,4,"n4d","B",2,7,5,"bouteloua","gracilis",13.75,"Plantae","Poaceae"
2010,4,"n4d","B",2,7,8,"chloris","verticillata",2,"Plantae","Apiaceae"
2010,4,"n4d","B",2,7,11,"eragrostis","spectabilis",3.25,"Plantae",NA
2010,4,"n4d","B",2,7,12,"koeleria","pyramidata",1.25,"Plantae",NA
2010,4,"n4d","B",2,7,14,"dichanthelium","oligosanthes",19.25,"Plantae",NA
2010,4,"n4d","B",2,7,17,"poa","pratensis",32.75,"Plantae",NA
2010,4,"n4d","B",2,7,18,"sorghastrum","nutans",3,"Plantae",NA
2010,4,"n4d","B",2,7,21,"sporobolus","asper",3.5,"Plantae","Lamiaceae"
2010,4,"n4d","B",2,7,22,"sporobolus","cryptandrus",0.25,"Plantae","Poaceae"
2010,4,"n4d","B",2,7,25,"bromus","japonicus",7,"Plantae",NA
2010,4,"n4d","B",2,7,28,"hordeum","pusillum",13.25,"Plantae",NA
2010,4,"n4d","B",2,7,30,"schedonnardus","paniculatus",6.5,"Plantae",NA
2010,4,"n4d","B",2,7,31,"carex","brevior",5.25,"Plantae",NA
2010,4,"n4d","B",2,7,33,"carex","heliophila",3,"Plantae",NA
2010,4,"n4d","B",2,7,34,"carex","meadii",1.25,"Plantae",NA
2010,4,"n4d","B",2,7,36,"cyperus","lupulinus",0.5,"Plantae",NA
2010,4,"n4d","B",2,7,40,"amorpha","canescens",4,"Plantae","Chenopodiaceae"
2010,4,"n4d","B",2,7,46,"ambrosia","psilostachya",9.25,"Plantae",NA
