"Bee_Species","SiteRepSeason","bees","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","updated_bee_species","site","rep","season","year"
"ANPERFALF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","T","1","SP","2010"
"ANPERIGNF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","T","1","SP","2010"
"ANPERMENF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","T","1","SP","2010"
"ANPERPULF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","T","1","SP","2010"
"ANPERVERF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","T","1","SP","2010"
"APANDCOMF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","T","1","SP","2010"
"APANPCOMF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","T","1","SP","2010"
"APANTAFFF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","T","1","SP","2010"
"APANTCALF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","T","1","SP","2010"
"APANTLESF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","T","1","SP","2010"
"APANTMONF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","T","1","SP","2010"
"APANTPHEF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","T","1","SP","2010"
"APANTPORF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","T","1","SP","2010"
"APAPIMELF","T1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","T","1","SP","2010"
"APBOMHUNF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","T","1","SP","2010"
"APBOMPENF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","T","1","SP","2010"
"APCERACAF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","T","1","SP","2010"
"APCERNANF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","T","1","SP","2010"
"APDIAAUSF","T1SP10",5,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","T","1","SP","2010"
"APDIADIMF","T1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","T","1","SP","2010"
"APDIAENAF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","T","1","SP","2010"
"APDIAMEGF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","T","1","SP","2010"
"APDIAOCHF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","T","1","SP","2010"
"APDIARINF","T1SP10",45,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","T","1","SP","2010"
"APDIASPHF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","T","1","SP","2010"
"APDIAVALF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","T","1","SP","2010"
"APEUCLYCF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","T","1","SP","2010"
"APEUCTERF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","T","1","SP","2010"
"APEXOSOLF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","T","1","SP","2010"
"APHABMORF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","T","1","SP","2010"
"APHABNS1F","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","T","1","SP","2010"
"APHOLCALF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","T","1","SP","2010"
"APMELBOHF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","T","1","SP","2010"
"APMELPACF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","T","1","SP","2010"
"APMESAGIF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","T","1","SP","2010"
"APMESCOLF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","T","1","SP","2010"
"APMESCOMF","T1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","T","1","SP","2010"
"APMESHUMF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","T","1","SP","2010"
"APMESMENF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","T","1","SP","2010"
"APMESPARF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","T","1","SP","2010"
"APMESSUBF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","T","1","SP","2010"
"APMESTHEF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","T","1","SP","2010"
"APMESTRIF","T1SP10",12,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","T","1","SP","2010"
"APMESTRIM","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","T","1","SP","2010"
"APMESVERF","T1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","T","1","SP","2010"
"APNEOVIGF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","T","1","SP","2010"
"APNOM001F","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","T","1","SP","2010"
"APPEPPRU","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APPEPPRU","T","1","SP","2010"
"APSVAHELF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","helianthelli","APSVAHEL","T","1","SP","2010"
"APSVAMACF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","machaerantherae","APSVAMAC","T","1","SP","2010"
"APSVAOBLF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","obliqua","APSVAOBL","T","1","SP","2010"
"APTETALBF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETALB","T","1","SP","2010"
"APTETSPIF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETSPI","T","1","SP","2010"
"APXYLCALF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Xylocopa","californica","APXYLCAL","T","1","SP","2010"
"COHYLMESF","T1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","COLLETIDAE","Hylaeus","mesillae_mesillae","COHYLMES","T","1","SP","2010"
"HAHALTRIF","T1FA10",173,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","tripartitus","HAHALTRI","T","1","FA","2010"
"HAAGAANGF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","angelicus","HAAGAANG","T","1","FA","2010"
"HAAGAFEMF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGAFEM","T","1","FA","2010"
"HAAGAMELF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","melliventris","HAAGAMEL","T","1","FA","2010"
"HAAGASPLF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGASPL","T","1","FA","2010"
"HAAUGAURF","T1FA10",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAUGAUR","T","1","FA","2010"
"HADUFMARF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUFMAR","T","1","FA","2010"
"HADUF001F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUF001","T","1","FA","2010"
"HAHALCONF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALCON","T","1","FA","2010"
"HAHALLIGF","T1FA10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","ligatus","HAHALLIG","T","1","FA","2010"
"HAHALPARF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALPAR","T","1","FA","2010"
"HALASPRUF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","pruinosiformis","HALASPRU","T","1","FA","2010"
"HALASCOAF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASCOA","T","1","FA","2010"
"HALASHUDF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASHUD","T","1","FA","2010"
"HALASPARF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPAR","T","1","FA","2010"
"HALASPERF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPER","T","1","FA","2010"
"HALASPOTF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","potosi","HALASPOT","T","1","FA","2010"
"HALASSISF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","sisymbrii","HALASSIS","T","1","FA","2010"
"HALAS00CF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS00C","T","1","FA","2010"
"HALAS007F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS007","T","1","FA","2010"
"HALAS012F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS012","T","1","FA","2010"
"HALAS015F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS015","T","1","FA","2010"
"HALAS017F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS017","T","1","FA","2010"
"HALAS018F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS018","T","1","FA","2010"
"HALAS019F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS019","T","1","FA","2010"
"HALAS020F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS020","T","1","FA","2010"
"HALAS021F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS021","T","1","FA","2010"
"HALASODDF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASODD","T","1","FA","2010"
"HALASEV1F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)001","HALASEV1","T","1","FA","2010"
"HALASEV2F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)002","HALASEV2","T","1","FA","2010"
"HALASEV3F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV3","T","1","FA","2010"
"HALASEV4F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV4","T","1","FA","2010"
"HALASEV5F","T1FA10",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV5","T","1","FA","2010"
"HALASEV6F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV6","T","1","FA","2010"
"HALASNOCF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASNOC","T","1","FA","2010"
"HANOMTRIF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HANOMTRI","T","1","FA","2010"
"HASPH001F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","1","HASPH001","T","1","FA","2010"
"HASPH002F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","2","HASPH002","T","1","FA","2010"
"MEANTEMAF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","emarginatum","MEANTEMA","T","1","FA","2010"
"MEANTPORF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","porterae","MEANTPOR","T","1","FA","2010"
"MEASHBIGF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","bigeloveae","MEASHBIG","T","1","FA","2010"
"MEASHMELF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","meliloti","MEASHMEL","T","1","FA","2010"
"MEDIACURF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIACUR","T","1","FA","2010"
"MEDIAIMPF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dianthidium","implicatum","MEDIAIMP","T","1","FA","2010"
"MEDIOPACF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dioxys","pacificus","MEDIOPAC","T","1","FA","2010"
"MEDIOPOMF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIOPOM","T","1","FA","2010"
"MEHOP003F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEHOP003","T","1","FA","2010"
"MELITAPIF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Lithurge","apicalis","MELITAPI","T","1","FA","2010"
"MEMEGSIDF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGSID","T","1","FA","2010"
"MEMEGUMAF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGUMA","T","1","FA","2010"
"MEOSMCERF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","cerasi","MEOSMCER","T","1","FA","2010"
"MEOSMLATF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","latisulcata","MEOSMLAT","T","1","FA","2010"
"MEOSMLIOF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","liogastra","MEOSMLIO","T","1","FA","2010"
"MEOSMPRUF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","prunorum","MEOSMPRU","T","1","FA","2010"
"MEOSMTITF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","titusi","MEOSMTIT","T","1","FA","2010"
"MEOSMWATF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","watsoni","MEOSMWAT","T","1","FA","2010"
"ANANDCAPF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCAP","T","1","FA","2010"
"ANANDCREF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCRE","T","1","FA","2010"
"ANANDHELF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDHEL","T","1","FA","2010"
"ANANDILLF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDILL","T","1","FA","2010"
"ANANDMON","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDMON","T","1","FA","2010"
"ANANDPRFF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","primulifrons","ANANDPRF","T","1","FA","2010"
"ANANDPRIF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","prima","ANANDPRI","T","1","FA","2010"
"ANHETPERF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANHETPER","T","1","FA","2010"
"ANHET002F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Heterosarus","2","ANHET002","T","1","FA","2010"
"ANCAL001F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANCAL001","T","1","FA","2010"
"ANPER001F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","1","ANPER001","T","1","FA","2010"
"ANPER002F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","2","ANPER002","T","1","FA","2010"
"ANPER003F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","3","ANPER003","T","1","FA","2010"
"ANPER005F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","5","ANPER005","T","1","FA","2010"
"ANPER006F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","new_sp_006","ANPER006","T","1","FA","2010"
"ANPER009F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER009","T","1","FA","2010"
"ANPER012F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER012","T","1","FA","2010"
"ANPER014F","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER014","T","1","FA","2010"
"ANPER015F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","T","1","FA","2010"
"ANPER016F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","T","1","FA","2010"
"ANPER018F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","T","1","FA","2010"
"ANPERALBF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","T","1","FA","2010"
"ANPERAST","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","T","1","FA","2010"
"ANPERCALF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","T","1","FA","2010"
"ANPERCORF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","T","1","FA","2010"
"ANPERDOLF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","T","1","FA","2010"
"ANPERFALF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","T","1","FA","2010"
"ANPERIGNF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","T","1","FA","2010"
"ANPERMENF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","T","1","FA","2010"
"ANPERPULF","T1FA10",4,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","T","1","FA","2010"
"ANPERVERF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","T","1","FA","2010"
"APANDCOMF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","T","1","FA","2010"
"APANPCOMF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","T","1","FA","2010"
"APANTAFFF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","T","1","FA","2010"
"APANTCALF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","T","1","FA","2010"
"APANTLESF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","T","1","FA","2010"
"APANTMONF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","T","1","FA","2010"
"APANTPHEF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","T","1","FA","2010"
"APANTPORF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","T","1","FA","2010"
"APAPIMELF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","T","1","FA","2010"
"APBOMHUNF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","T","1","FA","2010"
"APBOMPENF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","T","1","FA","2010"
"APCERACAF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","T","1","FA","2010"
"APCERNANF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","T","1","FA","2010"
"APDIAAUSF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","T","1","FA","2010"
"APDIADIMF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","T","1","FA","2010"
"APDIAENAF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","T","1","FA","2010"
"APDIAMEGF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","T","1","FA","2010"
"APDIAOCHF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","T","1","FA","2010"
"APDIARINF","T1FA10",41,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","T","1","FA","2010"
"APDIASPHF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","T","1","FA","2010"
"APDIAVALF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","T","1","FA","2010"
"APEUCLYCF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","T","1","FA","2010"
"APEUCTERF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","T","1","FA","2010"
"APEXOSOLF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","T","1","FA","2010"
"APHABMORF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","T","1","FA","2010"
"APHABNS1F","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","T","1","FA","2010"
"APHOLCALF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","T","1","FA","2010"
"APMELBOHF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","T","1","FA","2010"
"APMELPACF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","T","1","FA","2010"
"APMESAGIF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","T","1","FA","2010"
"APMESCOLF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","T","1","FA","2010"
"APMESCOMF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","T","1","FA","2010"
"APMESHUMF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","T","1","FA","2010"
"APMESMENF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","T","1","FA","2010"
"APMESPARF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","T","1","FA","2010"
"APMESSUBF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","T","1","FA","2010"
"APMESTHEF","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","T","1","FA","2010"
"APMESTRIF","T1FA10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","T","1","FA","2010"
"APMESTRIM","T1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","T","1","FA","2010"
"APMESVERF","T1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","T","1","FA","2010"
