"year","date","site","plot","treatment","Species","cover","group","comments","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
2008,"9/10/2008",5,"1C","control","THAC",0.8,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"1RC","R_LATR2","CHRE4",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"1RC","R_LATR2","CHSE7",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"1RC","R_LATR2","CHSES",6,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"1RC","R_LATR2","BOBA2",3,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"1RC","R_LATR2","BOER4",0.01,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/10/2008",5,"1RC","R_LATR2","OPUNT",0.01,"CACTUS","baby opuntia",NA,NA,NA,NA
2008,"9/10/2008",5,"1RC","R_LATR2","BAABA",0.01,"PFORB",NA,"Plantae","Asteraceae","Bahia","absinthifolia"
2008,"9/10/2008",5,"1RC","R_LATR2","CHER2",2.5,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
2008,"9/10/2008",5,"1RC","R_LATR2","MAPIP",0.3,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"1RC","R_LATR2","DAPU7",0.2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"1RC","R_LATR2","SPCO4",0.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"1RC","R_LATR2","GUSA2",0.8,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"1RC","R_LATR2","THAC",0.7,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"1TR","R_all","CHSES",10,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"1TR","R_all","BOBA2",0.01,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"1TR","R_all","MUSQ3",0.01,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"1TR","R_all","LATR2",0.9,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"1TR","R_all","CHER2",0.01,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
2008,"9/10/2008",5,"1TR","R_all","MAPIP",0.3,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"1TR","R_all","DAPU7",0.2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"1TR","R_all","SPCO4",0.01,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"1TR","R_all","GUSA2",2,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"1TR","R_all","THAC",0.1,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"2C","control","CHSE7",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"2C","control","CHSES",3.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"2C","control","BOBA2",1.6,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"2C","control","BOER4",0.8,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/10/2008",5,"2C","control","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"2C","control","MAPIP",2.5,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"2C","control","DAPU7",3,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"2C","control","MUAR2",0.8,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
2008,"9/10/2008",5,"2C","control","MUPO2",4,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"2C","control","SPCO4",1.8,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"2C","control","GUSA2",3,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"2C","control","THAC",2.5,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"2RC","R_LATR2","CHRE4",1.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"2RC","R_LATR2","CHSE7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"2RC","R_LATR2","CHSES",5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"2RC","R_LATR2","BOBA2",3,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"2RC","R_LATR2","HODR",0.3,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2008,"9/10/2008",5,"2RC","R_LATR2","MAPIP",1.7,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"2RC","R_LATR2","DAPU7",2.2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"2RC","R_LATR2","MUAR2",1,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
2008,"9/10/2008",5,"2RC","R_LATR2","MUPO2",1.1,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"2RC","R_LATR2","SPCO4",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"2RC","R_LATR2","SPCR",0.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2008,"9/10/2008",5,"2RC","R_LATR2","EPTO",0.4,"SHRUB",NA,"Plantae","Ephedraceae","Ephedra","torreyana"
2008,"9/10/2008",5,"2RC","R_LATR2","GUSA2",11,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"2RC","R_LATR2","THAC",2.5,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"2TR","R_all","CHSES",10,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"2TR","R_all","BOBA2",1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"2TR","R_all","LATR2",1,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"2TR","R_all","HODR",2,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2008,"9/10/2008",5,"2TR","R_all","LEFE",0.01,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
2008,"9/10/2008",5,"2TR","R_all","MAPIP",2.5,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"2TR","R_all","DAPU7",8,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"2TR","R_all","MUAR2",0.01,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
2008,"9/10/2008",5,"2TR","R_all","SPFL2",0.01,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
2008,"9/10/2008",5,"2TR","R_all","GUSA2",12,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"2TR","R_all","THAC",0.1,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"3C","control","CHSES",6,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"3C","control","LATR2",10,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"3C","control","MAPIP",0.7,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"3C","control","DAPU7",0.5,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"3C","control","MUPO2",3,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"3C","control","GUSA2",2.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"3C","control","THAC",0.4,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"3RC","R_LATR2","CHRE4",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"3RC","R_LATR2","CHSES",8,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"3RC","R_LATR2","BOBA2",0.8,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"3RC","R_LATR2","MUSQ3",0.1,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"3RC","R_LATR2","ASIN14",0.1,"PFORB",NA,NA,NA,NA,NA
2008,"9/10/2008",5,"3RC","R_LATR2","CHER2",0.1,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
2008,"9/10/2008",5,"3RC","R_LATR2","MAPIP",1,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"3RC","R_LATR2","DAPU7",1,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"3RC","R_LATR2","MUPO2",1,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"3RC","R_LATR2","SPCO4",0.3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"3RC","R_LATR2","GUSA2",7,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"3RC","R_LATR2","THAC",0.1,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"3TR","R_all","CHRE4",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"3TR","R_all","CHSES",5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"3TR","R_all","ARAD",0.01,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2008,"9/10/2008",5,"3TR","R_all","BOBA2",0.5,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"3TR","R_all","MUSQ3",0.01,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"3TR","R_all","LATR2",1,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"3TR","R_all","HODR",0.2,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2008,"9/10/2008",5,"3TR","R_all","MAPIP",1,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"3TR","R_all","DAPU7",2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"3TR","R_all","SPCR",0.01,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2008,"9/10/2008",5,"3TR","R_all","EPTO",0.9,"SHRUB",NA,"Plantae","Ephedraceae","Ephedra","torreyana"
2008,"9/10/2008",5,"3TR","R_all","GUSA2",14.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"3TR","R_all","THAC",0.2,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"4C","control","CHRE4",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"4C","control","CHSE7",2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"4C","control","CHSES",5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"4C","control","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"4C","control","MUSQ3",0.01,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"4C","control","BOER4",0.01,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/10/2008",5,"4C","control","LATR2",30,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"4C","control","LEFE",0.01,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
2008,"9/10/2008",5,"4C","control","MAPIP",2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"4C","control","DAPU7",0.1,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"4C","control","MUPO2",3,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"4C","control","SPCO4",2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"4C","control","GUSA2",3,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"4RC","R_LATR2","CHSE7",0.8,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"4RC","R_LATR2","CHSES",0.6,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"4RC","R_LATR2","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"4RC","R_LATR2","MAPIP",0.1,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"4RC","R_LATR2","DAPU7",0.01,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"4RC","R_LATR2","MUPO2",0.01,"PGRASS","Hanging in plot.","Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"4RC","R_LATR2","SCBR2",0.01,"PGRASS",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
2008,"9/10/2008",5,"4RC","R_LATR2","GUSA2",1.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"4TR","R_all","CHRE4",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"4TR","R_all","CHSE7",6,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"4TR","R_all","CHSES",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"4TR","R_all","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"4TR","R_all","MUSQ3",0.01,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"4TR","R_all","LATR2",2.5,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"4TR","R_all","BAABA",0.1,"PFORB",NA,"Plantae","Asteraceae","Bahia","absinthifolia"
2008,"9/10/2008",5,"4TR","R_all","HODR",0.01,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2008,"9/10/2008",5,"4TR","R_all","MAPIP",0.2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"4TR","R_all","DAPU7",0.2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"4TR","R_all","MUPO2",0.7,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"4TR","R_all","SPCO4",0.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"4TR","R_all","GUSA2",7,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"5C","control","CHSES",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"5C","control","BOBA2",1.5,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"5C","control","MUSQ3",0.01,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"5C","control","BOER4",3.5,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/10/2008",5,"5C","control","LATR2",8,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"5C","control","HODR",0.3,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2008,"9/10/2008",5,"5C","control","LEFE",0.2,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
2008,"9/10/2008",5,"5C","control","MAPIP",2.5,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"5C","control","DAPU7",0.3,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"5C","control","MUPO2",4.5,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
2008,"9/10/2008",5,"5C","control","SPCO4",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"5C","control","SPFL2",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
2008,"9/10/2008",5,"5C","control","GUSA2",6.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"5C","control","THAC",0.01,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"5RC","R_LATR2","CHRE4",2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"5RC","R_LATR2","CHSE7",0.4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"5RC","R_LATR2","CHSES",7,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"5RC","R_LATR2","BOBA2",1.5,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"5RC","R_LATR2","HODR",1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2008,"9/10/2008",5,"5RC","R_LATR2","LEFE",0.01,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
2008,"9/10/2008",5,"5RC","R_LATR2","MAPIP",1.5,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"5RC","R_LATR2","DAPU7",2.2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"5RC","R_LATR2","MUAR2",0.9,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
2008,"9/10/2008",5,"5RC","R_LATR2","SPCO4",7.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"5RC","R_LATR2","GUSA2",9,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/10/2008",5,"5RC","R_LATR2","THAC",0.7,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
2008,"9/10/2008",5,"5TR","R_all","CHRE4",0.4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
2008,"9/10/2008",5,"5TR","R_all","CHSE7",0.8,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2008,"9/10/2008",5,"5TR","R_all","CHSES",5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/10/2008",5,"5TR","R_all","BOBA2",1.5,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/10/2008",5,"5TR","R_all","MUSQ3",0.01,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
2008,"9/10/2008",5,"5TR","R_all","LATR2",1.5,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
2008,"9/10/2008",5,"5TR","R_all","LEFE",0.1,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
2008,"9/10/2008",5,"5TR","R_all","MAPIP",0.8,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2008,"9/10/2008",5,"5TR","R_all","DAPU7",0.8,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
2008,"9/10/2008",5,"5TR","R_all","ENDE",0.2,"PGRASS",NA,"Plantae","Poaceae","Enneapogon","desvauxii"
2008,"9/10/2008",5,"5TR","R_all","SPCO4",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
2008,"9/10/2008",5,"5TR","R_all","SPCR",0.3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2008,"9/10/2008",5,"5TR","R_all","GUSA2",10,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2008,"9/9/2008",6,"1C","control","CHLA10",0.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","lata"
2008,"9/9/2008",6,"1C","control","CHSES",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/9/2008",6,"1C","control","CHSES",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/9/2008",6,"1C","control","CINE",0.1,"AFORB",NA,"Plantae","Asteraceae","Cirsium","neomexicanum"
2008,"9/9/2008",6,"1C","control","EUEX4",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Euphorbia","exstipulata"
2008,"9/9/2008",6,"1C","control","BOER4",13,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/9/2008",6,"1C","control","BOGR2",12,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2008,"9/9/2008",6,"1C","control","ECIN2",0.1,"CACTUS",NA,"Plantae","Cactaceae","Ecinomastus","intertextus"
2008,"9/9/2008",6,"1C","control","GACO5",0.3,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2008,"9/9/2008",6,"1C","control","SPHA",0.3,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2008,"9/9/2008",6,"1C","control","STPA4",0.2,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2008,"9/9/2008",6,"1C","control","ENDE",0.2,"PGRASS",NA,"Plantae","Poaceae","Enneapogon","desvauxii"
2008,"9/9/2008",6,"1RU","R_BOGR2","AMPA",0.1,"AFORB",NA,"Plantae","Amaranthaceae","Amaranthus","palmeri"
2008,"9/9/2008",6,"1RU","R_BOGR2","CHLA10",1.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","lata"
2008,"9/9/2008",6,"1RU","R_BOGR2","CHLA10",0.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","lata"
2008,"9/9/2008",6,"1RU","R_BOGR2","CHSES",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/9/2008",6,"1RU","R_BOGR2","CHSES",1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2008,"9/9/2008",6,"1RU","R_BOGR2","EUEX4",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Euphorbia","exstipulata"
2008,"9/9/2008",6,"1RU","R_BOGR2","EUEX4",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Euphorbia","exstipulata"
2008,"9/9/2008",6,"1RU","R_BOGR2","KAPA",0.3,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
2008,"9/9/2008",6,"1RU","R_BOGR2","MOCE",0.01,"AFORB",NA,NA,NA,NA,NA
2008,"9/9/2008",6,"1RU","R_BOGR2","MOCE",0.2,"AFORB",NA,NA,NA,NA,NA
2008,"9/9/2008",6,"1RU","R_BOGR2","ARAD",0.01,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2008,"9/9/2008",6,"1RU","R_BOGR2","ARAD",0.1,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2008,"9/9/2008",6,"1RU","R_BOGR2","BOBA2",0.2,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2008,"9/9/2008",6,"1RU","R_BOGR2","PACA6",0.1,"AGRASS",NA,"Plantae","Poaceae","Panicum","capillare"
2008,"9/9/2008",6,"1RU","R_BOGR2","TRRA",0.1,"AGRASS",NA,"Plantae","Poaceae","Tragus","racemosus"
2008,"9/9/2008",6,"1RU","R_BOGR2","BOER4",8,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/9/2008",6,"1RU","R_BOGR2","BOER4",31,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2008,"9/9/2008",6,"1RU","R_BOGR2","BOGR2",16,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2008,"9/9/2008",6,"1RU","R_BOGR2","GACO5",0.1,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2008,"9/9/2008",6,"1RU","R_BOGR2","GACO5",1,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2008,"9/9/2008",6,"1RU","R_BOGR2","SPHA",0.2,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2008,"9/9/2008",6,"1RU","R_BOGR2","SPHA",0.1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2008,"9/9/2008",6,"1RU","R_BOGR2","STPA4",0.1,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2008,"9/9/2008",6,"1RU","R_BOGR2","ARPU9",1,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
2008,"9/9/2008",6,"1RU","R_BOGR2","ARPU9",0.2,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
2008,"9/9/2008",6,"1RU","R_BOGR2","ENDE",0.01,"PGRASS",NA,"Plantae","Poaceae","Enneapogon","desvauxii"
2008,"9/9/2008",6,"1RU","R_BOGR2","PAHA",0.1,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
