"PERIOD","DATE","PLOT","LN","QUAD","PSPP","PCOV","PHT","PF","KRF","RBF","SDUNK","SDP","SDKR","SDRD","SDAN","BY","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
"F01","09/12/01","T",2,2,"ARPU6",1.5,"21",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",2,4,"ARPU6",0.5,"13",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",2,1,"ASMIM",0.1,"10",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Astragalus","missouriensis"
"F01","09/12/01","T",2,3,"ASMIM",0.1,"4",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Astragalus","missouriensis"
"F01","09/12/01","T",2,4,"ASMIM",0.8,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Astragalus","missouriensis"
"F01","09/12/01","T",4,3,"ASMIM",0.1,"4",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Astragalus","missouriensis"
"F01","09/12/01","T",1,6,"BOBA2",1,"3",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Bouteloua","barbata"
"F01","09/12/01","T",2,7,"BOBA2",0.4,"5",0,0,0,1.8,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","barbata"
"F01","09/12/01","T",3,5,"BOBA2",1.5,"2",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Bouteloua","barbata"
"F01","09/12/01","T",4,3,"BOBA2",0.2,"4",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","barbata"
"F01","09/12/01","T",5,5,"BOBA2",0.1,"2",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Bouteloua","barbata"
"F01","09/12/01","T",1,3,"BOER4",11,"16",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",2,3,"BOER4",23,"16",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",2,4,"BOER4",0.8,"13",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",3,1,"BOER4",12,"16",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",3,3,"BOER4",8,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",4,1,"BOER4",2.5,"14",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",4,2,"BOER4",8,"18",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",4,3,"BOER4",0.5,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","eriopoda"
"F01","09/12/01","T",4,7,"BOGR2",0.4,"12",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","gracilis"
"F01","09/12/01","T",6,6,"BOGR2",13,"17",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Bouteloua","gracilis"
"F01","09/12/01","T",2,4,"CHER2",6,"14",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Chaetopappa","ericoides"
"F01","09/12/01","T",4,3,"CHER2",0.3,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Chaetopappa","ericoides"
"F01","09/12/01","T",3,2,"CHGL13",1,"14",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",3,3,"CHGL13",0.1,"10",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",2,4,"CHGL13",0.2,"8",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",1,3,"CHLA10",0.5,"12",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",1,5,"CHLA10",1,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",2,2,"CHLA10",1,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",2,4,"CHLA10",5.5,"13",0,0,0,0,0,0,0,0,"TK","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",3,1,"CHLA10",0.2,"8",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",3,3,"CHLA10",0.1,"4",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",3,4,"CHLA10",0.1,"9",0,0,2,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",4,1,"CHLA10",0.4,"4",0,0,0,1,0,0,0,0,"TK","Plantae","Euphorbiaceae","Chamaesyce","lata"
"F01","09/12/01","T",1,3,"CHSES",0.3,"4",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F01","09/12/01","T",3,5,"CHSES",0.1,"1",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F01","09/12/01","T",3,7,"CHSES",0.1,"1",0,0,0,0,0,0,0,0,"HS","Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F01","09/12/01","T",1,6,"CRCR3",0.2,"1",0,0,0,0,0,0,0,0,"HS","Plantae","Boraginaceae","Cryptantha","crassisepala"
"F01","09/12/01","T",2,5,"CRCR3",18,"34",0,0,0,0,0,0,0,0,"TK","Plantae","Boraginaceae","Cryptantha","crassisepala"
"F01","09/12/01","T",2,5,"CRCR3",7,"-999",0,0,0,0,0,0,0,18,"TK","Plantae","Boraginaceae","Cryptantha","crassisepala"
"F01","09/12/01","T",4,6,"CRCR3",2,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Boraginaceae","Cryptantha","crassisepala"
"F01","09/12/01","T",2,2,"DAPU7",0.8,"10",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Dasyochloa","pulchella"
"F01","09/12/01","T",2,2,"DAPU7",0.5,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Dasyochloa","pulchella"
"F01","09/12/01","T",2,1,"DEPI",2,"-999",0,0,0,2,0,0,0.8,0.4,"TK","Plantae","Brassicaceae","Descurainia","pinnata"
"F01","09/12/01","T",4,5,"DEPI",7,"-999",0,0,0,0,0,0,0.1,1.5,"TK","Plantae","Brassicaceae","Descurainia","pinnata"
"F01","09/12/01","T",1,1,"GUWR",0.5,"10",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",1,2,"GUWR",3,"20",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",1,5,"GUWR",1,"22",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",2,1,"GUWR",3,"26",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",2,3,"GUWR",5,"29",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",2,4,"GUWR",4.5,"21",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",2,5,"GUWR",0.5,"18",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",2,7,"GUWR",9,"23",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",3,1,"GUWR",3.5,"24",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",3,3,"GUWR",0.8,"24",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",3,4,"GUWR",2,"26",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",3,6,"GUWR",0.2,"18",0,0,0,0,0,0,1,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",4,2,"GUWR",3,"25",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",4,3,"GUWR",0.3,"24",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",4,4,"GUWR",5.5,"23",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",6,7,"GUWR",3.3,"26",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",4,1,"HIJA",3,"27",0,0,0,0,0,0,0,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",5,6,"HIJA",2.5,"16",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",1,7,"HOGL2",8,"12",0,0,2,0,0,0,0,0,"HS","Plantae","Fabaceae","Hoffmannseggia","glauca"
"F01","09/12/01","T",2,6,"HOGL2",9.5,"13",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Hoffmannseggia","glauca"
"F01","09/12/01","T",3,7,"HOGL2",4,"9",0,0,0,0,0,0,0,0,"HS","Plantae","Fabaceae","Hoffmannseggia","glauca"
"F01","09/12/01","T",4,5,"HOGL2",1.5,"18",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Hoffmannseggia","glauca"
"F01","09/12/01","T",4,6,"HOGL2",1,"20",0,0,0,0,0,0,0,0,"TK","Plantae","Fabaceae","Hoffmannseggia","glauca"
"F01","09/12/01","T",5,5,"HOGL2",4.5,"12",0,0,0,0,0,0,0,0,"HS","Plantae","Fabaceae","Hoffmannseggia","glauca"
"F01","09/12/01","T",3,4,"KRLA2",4.5,"30",0,0,0,0,0,0,0,0,"HS","Plantae","Chenopodiaceae","Krascheninnikovia","lanata"
"F01","09/12/01","T",4,4,"KRLA2",25,"63",0,0,0,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Krascheninnikovia","lanata"
"F01","09/12/01","T",2,2,"LEGO",0.7,"21",0,0,0,0,0,0,0,0,"TK","Plantae","Brassicaceae","Lesquerella","gordonii"
"F01","09/12/01","T",2,2,"MAPIP",8,"23",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F01","09/12/01","T",3,2,"MAPIP",1.5,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F01","09/12/01","T",4,2,"MAPIP",7.5,"23",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F01","09/12/01","T",6,7,"MAPIP",0.2,"6",0,0,0,1.5,0,0,0,0.7,"TK","Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F01","09/12/01","T",1,6,"MOSQ",0.1,"12",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",3,5,"MOSQ",1.2,"3",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",1,6,"MUAR",13,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",3,4,"MUAR",0.8,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",3,5,"MUAR",3,"6",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",4,3,"MUAR",1.5,"8",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",4,4,"MUAR",6,"12",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",4,6,"MUAR",1,"8",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",4,7,"MUAR",0.8,"7",7,0,0,0,3,0,0,0,"TK","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",5,5,"MUAR",1.5,"10",0,0,2,0,0,0,0.1,0,"HS","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",5,7,"MUAR",1,"14",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",6,7,"MUAR",5,"10",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Muhlenbergia","arenacea"
"F01","09/12/01","T",4,3,"OPIM",0.1,"7",0,0,0,0,0,0,0.3,0,"TK",NA,NA,NA,NA
"F01","09/12/01","T",3,4,"PLPA2",3,"12",0,0,0,0,0,0,0,0,"HS","Plantae","Plantaginaceae","Plantago","patagonica"
"F01","09/12/01","T",4,6,"PLPA2",0.5,"-999",0,0,3,1,0,0,0,0,"TK","Plantae","Plantaginaceae","Plantago","patagonica"
"F01","09/12/01","T",1,6,"POOL",0.1,"1",0,0,0,0,0,0,0,0,"HS","Plantae","Portulacaceae","Portulaca","oleracea"
"F01","09/12/01","T",1,1,"SAKA",2,"22",0,0,0,0,0,0,0,0,"HS","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",1,5,"SAKA",15,"30",0,0,0,0,0,0,0,0,"HS","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",2,2,"SAKA",5.2,"33",0,0,0,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",2,3,"SAKA",0.3,"18",0,0,0,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",2,4,"SAKA",0.4,"15",0,0,1,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",2,6,"SAKA",5,"34",0,0,0,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",2,7,"SAKA",0.8,"21",0,0,0,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",3,1,"SAKA",5,"36",0,0,0,0,0,0,0,0,"HS","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",3,6,"SAKA",5,"18",0,0,0,0,0,0,0,0,"HS","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",4,1,"SAKA",1,"24",0,0,0,0,0,0,0,0,"TK","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",5,6,"SAKA",12,"14",0,0,0,0,0,0,0,0,"HS","Plantae","Chenopodiaceae","Salsola","kali"
"F01","09/12/01","T",1,1,"SCBR2",4.5,"8",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",1,2,"SCBR2",1,"7",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",1,3,"SCBR2",1.5,"7",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",1,5,"SCBR2",1.5,"7",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,1,"SCBR2",4,"10",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,1,"SCBR2",4,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,3,"SCBR2",6,"8",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,4,"SCBR2",0.8,"11",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,4,"SCBR2",1,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,5,"SCBR2",0.2,"8",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,6,"SCBR2",1,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",2,7,"SCBR2",15,"6",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",3,3,"SCBR2",5,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",3,4,"SCBR2",2,"6",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",3,5,"SCBR2",0.5,"7",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",3,6,"SCBR2",6.5,"6",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",3,7,"SCBR2",8.5,"9",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",4,5,"SCBR2",6.5,"10",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",4,5,"SCBR2",2,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",4,6,"SCBR2",2,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",4,6,"SCBR2",3,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",4,7,"SCBR2",7,"14",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",4,7,"SCBR2",0.5,"-999",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",5,5,"SCBR2",5.5,"10",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",5,6,"SCBR2",0.5,"8",0,0,1,0,0,0,0.5,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",5,7,"SCBR2",11,"9",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",6,6,"SCBR2",2.5,"15",0,0,3,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",6,7,"SCBR2",5,"12",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Scleropogon","brevifolius"
"F01","09/12/01","T",1,3,"SEFLF",0.1,"20",1,0,0,0,0,0,0,0,"HS","Plantae","Asteraceae","Senecio","flaccidus"
"F01","09/12/01","T",3,7,"SOEL",0.5,"12",0,0,0,0,0,0,0,0,"HS","Plantae","Solanaceae","Solanum","elaeagnifolium"
"F01","09/12/01","T",4,1,"SOEL",0.3,"9",0,0,0,0,0,0,0,0,"TK","Plantae","Solanaceae","Solanum","elaeagnifolium"
"F01","09/12/01","T",1,2,"SPCO4",8,"22",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",1,4,"SPCO4",12,"24",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",2,1,"SPCO4",5,"37",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",2,2,"SPCO4",2,"32",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",2,3,"SPCO4",0.5,"28",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",3,2,"SPCO4",12,"26",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",4,2,"SPCO4",5,"37",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",4,7,"SPCO4",2.5,"36",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","contractus"
"F01","09/12/01","T",1,7,"SPCR",5,"24",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",1,1,"SPCR",12,"20",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",1,3,"SPCR",10,"22",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",1,5,"SPCR",4,"14",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",2,1,"SPCR",11,"33",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",2,3,"SPCR",5,"18",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",2,4,"SPCR",2,"21",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",2,6,"SPCR",6,"42",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",2,7,"SPCR",2.5,"27",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",3,1,"SPCR",7,"18",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",3,3,"SPCR",6,"16",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",3,4,"SPCR",9,"26",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",3,5,"SPCR",10,"26",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",3,6,"SPCR",7,"20",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",3,7,"SPCR",8,"18",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",4,1,"SPCR",3,"28",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",4,3,"SPCR",6,"23",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",4,4,"SPCR",5.5,"32",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",4,5,"SPCR",10,"29",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",4,6,"SPCR",15,"25",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",4,7,"SPCR",2.6,"29",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",5,5,"SPCR",7,"28",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",5,7,"SPCR",6.5,"22",0,0,0,0,0,0,0,0,"HS","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",6,6,"SPCR",1,"27",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",6,7,"SPCR",4,"21",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Sporobolus","cryptandrus"
"F01","09/12/01","T",2,2,"SPHA",0.3,"10",0,0,0,1,0,0,0,0.5,"TK","Plantae","Malvaceae","Sphaeralcea","hastulata"
"F01","09/12/01","T",3,2,"SPHA",6,"23",0,0,0,0,0,0,0,0,"HS","Plantae","Malvaceae","Sphaeralcea","hastulata"
"F01","09/12/01","T",3,3,"SPHA",1.5,"28",0,0,1,0,0,0,0,0,"HS","Plantae","Malvaceae","Sphaeralcea","hastulata"
"F01","09/12/01","T",3,7,"TILA2",1,"6",0,0,0,0,0,0,0,0,"HS","Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F01","09/12/01","T",1,6,"UKTI",0.3,"1",0,0,4,0,0,2,0,0,"HS",NA,NA,NA,NA
"F01","09/12/01","T",3,5,"UKTI",0.5,"2",0,0,2,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",1,6,"ALIN",0.1,"2",0,0,0,0,0,0,0,0,"TK","Plantae","Nyctaginaceae","Allionia","incarnata"
"F01","09/17/01","K",2,2,"APRA4",0.5,"16",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",2,4,"APRA4",2,"9",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",4,2,"APRA4",10,"16",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",4,5,"APRA4",2,"12",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",4,6,"APRA4",1.5,"10",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",6,4,"APRA4",2.4,"14",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",6,7,"APRA4",0.6,"12",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",7,2,"APRA4",6,"14",0,0,0,0,0,0,0,0,"HS",NA,NA,NA,NA
"F01","09/17/01","K",1,1,"APRAH",0.3,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",1,4,"APRAH",1,"13",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",1,5,"APRAH",3,"11",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",1,6,"APRAH",2,"8",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",3,2,"APRAH",0.5,"11",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",3,3,"APRAH",0.5,"12",0,0,0,0,0,0,0.4,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",5,2,"APRAH",1,"18",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",5,4,"APRAH",0.5,"7",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",5,7,"APRAH",0.5,"10",0,0,0,0,0,0,0,0,"TK","Plantae","Asteraceae","Aphanostephus","ramosissimus"
"F01","09/17/01","K",3,1,"ARHA3",3,"20",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Aristida","havardii"
"F01","09/17/01","K",3,5,"ARHA3",10,"25",0,0,0,0,0,0,0,0,"TK","Plantae","Poaceae","Aristida","havardii"
