"PER","DATE","PLOT","TRAN","SEC","SPP","CNT","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species"
"S01","6/7/2001","K",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",5,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","K",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",1,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",1,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/7/2001","PK",1,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/7/2001","PK",3,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",3,1,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/7/2001","PK",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",3,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/7/2001","PK",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",5,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","PK",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",1,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",1,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",3,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",5,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/7/2001","T",5,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/7/2001","T",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",5,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/7/2001","T",5,5,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",7,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/7/2001","T",7,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",1,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",1,2,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/27/2001","K",1,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/27/2001","K",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",1,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",1,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/27/2001","K",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",3,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",3,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",3,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","K",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",5,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",5,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","K",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",5,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",7,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","K",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",1,1,"CNIN",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",1,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",1,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",1,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","PK",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",3,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","PK",3,5,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","PK",3,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","PK",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",5,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",5,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",5,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/27/2001","PK",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",7,1,"CNIN",3,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",7,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","PK",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",1,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",1,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",1,3,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,1,"PHMO",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Phrynosoma"," modestum"
"S01","6/27/2001","T",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",3,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",5,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",5,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","T",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",5,5,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",5,5,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/27/2001","T",5,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","6/27/2001","T",7,1,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",7,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","6/27/2001","T",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",7,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","6/27/2001","T",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",1,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","K",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",1,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","K",2,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",2,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",2,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",2,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",2,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",2,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",3,5,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","K",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",4,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",4,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",4,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",4,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",4,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",4,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",5,5,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","K",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",6,1," CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",6,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",6,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",6,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",6,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",6,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","K",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","K",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",1,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",1,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",1,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",2,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",2,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",2,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",2,3,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",2,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",2,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",2,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",3,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",3,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",3,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",3,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",4,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",4,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",4,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",4,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",4,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",4,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",5,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",5,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",6,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",6,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",6,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",6,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",6,3,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",6,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",6,5,"PHDO",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Phrynosoma"," douglasii"
"S02","5/24/2002","PK",6,5,"PHDO",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Phrynosoma"," douglasii"
"S02","5/24/2002","PK",6,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",7,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",7,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",7,3,"HOMA",2," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","PK",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","PK",7,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",1,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",1,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",1,3,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",2,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",2,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",2,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",2,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",2,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",2,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",3,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",4,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",4,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",4,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",4,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",4,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",4,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",6,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",6,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",6,3,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S02","5/24/2002","T",6,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",6,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",6,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S02","5/24/2002","T",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
