"PERIOD","DATE","PLOT","TRAN","SEC","SPP","AGE","SEX","SUB","CNT","Taxa_genus","Taxa_species"
"S01","6/12/2001","PK",4,5,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,5,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",4,5,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",4,6,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",4,6,"ERSI","A","M","ARPU","1"," Eritettix"," simplex"
"S01","6/12/2001","PK",4,6,"ERSI","A","F","ARPU","1"," Eritettix"," simplex"
"S01","6/12/2001","PK",4,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",4,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",5,1,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",5,1,"COOC","A","F","GRND","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",5,1,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,1,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,1,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,1,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,1,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,2,"PSDE","A","M","GRND","2"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,2,"PSDE","A","F","SCBR2","2"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,2,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,2,"TRPA","A","M","GRND","2"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",5,3,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","PK",5,3,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",5,3,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,3,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,3,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,3,"PSTE","A","F","SCBR2","1"," Psoloessa"," texana"
"S01","6/12/2001","PK",5,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",5,3,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,3,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,4,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",5,4,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,4,"PSDE","A","F","MUAR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,4,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,4,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,4,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,5,"ERSI","A","M","ARPU","1"," Eritettix"," simplex"
"S01","6/12/2001","PK",5,5,"PSDE","A","F","SCBR2","2"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,5,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,5,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,5,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,5,"PSDE","A","F","ARPU","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,5,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",5,5,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",5,6,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",5,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",5,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",5,6,"TRPA","A","F","GRND","2"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",6,1,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",6,1,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",6,1,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,1,"PSDE","A","M","SCBR2","3"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,1,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",6,2,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,2,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,2,"PSDE","A","F","ERPU","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,2,"PSTE","A","F","GRND","1"," Psoloessa"," texana"
"S01","6/12/2001","PK",6,2,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",6,2,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",6,3,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",6,3,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",6,3,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,3,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,3,"PSDE","A","F","ERPU","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,3,"PSDE","A","M","MUAR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,3,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",6,3,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",6,4,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","PK",6,4,"CIPA","A","F","GRND","1"," Cibolacris"," parviceps"
"S01","6/12/2001","PK",6,4,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",6,4,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,4,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,4,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,4,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,4,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",6,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",6,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",6,5,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","PK",6,5,"ERSI","A","F","ARPU","1"," Eritettix"," simplex"
"S01","6/12/2001","PK",6,5,"ERSI","A","M","ARPU","1"," Eritettix"," simplex"
"S01","6/12/2001","PK",6,5,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,5,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,5,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",6,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",6,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",6,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",6,6,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",7,1,"COOC","A","F","ARPU","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,1,"DABI","2","N","SCBR2","1"," Dactylotum"," bicolor"
"S01","6/12/2001","PK",7,1,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,1,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,1,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",7,2,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,2,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,2,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,2,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,2,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",7,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",7,2,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",7,3,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,3,"COOC","A","F","GRND","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,3,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,3,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,3,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,3,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",7,4,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","PK",7,4,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,4,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,4,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,4,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,4,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",7,5,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,5,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","PK",7,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,5,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",7,6,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","PK",7,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","PK",7,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","PK",7,6,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","PK",7,6,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,1,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",1,1,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",1,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,1,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,1,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,2,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",1,2,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",1,2,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,2,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,2,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,3,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",1,3,"COOC","3","N","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",1,3,"ERSI","A","F","BOER","1"," Eritettix"," simplex"
"S01","6/12/2001","T",1,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,3,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,3,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,3,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,4,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,4,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,4,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,4,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",1,4,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",1,4,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",1,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,4,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,5,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",1,5,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",1,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,5,"PSDE","A","M","SCBR2","2"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,5,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,5,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,5,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",1,6,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",1,6,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,6,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",1,6,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",2,1,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",2,1,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",2,1,"COOC","A","F","MUAR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",2,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,1,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,1,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,1,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,1,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",2,2,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",2,2,"COOC","A","M","BOER","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",2,2,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"S01","6/12/2001","T",2,2,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,2,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,2,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",2,2,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",2,3,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",2,3,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",2,3,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",2,3,"COOC","A","M","GRND","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",2,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,3,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,3,"PSDE","A","M","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,3,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,3,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",2,4,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",2,4,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,4,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,4,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,4,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,4,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",2,5,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,5,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,5,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,5,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,5,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",2,5,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",2,5,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",2,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,6,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,6,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,6,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",2,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",2,6,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",3,1,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",3,1,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,1,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,1,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,1,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",3,2,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",3,2,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",3,2,"COOC","A","M","GRND","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,2,"COOC","A","F","BOER","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,2,"COOC","A","M","BOER","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,2,"ERSI","A","F","BOER","1"," Eritettix"," simplex"
"S01","6/12/2001","T",3,2,"PSDE","A","F","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,2,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,3,"COOC","A","F","BOER","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,3,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"S01","6/12/2001","T",3,3,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,3,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,3,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",3,3,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",3,4,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",3,4,"COOC","A","M","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,4,"COOC","A","M","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,4,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,4,"PSDE","A","F","SPCR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,4,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",3,5,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,5,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,5,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,5,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,5,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",3,5,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",3,5,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",3,6,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,6,"COOC","A","M","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,6,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",3,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",3,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S01","6/12/2001","T",3,6,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S01","6/12/2001","T",4,1,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S01","6/12/2001","T",4,1,"COOC","A","M","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",4,1,"COOC","A","F","SPCR","1"," Cordillacris"," occipitalis"
"S01","6/12/2001","T",4,1,"PSDE","A","F","BOGR","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",4,1,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",4,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",4,1,"PSDE","A","M","BOER","1"," Psoloessa"," delicatula"
"S01","6/12/2001","T",4,1,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
